lon,lat,heat_flow_mW_m2,name,reference,id,ridge_lon,signed_distance_km,distance_km
-46.1079,22.7981,64.16,J2-773P28,Villinger_etal._2019,R24-086121,-45.1,-103.31781521202667,103.31781521202667
-46.0817,22.7983,27.1,H0901P01,Schmidt-Schierhorn_etal._2012,R24-077827,-45.1,-100.63195791153359,100.63195791153359
-46.051,22.7998,47.0,POND825,Langseth_etal._1992,R24-054134,-45.1,-97.48389409797143,97.48389409797143
-46.0672,22.8,166.0,POND716,Langseth_etal._1992,R24-054100,-45.1,-99.14435754186216,99.14435754186216
-46.06,22.8,90.3,H0905P07,Schmidt-Schierhorn_etal._2012,R24-077874,-45.1,-98.40631021524807,98.40631021524807
-46.0895,22.8015,53.0,POND915,Langseth_etal._1992,R24-054148,-45.1,-101.42913784485897,101.42913784485897
-46.105,22.8017,77.6,H0903P11,Schmidt-Schierhorn_etal._2012,R24-077855,-45.1,-103.01782106876809,103.01782106876809
-46.0967,22.8017,31.0,H0903P09,Schmidt-Schierhorn_etal._2012,R24-077853,-45.1,-102.16702712362319,102.16702712362319
-46.0725,22.8017,39.0,POND715,Langseth_etal._1992,R24-054099,-45.1,-99.68639899440504,99.68639899440504
-46.0607,22.802,69.0,POND826,Langseth_etal._1992,R24-054135,-45.1,-98.47661975065678,98.47661975065678
-46.1085,22.8025,99.31,J2-773P27,Villinger_etal._2019,R24-086120,-45.1,-103.37598278590346,103.37598278590346
-46.0767,22.8033,33.8,H0901P02,Schmidt-Schierhorn_etal._2012,R24-077828,-45.1,-100.1157458523778,100.1157458523778
-46.0567,22.805,23.6,H0905P08,Schmidt-Schierhorn_etal._2012,R24-077875,-45.1,-98.06444067716464,98.06444067716464
-46.0893,22.806,61.0,POND916,Langseth_etal._1992,R24-054149,-45.1,-101.4052881815712,101.4052881815712
-46.0733,22.8067,43.9,H0901P03,Schmidt-Schierhorn_etal._2012,R24-077829,-45.1,-99.76474269768178,99.76474269768178
-46.0653,22.8067,157.0,POND717,Langseth_etal._1992,R24-054101,-45.1,-98.94473042851325,98.94473042851325
-46.0533,22.8067,33.0,H0905P10,Schmidt-Schierhorn_etal._2012,R24-077877,-45.1,-97.71471202476084,97.71471202476084
-46.0533,22.8067,32.7,H0905P09,Schmidt-Schierhorn_etal._2012,R24-077876,-45.1,-97.71471202476084,97.71471202476084
-46.1103,22.8069,254.26,J2-767P01,Villinger_etal._2019,R24-086056,-45.1,-103.55714743867938,103.55714743867938
-46.1067,22.8083,54.7,H0903P10,Schmidt-Schierhorn_etal._2012,R24-077854,-45.1,-103.18708218809198,103.18708218809198
-46.07,22.8083,47.1,H0901P04,Schmidt-Schierhorn_etal._2012,R24-077830,-45.1,-99.42532007792748,99.42532007792748
-46.05,22.81,30.2,H0905P11,Schmidt-Schierhorn_etal._2012,R24-077878,-45.1,-97.37409844199922,97.37409844199922
-46.089,22.8108,50.0,POND917,Langseth_etal._1992,R24-054150,-45.1,-101.37096614481531,101.37096614481531
-46.0632,22.8115,88.0,POND718,Langseth_etal._1992,R24-054102,-45.1,-98.72599885556345,98.72599885556345
-46.1097,22.8116,154.75,J2-767P02,Villinger_etal._2019,R24-086057,-45.1,-103.49207627536595,103.49207627536595
-46.0667,22.8117,39.3,H0901P05,Schmidt-Schierhorn_etal._2012,R24-077831,-45.1,-99.08459611088529,99.08459611088529
-46.0588,22.8117,47.0,POND719,Langseth_etal._1992,R24-054103,-45.1,-98.27486371275151,98.27486371275151
-46.0803,22.8122,29.0,POND726,Langseth_etal._1992,R24-054109,-45.1,-100.47819700442662,100.47819700442662
-46.0752,22.8123,35.0,POND724,Langseth_etal._1992,R24-054108,-45.1,-99.95538690828259,99.95538690828259
-46.0723,22.8137,117.0,POND723,Langseth_etal._1992,R24-054107,-45.1,-99.65712040893865,99.65712040893865
-46.067,22.8145,44.0,POND722,Langseth_etal._1992,R24-054106,-45.1,-99.11330806053836,99.11330806053836
-46.0623,22.8148,172.0,POND721,Langseth_etal._1992,R24-054105,-45.1,-98.63136119109996,98.63136119109996
-46.0595,22.8148,56.0,POND720,Langseth_etal._1992,R24-054104,-45.1,-98.34437396119749,98.34437396119749
-46.065,22.815,52.4,H0901P06,Schmidt-Schierhorn_etal._2012,R24-077832,-45.1,-98.90795363993742,98.90795363993742
-46.0897,22.8152,38.0,POND918,Langseth_etal._1992,R24-054151,-45.1,-101.4394383161208,101.4394383161208
-46.135,22.8155,92.44,J2-767P15,Villinger_etal._2019,R24-086066,-45.1,-106.08223441531558,106.08223441531558
-46.1101,22.816,147.18,J2-767P03,Villinger_etal._2019,R24-086058,-45.1,-103.52973101893049,103.52973101893049
-46.0617,22.8167,89.5,H0901P07,Schmidt-Schierhorn_etal._2012,R24-077833,-45.1,-98.56848884455754,98.56848884455754
-46.1369,22.8168,65.4,J2-767P16,Villinger_etal._2019,R24-086067,-45.1,-106.27596031658821,106.27596031658821
-46.1103,22.8183,353.95,J2-767P04,Villinger_etal._2019,R24-086059,-45.1,-103.54848113035052,103.54848113035052
-46.1347,22.8186,108.27,J2-767P12,Villinger_etal._2019,R24-086065,-45.1,-106.04907195272736,106.04907195272736
-46.0963,22.8189,66.55,J2-772P21,Villinger_etal._2019,R24-086092,-45.1,-102.11313194416508,102.11313194416508
-46.1103,22.8194,12.59,J2-767P05,Villinger_etal._2019,R24-086060,-45.1,-103.5476446907557,103.5476446907557
-46.1634,22.8195,48.64,J2-772P07,Villinger_etal._2019,R24-086078,-45.1,-108.9898886481642,108.9898886481642
-46.168,22.8197,60.13,J2-772P08,Villinger_etal._2019,R24-086079,-45.1,-109.46119062715078,109.46119062715078
-46.1616,22.82,82.63,J2-772P06,Villinger_etal._2019,R24-086077,-45.1,-108.80500370432449,108.80500370432449
-46.1611,22.82,186.2,J2-772P05,Villinger_etal._2019,R24-086076,-45.1,-108.75375794146426,108.75375794146426
-46.0583,22.82,250.1,H0901P08,Schmidt-Schierhorn_etal._2012,R24-077834,-45.1,-98.21762909745144,98.21762909745144
-46.1601,22.8201,50.84,J2-772P04,Villinger_etal._2019,R24-086075,-45.1,-108.65118662362583,108.65118662362583
-46.1106,22.8202,84.97,J2-773P01,Villinger_etal._2019,R24-086094,-45.1,-103.5777837596325,103.5777837596325
-46.1102,22.8203,73.4,J2-773P11,Villinger_etal._2019,R24-086104,-45.1,-103.53671117270731,103.53671117270731
-46.1098,22.8203,108.55,J2-773P10,Villinger_etal._2019,R24-086103,-45.1,-103.49571465274198,103.49571465274198
-46.1581,22.8204,69.17,J2-772P03,Villinger_etal._2019,R24-086074,-45.1,-108.44596479599531,108.44596479599531
-46.1089,22.8204,293.09,J2-773P09,Villinger_etal._2019,R24-086102,-45.1,-103.40339654350227,103.40339654350227
-46.1106,22.8205,85.45,J2-773P26,Villinger_etal._2019,R24-086119,-45.1,-103.57755555780645,103.57755555780645
-46.1105,22.8205,65.67,J2-773P02,Villinger_etal._2019,R24-086095,-45.1,-103.5673064428694,103.5673064428694
-46.1565,22.8206,119.71,J2-772P02,Villinger_etal._2019,R24-086073,-45.1,-108.28181979129207,108.28181979129207
-46.1108,22.8206,386.94,J2-773P03,Villinger_etal._2019,R24-086096,-45.1,-103.5979777047209,103.5979777047209
-46.1105,22.8206,64.52,J2-773P25,Villinger_etal._2019,R24-086118,-45.1,-103.56723038249002,103.56723038249002
-46.1109,22.8207,359.3,J2-773P16,Villinger_etal._2019,R24-086109,-45.1,-103.60815072132867,103.60815072132867
-46.1106,22.8207,51.56,J2-773P04,Villinger_etal._2019,R24-086097,-45.1,-103.57740342167817,103.57740342167817
-46.1103,22.8207,52.2,J2-773P24,Villinger_etal._2019,R24-086117,-45.1,-103.5466561220284,103.5466561220284
-46.1109,22.8208,228.85,J2-773P17,Villinger_etal._2019,R24-086110,-45.1,-103.60807463021007,103.60807463021007
-46.1101,22.8208,62.66,J2-773P23,Villinger_etal._2019,R24-086116,-45.1,-103.52608189135957,103.52608189135957
-46.1545,22.8209,22.23,J2-772P01,Villinger_etal._2019,R24-086072,-45.1,-108.0765995243238,108.0765995243238
-46.1089,22.8209,299.02,J2-773P08,Villinger_etal._2019,R24-086101,-45.1,-103.40301684219082,103.40301684219082
-46.1437,22.8211,78.57,J2-767P17,Villinger_etal._2019,R24-086068,-45.1,-106.96954124114409,106.96954124114409
-46.1103,22.8211,220.77,J2-773P05,Villinger_etal._2019,R24-086098,-45.1,-103.54635193631104,103.54635193631104
-46.1701,22.8212,82.63,J2-772P09,Villinger_etal._2019,R24-086080,-45.1,-109.67521511325162,109.67521511325162
-46.1103,22.8212,196.94,J2-773P22,Villinger_etal._2019,R24-086115,-45.1,-103.54627588909315,103.54627588909315
-46.11,22.8214,82.11,J2-773P06,Villinger_etal._2019,R24-086099,-45.1,-103.515376652131,103.515376652131
-46.1087,22.8215,114.63,J2-773P07,Villinger_etal._2019,R24-086100,-45.1,-103.3820631108907,103.3820631108907
-46.1437,22.8223,201.37,J2-767P18,Villinger_etal._2019,R24-086069,-45.1,-106.96859848403912,106.96859848403912
-46.1014,22.8228,76.23,J2-772P22,Villinger_etal._2019,R24-086093,-45.1,-102.632903269758,102.632903269758
-46.146,22.823,68.35,J2-767P20,Villinger_etal._2019,R24-086071,-45.1,-107.20377383604391,107.20377383604391
-46.055,22.8233,58.6,H0901P09,Schmidt-Schierhorn_etal._2012,R24-077835,-45.1,-97.87703481891124,97.87703481891124
-46.1429,22.824,40.28,J2-767P19,Villinger_etal._2019,R24-086070,-45.1,-106.88527201936283,106.88527201936283
-46.055,22.8267,130.0,H0901P10,Schmidt-Schierhorn_etal._2012,R24-077836,-45.1,-97.8745903494823,97.8745903494823
-46.0964,22.8269,23.23,J2-772P20,Villinger_etal._2019,R24-086091,-45.1,-102.11738066896636,102.11738066896636
-46.119,22.827,125.71,J2-767P11,Villinger_etal._2019,R24-086064,-45.1,-104.43349503947739,104.43349503947739
-46.1209,22.8278,43.1,J2-767P10,Villinger_etal._2019,R24-086063,-45.1,-104.62760400604171,104.62760400604171
-46.1199,22.8278,112.63,J2-767P09,Villinger_etal._2019,R24-086062,-45.1,-104.52511835220118,104.52511835220118
-46.0925,22.831,26.49,J2-772P19,Villinger_etal._2019,R24-086090,-45.1,-101.71461998286271,101.71461998286271
-46.0949,22.8312,194.15,J2-772P18,Villinger_etal._2019,R24-086089,-45.1,-101.96042993134913,101.96042993134913
-46.0969,22.8315,45.15,J2-772P17,Villinger_etal._2019,R24-086088,-45.1,-102.16517090780975,102.16517090780975
-46.1028,22.8358,237.66,J2-772P16,Villinger_etal._2019,R24-086087,-45.1,-102.76657238992294,102.76657238992294
-46.1014,22.8359,192.83,J2-772P15,Villinger_etal._2019,R24-086086,-45.1,-102.62302548547036,102.62302548547036
-46.0999,22.8363,166.26,J2-772P14,Villinger_etal._2019,R24-086085,-45.1,-102.46900491007665,102.46900491007665
-46.0985,22.8368,160.44,J2-772P13,Villinger_etal._2019,R24-086084,-45.1,-102.32515792103794,102.32515792103794
-46.0986,22.8403,127.71,J2-772P12,Villinger_etal._2019,R24-086083,-45.1,-102.33277308134379,102.33277308134379
-46.0978,22.8404,194.17,J2-772P11,Villinger_etal._2019,R24-086082,-45.1,-102.25071692336424,102.25071692336424
-46.0962,22.8404,25.35,J2-772P10,Villinger_etal._2019,R24-086081,-45.1,-102.08675506018824,102.08675506018824
-50.55,22.85,127.0,V32-11,LDEO_2004,R24-055559,-45.1,-558.4556748964255,558.4556748964255
-50.5483,22.85,127.0,V32-11,Abbott_2008,R24-001772,-45.1,-558.2814777134304,558.2814777134304
-43.5485,22.9172,47.0,POND401,Langseth_etal._1992,R24-054029,-45.1,158.90186438510312,158.90186438510312
-43.5457,22.9208,44.0,POND402,Langseth_etal._1992,R24-054030,-45.1,159.18440648132122,159.18440648132122
-43.5297,22.921,55.0,POND501,Langseth_etal._1992,R24-054046,-45.1,160.82281705143245,160.82281705143245
-43.5308,22.9233,47.0,POND502,Langseth_etal._1992,R24-054047,-45.1,160.70743211103954,160.70743211103954
-43.544,22.9252,98.0,POND403,Langseth_etal._1992,R24-054031,-45.1,159.35333764709216,159.35333764709216
-43.5312,22.926,57.0,POND503,Langseth_etal._1992,R24-054048,-45.1,160.66326464861277,160.66326464861277
-43.5408,22.9285,150.0,POND404,Langseth_etal._1992,R24-054032,-45.1,159.677166609204,159.677166609204
-43.5324,22.9287,107.0,POND504,Langseth_etal._1992,R24-054049,-45.1,160.53717084262755,160.53717084262755
-43.5364,22.9288,109.0,POND406,Langseth_etal._1992,R24-054034,-45.1,160.1274145237995,160.1274145237995
-43.5382,22.9292,89.0,POND405,Langseth_etal._1992,R24-054033,-45.1,159.94260517412513,159.94260517412513
-43.5342,22.9293,102.0,POND407,Langseth_etal._1992,R24-054035,-45.1,160.35212337155787,160.35212337155787
-43.5312,22.9298,332.0,POND408,Langseth_etal._1992,R24-054036,-45.1,160.65875749805605,160.65875749805605
-43.5267,22.9298,121.0,POND410,Langseth_etal._1992,R24-054038,-45.1,161.1195966163256,161.1195966163256
-43.5295,22.93,97.0,POND409,Langseth_etal._1992,R24-054037,-45.1,160.83261478096418,160.83261478096418
-43.5337,22.9313,69.0,POND505,Langseth_etal._1992,R24-054050,-45.1,160.4009592682704,160.4009592682704
-43.5218,22.9323,45.0,POND411,Langseth_etal._1992,R24-054039,-45.1,161.6184158262463,161.6184158262463
-43.5188,22.934,27.0,POND412,Langseth_etal._1992,R24-054040,-45.1,161.9236034993652,161.9236034993652
-43.5162,22.934,27.0,POND413,Langseth_etal._1992,R24-054041,-45.1,162.1898578435965,162.1898578435965
-43.5337,22.9343,140.0,POND506,Langseth_etal._1992,R24-054051,-45.1,160.39740594363403,160.39740594363403
-43.5097,22.9347,22.0,POND415,Langseth_etal._1992,R24-054043,-45.1,162.85465183704775,162.85465183704775
-43.5128,22.935,49.0,POND414,Langseth_etal._1992,R24-054042,-45.1,162.53683627106795,162.53683627106795
-43.5073,22.9352,39.0,POND416,Langseth_etal._1992,R24-054044,-45.1,163.09982155130476,163.09982155130476
-43.5047,22.9355,32.0,POND417,Langseth_etal._1992,R24-054045,-45.1,163.36571158650187,163.36571158650187
-43.533,22.9373,78.0,POND507,Langseth_etal._1992,R24-054052,-45.1,160.4655342941322,160.4655342941322
-43.532,22.9393,66.0,POND508,Langseth_etal._1992,R24-054053,-45.1,160.5655653231601,160.5655653231601
-43.5299,22.9422,76.0,POND509,Langseth_etal._1992,R24-054054,-45.1,160.77716414798306,160.77716414798306
-43.527,22.945,96.0,POND510,Langseth_etal._1992,R24-054055,-45.1,161.0707900543625,161.0707900543625
-43.5303,22.948,65.0,POND511,Langseth_etal._1992,R24-054056,-45.1,160.72931625566585,160.72931625566585
-43.5328,22.9507,58.0,POND512,Langseth_etal._1992,R24-054057,-45.1,160.47012692501588,160.47012692501588
-43.5258,22.9522,47.0,POND206,Langseth_etal._1992,R24-054011,-45.1,161.18509011208815,161.18509011208815
-43.5237,22.9522,56.0,POND207,Langseth_etal._1992,R24-054012,-45.1,161.4001127834356,161.4001127834356
-43.5347,22.9528,28.0,POND202,Langseth_etal._1992,R24-054009,-45.1,160.27309276424268,160.27309276424268
-43.532,22.9528,68.0,POND203,Langseth_etal._1992,R24-054010,-45.1,160.54954925850203,160.54954925850203
-43.5373,22.953,24.0,POND201,Langseth_etal._1992,R24-054008,-45.1,160.0066388596053,160.0066388596053
-43.5148,22.953,52.0,POND210,Langseth_etal._1992,R24-054015,-45.1,162.31043957269245,162.31043957269245
-43.5087,22.953,30.0,POND302,Langseth_etal._1992,R24-054017,-45.1,162.9350255437964,162.9350255437964
-43.4695,22.9532,31.0,POND308,Langseth_etal._1992,R24-054023,-45.1,166.94851153725742,166.94851153725742
-43.5148,22.9533,47.0,POND301,Langseth_etal._1992,R24-054016,-45.1,162.31007965068554,162.31007965068554
-43.5057,22.954,33.0,POND303,Langseth_etal._1992,R24-054018,-45.1,163.24099232755262,163.24099232755262
-43.5187,22.9542,56.0,POND209,Langseth_etal._1992,R24-054014,-45.1,161.9096779430995,161.9096779430995
-43.5027,22.9542,38.0,POND304,Langseth_etal._1992,R24-054019,-45.1,163.5479216963977,163.5479216963977
-43.5002,22.9542,24.0,POND305,Langseth_etal._1992,R24-054020,-45.1,163.80389728285024,163.80389728285024
-43.4645,22.9542,39.0,POND310,Langseth_etal._1992,R24-054025,-45.1,167.4592286573955,167.4592286573955
-43.4993,22.9543,40.0,POND306,Langseth_etal._1992,R24-054021,-45.1,163.89592734137995,163.89592734137995
-43.5213,22.9547,51.0,POND208,Langseth_etal._1992,R24-054013,-45.1,161.64286589089642,161.64286589089642
-43.4967,22.9547,55.0,POND307,Langseth_etal._1992,R24-054022,-45.1,164.16165635198212,164.16165635198212
-43.5347,22.9553,30.0,POND513,Langseth_etal._1992,R24-054058,-45.1,160.2701309570405,160.2701309570405
-43.4668,22.956,32.0,POND309,Langseth_etal._1992,R24-054024,-45.1,167.22150601619458,167.22150601619458
-43.463,22.9565,34.0,POND311,Langseth_etal._1992,R24-054026,-45.1,167.60996417915095,167.60996417915095
-43.5342,22.958,75.0,POND514,Langseth_etal._1992,R24-054059,-45.1,160.3181255416617,160.3181255416617
-43.4628,22.959,33.0,POND312,Langseth_etal._1992,R24-054027,-45.1,167.62734355162704,167.62734355162704
-43.533,22.9602,73.0,POND515,Langseth_etal._1992,R24-054060,-45.1,160.43838060755252,160.43838060755252
-43.4645,22.9625,31.0,POND313,Langseth_etal._1992,R24-054028,-45.1,167.4489526411957,167.4489526411957
-43.5322,22.9638,93.0,POND516,Langseth_etal._1992,R24-054061,-45.1,160.51601594815688,160.51601594815688
-43.5327,22.9672,183.0,POND517,Langseth_etal._1992,R24-054062,-45.1,160.46078935711066,160.46078935711066
-43.5318,22.9702,113.0,POND518,Langseth_etal._1992,R24-054063,-45.1,160.54936880752646,160.54936880752646
-43.534,22.9737,305.0,POND519,Langseth_etal._1992,R24-054064,-45.1,160.3199854978513,160.3199854978513
-43.5342,22.9738,208.0,POND520,Langseth_etal._1992,R24-054065,-45.1,160.29939179758452,160.29939179758452
-43.4625,22.974,50.0,POND114,Langseth_etal._1992,R24-053945,-45.1,167.639459465068,167.639459465068
-43.4977,22.9742,41.0,POND112,Langseth_etal._1992,R24-053932,-45.1,164.03560818605965,164.03560818605965
-43.4672,22.9752,67.0,POND113,Langseth_etal._1992,R24-053943,-45.1,167.15681159629625,167.15681159629625
-43.5002,22.9755,118.0,POND111,Langseth_etal._1992,R24-053921,-45.1,163.77809502442494,163.77809502442494
-43.4597,22.9765,49.0,POND115,Langseth_etal._1992,R24-053946,-45.1,167.92300371289917,167.92300371289917
-43.5332,22.9777,155.0,POND521,Langseth_etal._1992,R24-054066,-45.1,160.3971382092066,160.3971382092066
-43.5017,22.9783,60.0,POND110,Langseth_etal._1992,R24-053911,-45.1,163.6211435174944,163.6211435174944
-43.5337,22.979,81.0,POND522,Langseth_etal._1992,R24-054067,-45.1,160.34440932266608,160.34440932266608
-43.5277,22.9797,70.0,POND523,Langseth_etal._1992,R24-054068,-45.1,160.9578041671235,160.9578041671235
-43.5112,22.9802,43.0,POND107,Langseth_etal._1992,R24-053908,-45.1,162.6463225206325,162.6463225206325
-43.5237,22.9815,78.0,POND102,Langseth_etal._1992,R24-053903,-45.1,161.36513802755937,161.36513802755937
-43.5228,22.9815,57.0,POND103,Langseth_etal._1992,R24-053904,-45.1,161.45727063190182,161.45727063190182
-43.5202,22.9815,94.0,POND104,Langseth_etal._1992,R24-053905,-45.1,161.72343148889013,161.72343148889013
-43.5275,22.9817,68.0,POND101,Langseth_etal._1992,R24-053900,-45.1,160.9758953934333,160.9758953934333
-43.5052,22.9817,50.0,POND109,Langseth_etal._1992,R24-053910,-45.1,163.25873321045952,163.25873321045952
-43.5148,22.9818,61.0,POND106,Langseth_etal._1992,R24-053907,-45.1,162.27586677024823,162.27586677024823
-43.5077,22.9818,47.0,POND108,Langseth_etal._1992,R24-053909,-45.1,163.0026890349902,163.0026890349902
-43.5163,22.9842,79.0,POND105,Langseth_etal._1992,R24-053906,-45.1,162.11943258089693,162.11943258089693
-43.515,22.98567,23.0,DSDP_46_396A,Erickson_Hyndman_1979,R24-033811,-45.1,162.25074464472723,162.25074464472723
-43.515,22.98567,23.0,DSDP_46_396A,Erickson_Hyndman_1979,R24-033810,-45.1,162.25074464472723,162.25074464472723
-43.515,22.98567,23.0,DSDP_46_396B,Erickson_Hyndman_1979,R24-033812,-45.1,162.25074464472723,162.25074464472723
-45.65,23.1,126.0,Zep-16,Nason_Lee_1964,R24-070575,-45.1,-56.253753267079546,56.253753267079546
-45.65,23.1,126.0,Zep-16,Nason_Lee_1962,R24-070561,-45.1,-56.253753267079546,56.253753267079546
-31.8,23.1583,58.0,Kur-436,Ludwig_Rabinowitz_1975,R24-060556,-45.1,1359.7269350560505,1359.7269350560505
-31.8,23.1583,58.0,Kur-436,Popova_1974,R24-073165,-45.1,1359.7269350560505,1359.7269350560505
-31.8,23.1583,59.6,K-436,Hobart_etal._1974,R24-047519,-45.1,1359.7269350560505,1359.7269350560505
-43.65,23.3667,96.0,V20-221,Langseth_etal._1966,R24-053100,-45.1,148.00929291035607,148.00929291035607
-50.2317,23.45,61.9,V32-13,Abbott_2008,R24-001774,-45.2,-513.2894990777015,513.2894990777015
-50.2,23.45,101.0,V32-12,Abbott_2008,R24-001773,-45.2,-510.05574565027945,510.05574565027945
-44.2333,23.5667,67.0,Zep-17,Nason_Lee_1964,R24-070576,-45.4334,122.31516340247059,122.31516340247059
-44.2333,23.5667,67.0,Zep-17,Nason_Lee_1962,R24-070562,-45.4334,122.31516340247059,122.31516340247059
-59.113,23.5783,69.0,C11-3,LDEO_2004,R24-055073,-45.456599999999995,-1391.748394887965,1391.748394887965
-59.1117,23.5783,68.5,C11-3,Abbott_2008,R24-000295,-45.456599999999995,-1391.6159095394578,1391.6159095394578
-42.4667,23.6,21.0,Zep-19,Nason_Lee_1962,R24-070564,-45.5,309.07796309968467,309.07796309968467
-42.4667,23.6,21.0,Zep-19,Nason_Lee_1964,R24-070578,-45.5,309.07796309968467,309.07796309968467
-58.9617,23.6317,63.0,C21-12F,Embley_etal._1983,R24-033416,-45.62679999999999,-1358.4303745714003,1358.4303745714003
-58.9617,23.6317,63.0,DHF12F,Embley_etal._1983,R24-033473,-45.62679999999999,-1358.4303745714003,1358.4303745714003
-58.9917,23.6333,51.0,C21-12K,Embley_etal._1983,R24-033421,-45.63319999999999,-1360.8178857523349,1360.8178857523349
-58.9917,23.6333,51.0,DHF12K,Embley_etal._1983,R24-033477,-45.63319999999999,-1360.8178857523349,1360.8178857523349
-58.9867,23.6333,49.0,C21-12J,Embley_etal._1983,R24-033420,-45.63319999999999,-1360.308540434465,1360.308540434465
-58.9833,23.6333,49.0,C21-12I,Embley_etal._1983,R24-033419,-45.63319999999999,-1359.9621856183137,1359.9621856183137
-58.9833,23.6333,49.0,DHF12I,Embley_etal._1983,R24-033476,-45.63319999999999,-1359.9621856183137,1359.9621856183137
-58.9783,23.6333,61.0,DHF12H,Embley_etal._1983,R24-033475,-45.63319999999999,-1359.4528403004435,1359.4528403004435
-58.9783,23.6333,61.0,C21-12H,Embley_etal._1983,R24-033418,-45.63319999999999,-1359.4528403004435,1359.4528403004435
-58.9683,23.6333,72.0,C21-12G,Embley_etal._1983,R24-033417,-45.63319999999999,-1358.4341496647046,1358.4341496647046
-58.9683,23.6333,72.0,DHF12G,Embley_etal._1983,R24-033474,-45.63319999999999,-1358.4341496647046,1358.4341496647046
-58.9567,23.6333,57.0,DHF12E,Embley_etal._1983,R24-033472,-45.63319999999999,-1357.252468527247,1357.252468527247
-58.9567,23.6333,57.0,C21-12E,Embley_etal._1983,R24-033415,-45.63319999999999,-1357.252468527247,1357.252468527247
-58.9433,23.6367,56.0,DHF12D,Embley_etal._1983,R24-033471,-45.6468,-1354.466829597105,1354.466829597105
-58.9433,23.6367,56.0,C21-12D,Embley_etal._1983,R24-033414,-45.6468,-1354.466829597105,1354.466829597105
-58.9367,23.6383,89.0,C21-12C,Embley_etal._1983,R24-033413,-45.6532,-1353.1260281240702,1353.1260281240702
-58.9367,23.6383,89.0,DHF12C,Embley_etal._1983,R24-033470,-45.6532,-1353.1260281240702,1353.1260281240702
-58.9283,23.64,72.0,DHF12B,Embley_etal._1983,R24-033469,-45.66,-1351.5601247797968,1351.5601247797968
-58.9283,23.64,72.0,C21-12B,Embley_etal._1983,R24-033412,-45.66,-1351.5601247797968,1351.5601247797968
-58.9217,23.6417,66.0,C21-12A,Embley_etal._1983,R24-033411,-45.666799999999995,-1350.177613012513,1350.177613012513
-58.9217,23.6417,66.0,DHF12A,Embley_etal._1983,R24-033468,-45.666799999999995,-1350.177613012513,1350.177613012513
-59.8767,23.7667,52.0,C21-10J,Embley_etal._1983,R24-033398,-46.0334,-1408.763460151734,1408.763460151734
-59.8767,23.7683,52.0,C21-10I,Embley_etal._1983,R24-033397,-46.0366,-1408.420491853578,1408.420491853578
-59.8767,23.7683,52.0,DHF10I,Embley_etal._1983,R24-033455,-46.0366,-1408.420491853578,1408.420491853578
-59.8767,23.77,56.0,C21-10H,Embley_etal._1983,R24-033396,-46.04,-1408.0560956094978,1408.0560956094978
-59.8767,23.77,56.0,DHF10H,Embley_etal._1983,R24-033454,-46.04,-1408.0560956094978,1408.0560956094978
-59.8767,23.7733,54.0,C21-10G,Embley_etal._1983,R24-033395,-46.0466,-1407.348760470632,1407.348760470632
-59.8767,23.7733,54.0,DHF10G,Embley_etal._1983,R24-033453,-46.0466,-1407.348760470632,1407.348760470632
-59.8783,23.775,59.0,DHF10F,Embley_etal._1983,R24-033452,-46.05,-1407.1472007951447,1407.1472007951447
-59.8783,23.775,59.0,C21-10F,Embley_etal._1983,R24-033394,-46.05,-1407.1472007951447,1407.1472007951447
-59.8783,23.7767,70.0,C21-10E,Embley_etal._1983,R24-033393,-46.0534,-1406.7828331816604,1406.7828331816604
-59.8783,23.7767,70.0,DHF10E,Embley_etal._1983,R24-033451,-46.0534,-1406.7828331816604,1406.7828331816604
-59.88,23.78,68.0,C21-10D,Embley_etal._1983,R24-033392,-46.06,-1406.2485364455156,1406.2485364455156
-59.88,23.78,68.0,DHF10D,Embley_etal._1983,R24-033450,-46.06,-1406.2485364455156,1406.2485364455156
-59.8667,23.7817,45.0,C21-2,Abbott_2008,R24-000593,-46.0634,-1404.5308710819188,1404.5308710819188
-59.88,23.7833,62.0,C21-10C,Embley_etal._1983,R24-033391,-46.0666,-1405.5412819268058,1405.5412819268058
-59.88,23.7833,62.0,DHF10C,Embley_etal._1983,R24-033449,-46.0666,-1405.5412819268058,1405.5412819268058
-59.88,23.785,59.0,C21-10B,Embley_etal._1983,R24-033390,-46.07,-1405.1769501748747,1405.1769501748747
-59.88,23.785,59.0,DHF10B,Embley_etal._1983,R24-033448,-46.07,-1405.1769501748747,1405.1769501748747
-59.8817,23.7883,58.0,DHF10A,Embley_etal._1983,R24-033447,-46.0766,-1404.6427120212884,1404.6427120212884
-59.8817,23.7883,58.0,C21-10A,Embley_etal._1983,R24-033389,-46.0766,-1404.6427120212884,1404.6427120212884
-44.9833,23.95,117.0,Zep-18,Nason_Lee_1964,R24-070577,-46.1,113.48030085347554,113.48030085347554
-44.9833,23.95,117.0,Zep-18,Nason_Lee_1962,R24-070563,-46.1,113.48030085347554,113.48030085347554
-55.25,24.0667,26.0,CH39-3,Birch_Halunen_1966,R24-005272,-46.1,-928.9900565765106,928.9900565765106
-55.25,24.0667,26.0,CH39-3,Birch_1964,R24-005251,-46.1,-928.9900565765106,928.9900565765106
-39.1,24.2667,17.0,Zep-20,Nason_Lee_1962,R24-070565,-46.0333,702.8290697868208,702.8290697868208
