lon,lat,heat_flow_mW_m2,name,reference,id,ridge_lon,signed_distance_km,distance_km
-40.5667,10.0,180.0,SP-7,VonHerzen_etal._1970,R24-086480,-41.7,124.10280765241552,124.10280765241552
-40.5667,10.0,180.0,SP-7,Ludwig_Rabinowitz_1975,R24-060576,-41.7,124.10280765241552,124.10280765241552
-40.5667,10.0,180.0,SP-7,Folinsbee_1969,R24-035385,-41.7,124.10280765241552,124.10280765241552
-59.1142,10.0492,157.0,CARAM-15,Deville_etal._2006,R24-031011,-41.404799999999994,-1938.9858639839056,1938.9858639839056
-59.1333,10.052,39.0,CARAM-16a,Deville_etal._2006,R24-031012,-41.388000000000005,-1942.8996934178206,1942.8996934178206
-59.1311,10.052,40.0,CARAM-16b,Deville_etal._2006,R24-031013,-41.388000000000005,-1942.658819534285,1942.658819534285
-59.1288,10.052,43.0,CARAM-16c,Deville_etal._2006,R24-031014,-41.388000000000005,-1942.4069968378599,1942.4069968378599
-59.1158,10.0555,133.0,CARAM-14,Deville_etal._2006,R24-031010,-41.367,-1943.2618556461116,1943.2618556461116
-59.1017,10.0597,77.0,CARAM-11,Deville_etal._2006,R24-031007,-41.341800000000006,-1944.451879874681,1944.451879874681
-58.3067,10.2153,34.0,CARAM-07,Deville_etal._2006,R24-031004,-41.1,-1882.9699359185356,1882.9699359185356
-58.2,10.2417,99.0,CARAM-21,Deville_etal._2006,R24-031017,-41.1,-1871.1379261544726,1871.1379261544726
-25.3667,10.25,58.0,V19-174,Langseth_etal._1966,R24-053063,-41.1,1721.5440638830153,1721.5440638830153
-41.3167,10.35,60.0,VFZ-12,Folinsbee_1969,R24-035390,-41.1,-23.703882250972207,23.703882250972207
-41.3167,10.35,60.0,VFZ-12,Ludwig_Rabinowitz_1975,R24-060603,-41.1,-23.703882250972207,23.703882250972207
-41.3167,10.35,60.0,VFZ-12,VonHerzen_etal._1970,R24-086485,-41.1,-23.703882250972207,23.703882250972207
-45.315,10.3583,38.0,C16-38,Abbott_2008,R24-000476,-41.1,-461.04854321844226,461.04854321844226
-44.3,10.3667,39.0,VFZ-5,Ludwig_Rabinowitz_1975,R24-060607,-41.1,-350.0156078206387,350.0156078206387
-44.3,10.3667,39.0,VFZ-5,Folinsbee_1969,R24-035397,-41.1,-350.0156078206387,350.0156078206387
-44.3,10.3667,39.0,VFZ-5,VonHerzen_etal._1970,R24-086492,-41.1,-350.0156078206387,350.0156078206387
-42.85,10.3667,212.0,SP-6,Folinsbee_1969,R24-035384,-41.1,-191.41478552691206,191.41478552691206
-42.85,10.3667,212.0,SP-6,Ludwig_Rabinowitz_1975,R24-060575,-41.1,-191.41478552691206,191.41478552691206
-42.85,10.3667,212.0,SP-6,VonHerzen_etal._1970,R24-086479,-41.1,-191.41478552691206,191.41478552691206
-42.425,10.3817,23.0,V32-6,Langseth_Hobart_1976,R24-054258,-41.1,-144.92139175120903,144.92139175120903
-42.425,10.3817,23.0,V32-6,Langseth_Hobart_1976,R24-054257,-41.1,-144.92139175120903,144.92139175120903
-42.425,10.3817,23.0,V32-6,Ludwig_Rabinowitz_1975,R24-060600,-41.1,-144.92139175120903,144.92139175120903
-58.8947,10.385,27.0,CARAM-08,Deville_etal._2006,R24-031005,-41.1,-1946.2682823986695,1946.2682823986695
-57.9917,10.4083,96.0,CARAM-22,Deville_etal._2006,R24-031018,-41.1,-1847.3661885668205,1847.3661885668205
-44.6667,10.45,27.7,V32-9,Abbott_2008,R24-001811,-41.1,-390.0210390028545,390.0210390028545
-44.67,10.4517,28.0,V32-009,Ludwig_Rabinowitz_1975,R24-060598,-41.1,-390.3797597425359,390.3797597425359
-58.0248,10.4567,46.0,CARAM-24,Deville_etal._2006,R24-031019,-41.1,-1850.6983116950898,1850.6983116950898
-57.9233,10.4607,76.0,CARAM-05,Deville_etal._2006,R24-031003,-41.1,-1839.5757511433978,1839.5757511433978
-58.7375,10.49,30.0,CARAM-18,Deville_etal._2006,R24-031016,-41.1,-1928.4236556726812,1928.4236556726812
-49.223,10.52,53.0,C16-36,LDEO_2004,R24-055163,-41.1,-888.0546871982539,888.0546871982539
-49.2217,10.52,52.5,C16-36,Abbott_2008,R24-000475,-41.1,-887.9125634639984,887.9125634639984
-50.1617,10.5633,31.8,C11-7,Abbott_2008,R24-000309,-41.1,-990.5396424385257,990.5396424385257
-59.1938,10.5656,52.0,CARAM-IO,Deville_etal._2006,R24-031021,-41.1,-1977.8288843701012,1977.8288843701012
-44.8667,10.5667,20.0,SP-1,Folinsbee_1969,R24-035376,-41.1,-411.73558784609287,411.73558784609287
-44.8667,10.5667,20.0,SP-1,VonHerzen_etal._1970,R24-086471,-41.1,-411.73558784609287,411.73558784609287
-58.7855,10.5732,36.0,CARAM-17,Deville_etal._2006,R24-031015,-41.1,-1933.1498634479863,1933.1498634479863
-59.1585,10.6172,57.0,CARAM-09,Deville_etal._2006,R24-031006,-41.340800000000016,-1947.320502232843,1947.320502232843
-54.347,10.6267,69.0,C16-30,LDEO_2004,R24-055161,-41.473800000000004,-1406.8856693355306,1406.8856693355306
-57.8517,10.6323,46.0,CARAM-25,Deville_etal._2006,R24-031020,-41.55220000000002,-1781.306305366553,1781.306305366553
-50.0,10.65,67.0,V26-51,Langseth_etal._1974,R24-053403,-41.80000000000001,-896.09275805425,896.09275805425
-54.307,10.6667,60.0,C16-29,LDEO_2004,R24-055160,-42.033800000000014,-1341.1368743830865,1341.1368743830865
-42.585,10.7217,288.65,RC17-17,Langseth_Hobart_1976,R24-054238,-42.543400000000005,-4.544958204221077,4.544958204221077
-42.585,10.7217,288.65,RC17-17,Langseth_Hobart_1976,R24-054237,-42.543400000000005,-4.544958204221077,4.544958204221077
-42.585,10.7217,288.65,RC17-17,Herman_etal._1977,R24-047305,-42.543400000000005,-4.544958204221077,4.544958204221077
-42.585,10.7217,288.65,RC17-17,Ludwig_Rabinowitz_1975,R24-060563,-42.543400000000005,-4.544958204221077,4.544958204221077
-41.5217,10.725,131.1,RC17-12,Ludwig_Rabinowitz_1975,R24-060558,-42.55,112.34446024447435,112.34446024447435
-41.5217,10.725,131.1,RC17-12,Herman_etal._1977,R24-047300,-42.55,112.34446024447435,112.34446024447435
-41.5217,10.725,131.1,RC17-12,Langseth_Hobart_1976,R24-054227,-42.55,112.34446024447435,112.34446024447435
-41.5217,10.725,131.1,RC17-12,Langseth_Hobart_1976,R24-054228,-42.55,112.34446024447435,112.34446024447435
-41.565,10.74,138.0,RC17-27,Herman_etal._1977,R24-047313,-42.58,110.88589807161867,110.88589807161867
-41.565,10.74,138.0,RC17-27,Ludwig_Rabinowitz_1975,R24-060571,-42.58,110.88589807161867,110.88589807161867
-41.565,10.74,138.0,RC17-27,Langseth_Hobart_1976,R24-054253,-42.58,110.88589807161867,110.88589807161867
-41.565,10.74,138.0,RC17-27,Langseth_Hobart_1976,R24-054254,-42.58,110.88589807161867,110.88589807161867
-42.5267,10.7417,201.25,RC17-15,Langseth_Hobart_1976,R24-054234,-42.5834,6.194280822445142,6.194280822445142
-42.5267,10.7417,201.25,RC17-15,Herman_etal._1977,R24-047303,-42.5834,6.194280822445142,6.194280822445142
-42.5267,10.7417,201.25,RC17-15,Langseth_Hobart_1976,R24-054233,-42.5834,6.194280822445142,6.194280822445142
-42.5267,10.7417,201.25,RC17-15,Ludwig_Rabinowitz_1975,R24-060561,-42.5834,6.194280822445142,6.194280822445142
-42.4333,10.7417,148.35,V32-4,Langseth_Hobart_1976,R24-054256,-42.5834,16.397910960299733,16.397910960299733
-42.4333,10.7417,148.35,V32-4,Langseth_Hobart_1976,R24-054255,-42.5834,16.397910960299733,16.397910960299733
-42.4333,10.7417,148.35,V32-4,Ludwig_Rabinowitz_1975,R24-060599,-42.5834,16.397910960299733,16.397910960299733
-41.35,10.75,141.0,V15-8,Langseth_etal._1966,R24-052990,-42.6,136.55446496886003,136.55446496886003
-41.35,10.75,141.0,V15-8,Ludwig_Rabinowitz_1975,R24-060579,-42.6,136.55446496886003,136.55446496886003
-41.35,10.75,141.0,V15-8,Gerard_etal._1962,R24-037275,-42.6,136.55446496886003,136.55446496886003
-59.9347,10.7533,24.0,CARAM-13,Deville_etal._2006,R24-031009,-42.6066,-1892.962836784443,1892.962836784443
-42.3633,10.7733,177.1,V32-8,Ludwig_Rabinowitz_1975,R24-060602,-42.64660000000001,30.94631192066739,30.94631192066739
-42.3633,10.7733,177.1,V32-8,Langseth_Hobart_1976,R24-054262,-42.64660000000001,30.94631192066739,30.94631192066739
-42.3633,10.7733,177.1,V32-8,Langseth_Hobart_1976,R24-054261,-42.64660000000001,30.94631192066739,30.94631192066739
-42.195,10.7783,134.55,V32-7,Ludwig_Rabinowitz_1975,R24-060601,-42.6566,50.42209788663493,50.42209788663493
-42.195,10.7783,134.55,V32-7,Langseth_Hobart_1976,R24-054259,-42.6566,50.42209788663493,50.42209788663493
-42.195,10.7783,134.55,V32-7,Langseth_Hobart_1976,R24-054260,-42.6566,50.42209788663493,50.42209788663493
-41.2417,10.7917,192.05,RC17-26,Herman_etal._1977,R24-047312,-42.683400000000006,157.47465352580437,157.47465352580437
-41.2417,10.7917,192.05,RC17-26,Langseth_Hobart_1976,R24-054251,-42.683400000000006,157.47465352580437,157.47465352580437
-41.2417,10.7917,192.05,RC17-26,Langseth_Hobart_1976,R24-054252,-42.683400000000006,157.47465352580437,157.47465352580437
-41.2417,10.7917,192.05,RC17-26,Ludwig_Rabinowitz_1975,R24-060570,-42.683400000000006,157.47465352580437,157.47465352580437
-50.9333,10.8,52.0,C13-64,Bookman_etal._1972,R24-022756,-42.7,-899.2857397742987,899.2857397742987
-43.2,10.8,112.0,C08-3,Ludwig_Rabinowitz_1975,R24-060553,-42.7,-54.61271542238827,54.61271542238827
-43.2,10.8,112.0,C08-3,Langseth_etal._1966,R24-052951,-42.7,-54.61271542238827,54.61271542238827
-42.9333,10.8,126.0,VFZ-8,VonHerzen_etal._1970,R24-086494,-42.7,-25.48229301608635,25.48229301608635
-42.9333,10.8,126.0,VFZ-8,Folinsbee_1969,R24-035399,-42.7,-25.48229301608635,25.48229301608635
-42.9333,10.8,126.0,VFZ-8,Ludwig_Rabinowitz_1975,R24-060608,-42.7,-25.48229301608635,25.48229301608635
-43.9467,10.81,147.2,RC17-18,Ludwig_Rabinowitz_1975,R24-060564,-42.77,-128.52128339558215,128.52128339558215
-43.9467,10.81,147.2,RC17-18,Langseth_Hobart_1976,R24-054239,-42.77,-128.52128339558215,128.52128339558215
-43.9467,10.81,147.2,RC17-18,Langseth_Hobart_1976,R24-054240,-42.77,-128.52128339558215,128.52128339558215
-43.9467,10.81,147.2,RC17-18,Herman_etal._1977,R24-047306,-42.77,-128.52128339558215,128.52128339558215
-41.5867,10.825,171.35,RC17-14,Herman_etal._1977,R24-047302,-42.87499999999999,140.70339676186137,140.70339676186137
-41.5867,10.825,171.35,RC17-14,Ludwig_Rabinowitz_1975,R24-060560,-42.87499999999999,140.70339676186137,140.70339676186137
-41.5867,10.825,171.35,RC17-14,Langseth_Hobart_1976,R24-054231,-42.87499999999999,140.70339676186137,140.70339676186137
-41.5867,10.825,171.35,RC17-14,Langseth_Hobart_1976,R24-054232,-42.87499999999999,140.70339676186137,140.70339676186137
-41.1967,10.8283,184.0,RC17-13,Herman_etal._1977,R24-047301,-42.8981,185.81861554759925,185.81861554759925
-41.1967,10.8283,184.0,RC17-13,Ludwig_Rabinowitz_1975,R24-060559,-42.8981,185.81861554759925,185.81861554759925
-41.1967,10.8283,184.0,RC17-13,Langseth_Hobart_1976,R24-054229,-42.8981,185.81861554759925,185.81861554759925
-41.1967,10.8283,184.0,RC17-13,Langseth_Hobart_1976,R24-054230,-42.8981,185.81861554759925,185.81861554759925
-44.1667,10.8333,121.0,VFZ-4,Folinsbee_1969,R24-035396,-42.933099999999996,-134.7255302165739,134.7255302165739
-44.1667,10.8333,121.0,VFZ-4,VonHerzen_etal._1970,R24-086491,-42.933099999999996,-134.7255302165739,134.7255302165739
-44.1667,10.8333,121.0,VFZ-4,Ludwig_Rabinowitz_1975,R24-060606,-42.933099999999996,-134.7255302165739,134.7255302165739
-43.6417,10.8417,147.2,RC17-21,Herman_etal._1977,R24-047309,-42.991899999999994,-70.96481234526595,70.96481234526595
-43.6417,10.8417,147.2,RC17-21,Ludwig_Rabinowitz_1975,R24-060567,-42.991899999999994,-70.96481234526595,70.96481234526595
-43.6417,10.8417,147.2,RC17-21,Langseth_Hobart_1976,R24-054245,-42.991899999999994,-70.96481234526595,70.96481234526595
-43.6417,10.8417,147.2,RC17-21,Langseth_Hobart_1976,R24-054246,-42.991899999999994,-70.96481234526595,70.96481234526595
-42.58,10.8417,299.0,RC17-16,Ludwig_Rabinowitz_1975,R24-060562,-42.991899999999994,44.98369683751072,44.98369683751072
-42.58,10.8417,299.0,RC17-16,Herman_etal._1977,R24-047304,-42.991899999999994,44.98369683751072,44.98369683751072
-42.58,10.8417,299.0,RC17-16,Langseth_Hobart_1976,R24-054235,-42.991899999999994,44.98369683751072,44.98369683751072
-42.58,10.8417,299.0,RC17-16,Langseth_Hobart_1976,R24-054236,-42.991899999999994,44.98369683751072,44.98369683751072
-44.575,10.8433,75.9,RC17-19,Ludwig_Rabinowitz_1975,R24-060565,-43.00309999999999,-171.6666542075726,171.6666542075726
-44.575,10.8433,75.9,RC17-19,Herman_etal._1977,R24-047307,-43.00309999999999,-171.6666542075726,171.6666542075726
-44.575,10.8433,75.9,RC17-19,Langseth_Hobart_1976,R24-054242,-43.00309999999999,-171.6666542075726,171.6666542075726
-44.575,10.8433,75.9,RC17-19,Langseth_Hobart_1976,R24-054241,-43.00309999999999,-171.6666542075726,171.6666542075726
-44.1333,10.85,135.0,SP-3,Folinsbee_1969,R24-035382,-43.05,-118.30416683887599,118.30416683887599
-44.1333,10.85,135.0,SP-3,VonHerzen_etal._1970,R24-086477,-43.05,-118.30416683887599,118.30416683887599
-44.1333,10.85,135.0,SP-3,Ludwig_Rabinowitz_1975,R24-060573,-43.05,-118.30416683887599,118.30416683887599
-43.9233,10.865,141.45,RC17-20,Langseth_Hobart_1976,R24-054244,-43.155,-83.8996837989307,83.8996837989307
-43.9233,10.865,141.45,RC17-20,Langseth_Hobart_1976,R24-054243,-43.155,-83.8996837989307,83.8996837989307
-43.9233,10.865,141.45,RC17-20,Herman_etal._1977,R24-047308,-43.155,-83.8996837989307,83.8996837989307
-43.9233,10.865,141.45,RC17-20,Ludwig_Rabinowitz_1975,R24-060566,-43.155,-83.8996837989307,83.8996837989307
-43.6717,10.8767,133.4,RC17-24,Langseth_Hobart_1976,R24-054249,-43.23689999999999,-47.4790472115873,47.4790472115873
-43.6717,10.8767,133.4,RC17-24,Langseth_Hobart_1976,R24-054250,-43.23689999999999,-47.4790472115873,47.4790472115873
-43.6717,10.8767,133.4,RC17-24,Herman_etal._1977,R24-047311,-43.23689999999999,-47.4790472115873,47.4790472115873
-43.6717,10.8767,133.4,RC17-24,Ludwig_Rabinowitz_1975,R24-060569,-43.23689999999999,-47.4790472115873,47.4790472115873
-43.7167,10.8817,28.0,V22-7,Abbott_2008,R24-001570,-43.2719,-48.570206991199825,48.570206991199825
-43.717,10.883,28.0,V22-7,LDEO_2004,R24-055446,-43.28099999999999,-47.609077957732374,47.609077957732374
-58.875,10.8992,49.0,CARAM-04,Deville_etal._2006,R24-031002,-43.3944,-1690.3142154668635,1690.3142154668635
-58.9036,10.9162,27.0,CARAM-03,Deville_etal._2006,R24-031001,-43.416199999999996,-1690.9600136376432,1690.9600136376432
-44.1333,10.9167,124.0,SP-2,Ludwig_Rabinowitz_1975,R24-060572,-43.4167,-78.24036999811969,78.24036999811969
-44.1333,10.9167,124.0,SP-2,VonHerzen_etal._1970,R24-086476,-43.4167,-78.24036999811969,78.24036999811969
-44.1333,10.9167,124.0,SP-2,Folinsbee_1969,R24-035381,-43.4167,-78.24036999811969,78.24036999811969
-44.01,10.9183,195.5,RC17-22,Langseth_Hobart_1976,R24-054248,-43.4183,-64.6030945658192,64.6030945658192
-44.01,10.9183,195.5,RC17-22,Herman_etal._1977,R24-047310,-43.4183,-64.6030945658192,64.6030945658192
-44.01,10.9183,195.5,RC17-22,Langseth_Hobart_1976,R24-054247,-43.4183,-64.6030945658192,64.6030945658192
-44.01,10.9183,195.5,RC17-22,Ludwig_Rabinowitz_1975,R24-060568,-43.4183,-64.6030945658192,64.6030945658192
-55.06,10.925,62.8,C15-35,Abbott_2008,R24-000432,-43.425,-1270.3059739867595,1270.3059739867595
-55.127,10.935,66.0,V31-27,LDEO_2004,R24-055539,-43.435,-1276.4861936034185,1276.4861936034185
-55.1267,10.935,66.2,V31-27,Abbott_2008,R24-001735,-43.435,-1276.4534407931137,1276.4534407931137
-54.4833,10.9833,49.0,C13-63,Bookman_etal._1972,R24-022755,-43.4833,-1200.7403556211357,1200.7403556211357
-42.8333,11.0833,22.0,SP-5,Folinsbee_1969,R24-035383,-43.5,72.75101921943467,72.75101921943467
-42.8333,11.0833,22.0,SP-5,Ludwig_Rabinowitz_1975,R24-060574,-43.5,72.75101921943467,72.75101921943467
-42.8333,11.0833,22.0,SP-5,VonHerzen_etal._1970,R24-086478,-43.5,72.75101921943467,72.75101921943467
-41.2833,11.1,43.0,SP-8,Ludwig_Rabinowitz_1975,R24-060577,-43.5,241.87486089056196,241.87486089056196
-41.2833,11.1,43.0,SP-8,Folinsbee_1969,R24-035386,-43.5,241.87486089056196,241.87486089056196
-41.2833,11.1,43.0,SP-8,VonHerzen_etal._1970,R24-086481,-43.5,241.87486089056196,241.87486089056196
-58.35,11.15,41.5,C9-38,Abbott_2008,R24-000901,-43.5,-1620.0773029468285,1620.0773029468285
-58.34442291,11.16501245,116.0,C9-37,Schoonmaker_Ladd_1984,R24-077905,-43.5,-1619.385174076235,1619.385174076235
-42.5,11.2817,139.0,V32-5,Abbott_2008,R24-001792,-43.5,109.0464004529517,109.0464004529517
-42.5,11.283,139.0,V32-5,LDEO_2004,R24-055579,-43.5,109.04590685580914,109.04590685580914
-42.505,11.2917,21.0,V32-005,Ludwig_Rabinowitz_1975,R24-060597,-43.5,108.49738909638076,108.49738909638076
-42.0333,11.35,96.0,SP-9,Ludwig_Rabinowitz_1975,R24-060578,-43.5,159.90020839119845,159.90020839119845
-42.0333,11.35,96.0,SP-9,VonHerzen_etal._1970,R24-086482,-43.5,159.90020839119845,159.90020839119845
-42.0333,11.35,96.0,SP-9,Folinsbee_1969,R24-035387,-43.5,159.90020839119845,159.90020839119845
-41.8667,11.35,49.0,VFZ-13,Folinsbee_1969,R24-035391,-43.5,178.0630056353335,178.0630056353335
-41.8667,11.35,49.0,VFZ-13,Ludwig_Rabinowitz_1975,R24-060604,-43.5,178.0630056353335,178.0630056353335
-41.8667,11.35,49.0,VFZ-13,VonHerzen_etal._1970,R24-086486,-43.5,178.0630056353335,178.0630056353335
-50.8167,11.3833,30.0,C13-65,Bookman_etal._1972,R24-022757,-43.5,-797.5763071967019,797.5763071967019
-45.15,11.5,29.33,V25-040,Langseth_etal._1972,R24-053352,-43.5,-179.78850042501654,179.78850042501654
-45.15,11.5,29.33,V25-040,Herman_etal._1977,R24-047371,-43.5,-179.78850042501654,179.78850042501654
-42.7167,11.5333,55.0,VFZ-14,Ludwig_Rabinowitz_1975,R24-060605,-43.666500000000006,103.48054358377863,103.48054358377863
-42.7167,11.5333,55.0,VFZ-14,VonHerzen_etal._1970,R24-086487,-43.666500000000006,103.48054358377863,103.48054358377863
-42.7167,11.5333,55.0,VFZ-14,Folinsbee_1969,R24-035392,-43.666500000000006,103.48054358377863,103.48054358377863
-42.63333333,11.55,87.152,V25-041,Langseth_etal._1972,R24-053353,-43.75000000000001,121.65339690563307,121.65339690563307
-42.63333333,11.55,87.152,V25-041,Herman_etal._1977,R24-047372,-43.75000000000001,121.65339690563307,121.65339690563307
-45.55,11.5667,96.0,LSDA-132,Vacquier_VonHerzen_1964,R24-085049,-43.83350000000001,-186.99009672751637,186.99009672751637
-44.8,11.5667,35.0,LSDA-131,Vacquier_VonHerzen_1964,R24-085048,-43.83350000000001,-105.28746197911082,105.28746197911082
-52.17,11.5717,47.7,C16-32,Abbott_2008,R24-000473,-43.8585,-905.4124235330586,905.4124235330586
-44.05,11.5833,101.0,LSDA-130,Vacquier_VonHerzen_1964,R24-085047,-43.9165,-14.542206022195849,14.542206022195849
-44.05,11.5833,101.0,LSDA-130,Ludwig_Rabinowitz_1975,R24-060557,-43.9165,-14.542206022195849,14.542206022195849
-47.28333333,11.63333333,62.431,V25-039,Langseth_etal._1972,R24-053351,-44.0,-357.59060275977083,357.59060275977083
-47.28333333,11.63333333,62.431,V25-039,Herman_etal._1977,R24-047370,-44.0,-357.59060275977083,357.59060275977083
-50.8,11.65,36.0,C13-66,Bookman_etal._1972,R24-022758,-44.0,-740.5493530216465,740.5493530216465
-50.822,11.6717,74.0,C16-33,LDEO_2004,R24-055162,-44.0,-742.8871796508341,742.8871796508341
-50.8217,11.6717,74.0,C16-33,Abbott_2008,R24-000474,-44.0,-742.8545109094244,742.8545109094244
-45.2667,11.75,59.0,SP-11,VonHerzen_etal._1970,R24-086472,-44.0,-137.89924649507995,137.89924649507995
-45.2667,11.75,59.0,SP-11,Folinsbee_1969,R24-035377,-44.0,-137.89924649507995,137.89924649507995
-48.4167,11.9,67.0,VFZ-17,VonHerzen_etal._1970,R24-086489,-44.0,-480.5603976531189,480.5603976531189
-48.4167,11.9,67.0,VFZ-17,Folinsbee_1969,R24-035394,-44.0,-480.5603976531189,480.5603976531189
-46.1667,11.95,28.0,VFZ-16,VonHerzen_etal._1970,R24-086488,-43.75000000000001,-262.9013280624509,262.9013280624509
-46.1667,11.95,28.0,VFZ-16,Folinsbee_1969,R24-035393,-43.75000000000001,-262.9013280624509,262.9013280624509
-47.0667,11.9667,172.0,SP-12,Folinsbee_1969,R24-035378,-43.666500000000006,-369.86879368408046,369.86879368408046
-47.0667,11.9667,172.0,SP-12,VonHerzen_etal._1970,R24-086473,-43.666500000000006,-369.86879368408046,369.86879368408046
-32.4167,11.9833,40.0,V20-216,Langseth_etal._1966,R24-053096,-43.5835,1214.6335645107483,1214.6335645107483
-57.95,12.0333,68.0,CH-75-42,Folinsbee_1969,R24-035375,-43.6332,-1556.975874789577,1556.975874789577
-57.95,12.0333,68.0,CH-75-42,VonHerzen_etal._1970,R24-086470,-43.6332,-1556.975874789577,1556.975874789577
-48.88333333,12.11666667,52.794,V25-038,Herman_etal._1977,R24-047369,-43.91666667,-539.9651830268837,539.9651830268837
-48.88333333,12.11666667,52.794,V25-038,Langseth_etal._1972,R24-053350,-43.91666667,-539.9651830268837,539.9651830268837
-55.6833,12.15,69.0,CH-75-40,VonHerzen_etal._1970,R24-086469,-43.95,-1275.4592841283,1275.4592841283
-55.6833,12.15,69.0,CH-75-40,Folinsbee_1969,R24-035374,-43.95,-1275.4592841283,1275.4592841283
-57.4617,12.2233,77.9,C16-26,Abbott_2008,R24-000471,-44.0,-1462.9394180423371,1462.9394180423371
-57.46503506,12.2468493,58.6,C16-25,Schoonmaker_Ladd_1984,R24-077903,-44.0,-1463.1714383453173,1463.1714383453173
-54.25,12.25,56.0,CH-75-39,VonHerzen_etal._1970,R24-086468,-44.0,-1113.797932051955,1113.797932051955
-54.25,12.25,56.0,CH-75-39,Folinsbee_1969,R24-035373,-44.0,-1113.797932051955,1113.797932051955
-46.2167,12.2833,19.0,LSDA-133,Vacquier_VonHerzen_1964,R24-085050,-44.0,-240.8433075258262,240.8433075258262
-57.5,12.305,57.0,HF5B,Blackwell_Richards_2004,R24-018913,-44.01,-1465.5605483645509,1465.5605483645509
-57.5,12.305,66.0,HF5A,Blackwell_Richards_2004,R24-018912,-44.01,-1465.5605483645509,1465.5605483645509
-57.5007,12.3057,66.0,HF5A,Foucher_etal._1990,R24-035506,-44.0114,-1465.4805944955372,1465.4805944955372
-57.5,12.3067,53.0,HF5C,Blackwell_Richards_2004,R24-018914,-44.0134,-1465.1816873261266,1465.1816873261266
-57.4852,12.3076,52.0,HF5H,Foucher_etal._1990,R24-035508,-44.0152,-1463.373251542615,1463.373251542615
-57.4835,12.3082,51.0,HF5I,Foucher_etal._1990,R24-035509,-44.0164,-1463.054854416458,1463.054854416458
-57.51,12.3083,60.0,HF6A,Blackwell_Richards_2004,R24-018932,-44.0166,-1465.9115069212514,1465.9115069212514
-57.49,12.3083,52.0,HF5G,Blackwell_Richards_2004,R24-018918,-44.0166,-1463.7387239207908,1463.7387239207908
-57.49,12.3083,54.0,HF5F,Blackwell_Richards_2004,R24-018917,-44.0166,-1463.7387239207908,1463.7387239207908
-57.49,12.3083,55.0,HF5E,Blackwell_Richards_2004,R24-018916,-44.0166,-1463.7387239207908,1463.7387239207908
-57.49,12.3083,53.0,HF5D,Blackwell_Richards_2004,R24-018915,-44.0166,-1463.7387239207908,1463.7387239207908
-57.48,12.3083,68.0,HF5M,Blackwell_Richards_2004,R24-018923,-44.0166,-1462.6523324205593,1462.6523324205593
-57.48,12.3083,51.0,HF5I,Blackwell_Richards_2004,R24-018919,-44.0166,-1462.6523324205593,1462.6523324205593
-57.48,12.3083,71.0,HF5K,Blackwell_Richards_2004,R24-018921,-44.0166,-1462.6523324205593,1462.6523324205593
-57.48,12.3083,67.0,HF5L,Blackwell_Richards_2004,R24-018922,-44.0166,-1462.6523324205593,1462.6523324205593
-57.48,12.3083,58.0,HF5J,Blackwell_Richards_2004,R24-018920,-44.0166,-1462.6523324205593,1462.6523324205593
-57.47,12.3083,72.0,HF5O,Blackwell_Richards_2004,R24-018925,-44.0166,-1461.565940920329,1461.565940920329
-57.47,12.3083,66.0,HF5N,Blackwell_Richards_2004,R24-018924,-44.0166,-1461.565940920329,1461.565940920329
-57.4917,12.3086,55.0,HF5E,Foucher_etal._1990,R24-035507,-44.0172,-1463.8565546181949,1463.8565546181949
-57.4744,12.3087,66.0,HF5N,Foucher_etal._1990,R24-035511,-44.0174,-1461.9548149239931,1461.9548149239931
-57.4719,12.3088,72.0,HF5O,Foucher_etal._1990,R24-035512,-44.0176,-1461.6609330322076,1461.6609330322076
-57.4818,12.309,58.0,HF5J,Foucher_etal._1990,R24-035510,-44.018,-1462.691888925776,1462.691888925776
-57.4621,12.3096,51.0,HF5T,Foucher_etal._1990,R24-035513,-44.0192,-1460.4179996248438,1460.4179996248438
-57.47,12.31,48.0,HF5R,Blackwell_Richards_2004,R24-018928,-44.02,-1461.1871077618193,1461.1871077618193
-57.47,12.31,52.0,HF5Q,Blackwell_Richards_2004,R24-018927,-44.02,-1461.1871077618193,1461.1871077618193
-57.47,12.31,63.0,HF5P,Blackwell_Richards_2004,R24-018926,-44.02,-1461.1871077618193,1461.1871077618193
-57.46,12.31,51.0,HF5T,Blackwell_Richards_2004,R24-018929,-44.02,-1460.1007232950822,1460.1007232950822
-57.4541,12.3111,46.0,HF5U,Foucher_etal._1990,R24-035514,-44.0222,-1459.2146382221424,1459.2146382221424
-57.45,12.3117,46.0,HF5U,Blackwell_Richards_2004,R24-018930,-44.0234,-1458.6355232354886,1458.6355232354886
-57.5167,12.4,118.0,V24-212,Langseth_etal._1971,R24-053258,-44.2,-1446.2079219942138,1446.2079219942138
-27.7833,12.7833,53.0,V19-175,Langseth_etal._1966,R24-053064,-44.5833,1821.7736583299172,1821.7736583299172
-44.7667,12.95,97.0,CH-75-30,VonHerzen_etal._1970,R24-086463,-44.6,-18.064756634545166,18.064756634545166
-44.7667,12.95,97.0,CH-75-30,Folinsbee_1969,R24-035368,-44.6,-18.064756634545166,18.064756634545166
-45.9667,13.0,16.0,CH-75-31,Folinsbee_1969,R24-035369,-44.6,-148.07521995283074,148.07521995283074
