lon,lat,depth_m,source
-39.3,25.0,-4679.36,ETOPO_2022_v1_15s_bed_elev
-39.2,25.0,-4758.49,ETOPO_2022_v1_15s_bed_elev
-39.1,25.0,-4742.53,ETOPO_2022_v1_15s_bed_elev
-39.0,25.0,-4586.78,ETOPO_2022_v1_15s_bed_elev
-38.9,25.0,-4858.68,ETOPO_2022_v1_15s_bed_elev
-38.8,25.0,-5090.31,ETOPO_2022_v1_15s_bed_elev
-38.7,25.0,-5080.41,ETOPO_2022_v1_15s_bed_elev
-38.6,25.0,-4776.1,ETOPO_2022_v1_15s_bed_elev
-38.5,25.0,-4584.98,ETOPO_2022_v1_15s_bed_elev
-38.4,25.0,-4914.99,ETOPO_2022_v1_15s_bed_elev
-38.3,25.0,-5076.23,ETOPO_2022_v1_15s_bed_elev
-38.2,25.0,-5068.06,ETOPO_2022_v1_15s_bed_elev
-38.1,25.0,-4915.82,ETOPO_2022_v1_15s_bed_elev
-38.0,25.0,-5062.93,ETOPO_2022_v1_15s_bed_elev
-37.9,25.0,-5034.19,ETOPO_2022_v1_15s_bed_elev
-37.8,25.0,-5233.82,ETOPO_2022_v1_15s_bed_elev
-37.7,25.0,-5531.46,ETOPO_2022_v1_15s_bed_elev
-37.6,25.0,-5641.61,ETOPO_2022_v1_15s_bed_elev
-37.5,25.0,-5341.38,ETOPO_2022_v1_15s_bed_elev
-37.4,25.0,-5403.33,ETOPO_2022_v1_15s_bed_elev
-37.3,25.0,-5568.05,ETOPO_2022_v1_15s_bed_elev
-37.2,25.0,-5535.71,ETOPO_2022_v1_15s_bed_elev
-37.1,25.0,-5355.41,ETOPO_2022_v1_15s_bed_elev
-37.0,25.0,-5294.48,ETOPO_2022_v1_15s_bed_elev
-36.9,25.0,-4980.48,ETOPO_2022_v1_15s_bed_elev
-36.8,25.0,-5166.38,ETOPO_2022_v1_15s_bed_elev
-36.7,25.0,-5022.08,ETOPO_2022_v1_15s_bed_elev
-36.6,25.0,-5285.0,ETOPO_2022_v1_15s_bed_elev
-36.5,25.0,-5298.41,ETOPO_2022_v1_15s_bed_elev
-36.4,25.0,-5287.66,ETOPO_2022_v1_15s_bed_elev
-36.3,25.0,-5279.94,ETOPO_2022_v1_15s_bed_elev
-36.2,25.0,-5198.83,ETOPO_2022_v1_15s_bed_elev
-36.1,25.0,-5597.11,ETOPO_2022_v1_15s_bed_elev
-36.0,25.0,-5663.92,ETOPO_2022_v1_15s_bed_elev
-35.9,25.0,-5492.09,ETOPO_2022_v1_15s_bed_elev
-35.8,25.0,-5926.26,ETOPO_2022_v1_15s_bed_elev
-35.7,25.0,-5799.69,ETOPO_2022_v1_15s_bed_elev
-35.6,25.0,-5919.44,ETOPO_2022_v1_15s_bed_elev
-35.5,25.0,-5718.39,ETOPO_2022_v1_15s_bed_elev
-35.4,25.0,-5712.98,ETOPO_2022_v1_15s_bed_elev
-35.3,25.0,-5757.94,ETOPO_2022_v1_15s_bed_elev
-35.2,25.0,-5677.97,ETOPO_2022_v1_15s_bed_elev
-35.1,25.0,-5681.8,ETOPO_2022_v1_15s_bed_elev
-35.0,25.0,-5539.98,ETOPO_2022_v1_15s_bed_elev
-51.0,25.1,-5103.31,ETOPO_2022_v1_15s_bed_elev
-50.9,25.1,-4611.03,ETOPO_2022_v1_15s_bed_elev
-50.8,25.1,-4516.49,ETOPO_2022_v1_15s_bed_elev
-50.7,25.1,-4759.94,ETOPO_2022_v1_15s_bed_elev
-50.6,25.1,-4466.03,ETOPO_2022_v1_15s_bed_elev
-50.5,25.1,-4496.3,ETOPO_2022_v1_15s_bed_elev
-50.4,25.1,-4422.97,ETOPO_2022_v1_15s_bed_elev
-50.3,25.1,-4692.86,ETOPO_2022_v1_15s_bed_elev
-50.2,25.1,-5056.24,ETOPO_2022_v1_15s_bed_elev
-50.1,25.1,-5298.24,ETOPO_2022_v1_15s_bed_elev
-50.0,25.1,-5059.56,ETOPO_2022_v1_15s_bed_elev
-49.9,25.1,-4829.13,ETOPO_2022_v1_15s_bed_elev
-49.8,25.1,-4412.56,ETOPO_2022_v1_15s_bed_elev
-49.7,25.1,-4234.35,ETOPO_2022_v1_15s_bed_elev
-49.6,25.1,-4683.97,ETOPO_2022_v1_15s_bed_elev
-49.5,25.1,-4661.05,ETOPO_2022_v1_15s_bed_elev
-49.4,25.1,-4709.35,ETOPO_2022_v1_15s_bed_elev
-49.3,25.1,-4783.63,ETOPO_2022_v1_15s_bed_elev
-49.2,25.1,-4589.47,ETOPO_2022_v1_15s_bed_elev
-49.1,25.1,-4592.11,ETOPO_2022_v1_15s_bed_elev
-49.0,25.1,-4182.69,ETOPO_2022_v1_15s_bed_elev
-48.9,25.1,-4046.47,ETOPO_2022_v1_15s_bed_elev
-48.8,25.1,-4047.85,ETOPO_2022_v1_15s_bed_elev
-48.7,25.1,-3962.82,ETOPO_2022_v1_15s_bed_elev
-48.6,25.1,-4211.44,ETOPO_2022_v1_15s_bed_elev
-48.5,25.1,-4309.51,ETOPO_2022_v1_15s_bed_elev
-48.4,25.1,-3746.3,ETOPO_2022_v1_15s_bed_elev
-48.3,25.1,-3776.32,ETOPO_2022_v1_15s_bed_elev
-48.2,25.1,-3932.28,ETOPO_2022_v1_15s_bed_elev
-48.1,25.1,-4073.15,ETOPO_2022_v1_15s_bed_elev
-48.0,25.1,-4256.44,ETOPO_2022_v1_15s_bed_elev
-47.9,25.1,-4463.83,ETOPO_2022_v1_15s_bed_elev
-47.8,25.1,-3905.1,ETOPO_2022_v1_15s_bed_elev
-47.7,25.1,-3901.15,ETOPO_2022_v1_15s_bed_elev
-47.6,25.1,-3906.4,ETOPO_2022_v1_15s_bed_elev
-47.5,25.1,-3742.89,ETOPO_2022_v1_15s_bed_elev
-47.4,25.1,-3744.65,ETOPO_2022_v1_15s_bed_elev
-47.3,25.1,-3704.11,ETOPO_2022_v1_15s_bed_elev
-47.2,25.1,-3681.79,ETOPO_2022_v1_15s_bed_elev
-47.1,25.1,-3956.31,ETOPO_2022_v1_15s_bed_elev
-47.0,25.1,-3741.93,ETOPO_2022_v1_15s_bed_elev
-46.9,25.1,-3449.38,ETOPO_2022_v1_15s_bed_elev
-46.8,25.1,-3492.0,ETOPO_2022_v1_15s_bed_elev
-46.7,25.1,-3183.16,ETOPO_2022_v1_15s_bed_elev
-46.6,25.1,-3147.49,ETOPO_2022_v1_15s_bed_elev
-46.5,25.1,-3035.48,ETOPO_2022_v1_15s_bed_elev
-46.4,25.1,-3363.96,ETOPO_2022_v1_15s_bed_elev
-46.3,25.1,-2724.76,ETOPO_2022_v1_15s_bed_elev
-46.2,25.1,-3139.36,ETOPO_2022_v1_15s_bed_elev
-46.1,25.1,-3404.92,ETOPO_2022_v1_15s_bed_elev
-46.0,25.1,-3030.41,ETOPO_2022_v1_15s_bed_elev
-45.9,25.1,-2553.55,ETOPO_2022_v1_15s_bed_elev
-45.8,25.1,-2072.55,ETOPO_2022_v1_15s_bed_elev
-45.7,25.1,-1699.54,ETOPO_2022_v1_15s_bed_elev
-45.6,25.1,-2556.02,ETOPO_2022_v1_15s_bed_elev
-45.5,25.1,-3129.51,ETOPO_2022_v1_15s_bed_elev
-45.4,25.1,-3048.69,ETOPO_2022_v1_15s_bed_elev
-45.3,25.1,-2700.71,ETOPO_2022_v1_15s_bed_elev
-45.2,25.1,-2594.18,ETOPO_2022_v1_15s_bed_elev
-45.1,25.1,-2617.02,ETOPO_2022_v1_15s_bed_elev
-45.0,25.1,-2875.6,ETOPO_2022_v1_15s_bed_elev
-44.9,25.1,-3207.37,ETOPO_2022_v1_15s_bed_elev
-44.8,25.1,-3007.67,ETOPO_2022_v1_15s_bed_elev
-44.7,25.1,-2846.92,ETOPO_2022_v1_15s_bed_elev
-44.6,25.1,-3247.91,ETOPO_2022_v1_15s_bed_elev
-44.5,25.1,-3058.0,ETOPO_2022_v1_15s_bed_elev
-44.4,25.1,-3136.1,ETOPO_2022_v1_15s_bed_elev
-44.3,25.1,-3563.28,ETOPO_2022_v1_15s_bed_elev
-44.2,25.1,-3727.57,ETOPO_2022_v1_15s_bed_elev
-44.1,25.1,-4341.59,ETOPO_2022_v1_15s_bed_elev
-44.0,25.1,-4469.54,ETOPO_2022_v1_15s_bed_elev
-43.9,25.1,-4697.27,ETOPO_2022_v1_15s_bed_elev
-43.8,25.1,-4622.57,ETOPO_2022_v1_15s_bed_elev
-43.7,25.1,-4367.88,ETOPO_2022_v1_15s_bed_elev
-43.6,25.1,-4221.02,ETOPO_2022_v1_15s_bed_elev
-43.5,25.1,-4090.95,ETOPO_2022_v1_15s_bed_elev
-43.4,25.1,-4016.93,ETOPO_2022_v1_15s_bed_elev
-43.3,25.1,-3356.31,ETOPO_2022_v1_15s_bed_elev
-43.2,25.1,-3437.19,ETOPO_2022_v1_15s_bed_elev
-43.1,25.1,-3741.89,ETOPO_2022_v1_15s_bed_elev
-43.0,25.1,-3843.64,ETOPO_2022_v1_15s_bed_elev
-42.9,25.1,-4081.36,ETOPO_2022_v1_15s_bed_elev
-42.8,25.1,-3938.72,ETOPO_2022_v1_15s_bed_elev
-42.7,25.1,-3457.12,ETOPO_2022_v1_15s_bed_elev
-42.6,25.1,-3946.12,ETOPO_2022_v1_15s_bed_elev
-42.5,25.1,-3797.34,ETOPO_2022_v1_15s_bed_elev
-42.4,25.1,-4199.89,ETOPO_2022_v1_15s_bed_elev
-42.3,25.1,-4296.37,ETOPO_2022_v1_15s_bed_elev
-42.2,25.1,-4118.56,ETOPO_2022_v1_15s_bed_elev
-42.1,25.1,-4108.51,ETOPO_2022_v1_15s_bed_elev
-42.0,25.1,-4017.56,ETOPO_2022_v1_15s_bed_elev
-41.9,25.1,-4196.67,ETOPO_2022_v1_15s_bed_elev
-41.8,25.1,-4533.69,ETOPO_2022_v1_15s_bed_elev
-41.7,25.1,-4405.55,ETOPO_2022_v1_15s_bed_elev
-41.6,25.1,-4707.16,ETOPO_2022_v1_15s_bed_elev
-41.5,25.1,-4263.0,ETOPO_2022_v1_15s_bed_elev
-41.4,25.1,-4602.88,ETOPO_2022_v1_15s_bed_elev
-41.3,25.1,-5012.13,ETOPO_2022_v1_15s_bed_elev
-41.2,25.1,-4714.24,ETOPO_2022_v1_15s_bed_elev
-41.1,25.1,-4835.81,ETOPO_2022_v1_15s_bed_elev
-41.0,25.1,-4572.42,ETOPO_2022_v1_15s_bed_elev
-40.9,25.1,-4861.46,ETOPO_2022_v1_15s_bed_elev
-40.8,25.1,-4672.27,ETOPO_2022_v1_15s_bed_elev
-40.7,25.1,-4465.96,ETOPO_2022_v1_15s_bed_elev
-40.6,25.1,-4579.78,ETOPO_2022_v1_15s_bed_elev
-40.5,25.1,-4868.85,ETOPO_2022_v1_15s_bed_elev
-40.4,25.1,-4652.67,ETOPO_2022_v1_15s_bed_elev
-40.3,25.1,-4635.67,ETOPO_2022_v1_15s_bed_elev
-40.2,25.1,-4854.85,ETOPO_2022_v1_15s_bed_elev
-40.1,25.1,-4987.34,ETOPO_2022_v1_15s_bed_elev
-40.0,25.1,-4792.72,ETOPO_2022_v1_15s_bed_elev
-39.9,25.1,-4425.62,ETOPO_2022_v1_15s_bed_elev
-39.8,25.1,-4575.57,ETOPO_2022_v1_15s_bed_elev
-39.7,25.1,-4617.54,ETOPO_2022_v1_15s_bed_elev
-39.6,25.1,-4622.65,ETOPO_2022_v1_15s_bed_elev
-39.5,25.1,-4903.61,ETOPO_2022_v1_15s_bed_elev
-39.4,25.1,-4755.18,ETOPO_2022_v1_15s_bed_elev
-39.3,25.1,-4925.3,ETOPO_2022_v1_15s_bed_elev
-39.2,25.1,-4882.06,ETOPO_2022_v1_15s_bed_elev
-39.1,25.1,-5129.69,ETOPO_2022_v1_15s_bed_elev
-39.0,25.1,-4713.92,ETOPO_2022_v1_15s_bed_elev
-38.9,25.1,-4696.33,ETOPO_2022_v1_15s_bed_elev
-38.8,25.1,-5038.67,ETOPO_2022_v1_15s_bed_elev
-38.7,25.1,-5172.08,ETOPO_2022_v1_15s_bed_elev
-38.6,25.1,-4919.77,ETOPO_2022_v1_15s_bed_elev
-38.5,25.1,-4995.69,ETOPO_2022_v1_15s_bed_elev
-38.4,25.1,-4970.38,ETOPO_2022_v1_15s_bed_elev
-38.3,25.1,-5283.54,ETOPO_2022_v1_15s_bed_elev
-38.2,25.1,-5052.11,ETOPO_2022_v1_15s_bed_elev
-38.1,25.1,-4661.02,ETOPO_2022_v1_15s_bed_elev
-38.0,25.1,-5123.37,ETOPO_2022_v1_15s_bed_elev
-37.9,25.1,-5101.11,ETOPO_2022_v1_15s_bed_elev
-37.8,25.1,-4970.04,ETOPO_2022_v1_15s_bed_elev
-37.7,25.1,-5365.21,ETOPO_2022_v1_15s_bed_elev
-37.6,25.1,-5225.65,ETOPO_2022_v1_15s_bed_elev
-37.5,25.1,-5342.5,ETOPO_2022_v1_15s_bed_elev
-37.4,25.1,-5409.12,ETOPO_2022_v1_15s_bed_elev
-37.3,25.1,-5405.95,ETOPO_2022_v1_15s_bed_elev
-37.2,25.1,-5370.42,ETOPO_2022_v1_15s_bed_elev
-37.1,25.1,-5504.5,ETOPO_2022_v1_15s_bed_elev
-37.0,25.1,-5621.96,ETOPO_2022_v1_15s_bed_elev
-36.9,25.1,-5648.67,ETOPO_2022_v1_15s_bed_elev
-36.8,25.1,-5698.91,ETOPO_2022_v1_15s_bed_elev
-36.7,25.1,-5011.26,ETOPO_2022_v1_15s_bed_elev
-36.6,25.1,-5567.91,ETOPO_2022_v1_15s_bed_elev
-36.5,25.1,-5466.24,ETOPO_2022_v1_15s_bed_elev
-36.4,25.1,-5469.04,ETOPO_2022_v1_15s_bed_elev
-36.3,25.1,-5740.26,ETOPO_2022_v1_15s_bed_elev
-36.2,25.1,-5444.97,ETOPO_2022_v1_15s_bed_elev
-36.1,25.1,-5495.72,ETOPO_2022_v1_15s_bed_elev
-36.0,25.1,-5524.22,ETOPO_2022_v1_15s_bed_elev
-35.9,25.1,-5596.34,ETOPO_2022_v1_15s_bed_elev
-35.8,25.1,-5427.89,ETOPO_2022_v1_15s_bed_elev
-35.7,25.1,-5197.26,ETOPO_2022_v1_15s_bed_elev
-35.6,25.1,-5538.34,ETOPO_2022_v1_15s_bed_elev
-35.5,25.1,-5947.01,ETOPO_2022_v1_15s_bed_elev
-35.4,25.1,-6148.69,ETOPO_2022_v1_15s_bed_elev
-35.3,25.1,-6055.35,ETOPO_2022_v1_15s_bed_elev
-35.2,25.1,-5630.0,ETOPO_2022_v1_15s_bed_elev
-35.1,25.1,-5629.32,ETOPO_2022_v1_15s_bed_elev
-35.0,25.1,-5808.4,ETOPO_2022_v1_15s_bed_elev
-51.0,25.2,-5065.78,ETOPO_2022_v1_15s_bed_elev
-50.9,25.2,-4498.46,ETOPO_2022_v1_15s_bed_elev
-50.8,25.2,-4500.96,ETOPO_2022_v1_15s_bed_elev
-50.7,25.2,-4721.41,ETOPO_2022_v1_15s_bed_elev
-50.6,25.2,-4579.34,ETOPO_2022_v1_15s_bed_elev
-50.5,25.2,-4471.04,ETOPO_2022_v1_15s_bed_elev
-50.4,25.2,-4459.0,ETOPO_2022_v1_15s_bed_elev
-50.3,25.2,-4927.81,ETOPO_2022_v1_15s_bed_elev
-50.2,25.2,-5065.66,ETOPO_2022_v1_15s_bed_elev
-50.1,25.2,-4809.95,ETOPO_2022_v1_15s_bed_elev
-50.0,25.2,-4950.34,ETOPO_2022_v1_15s_bed_elev
-49.9,25.2,-4918.51,ETOPO_2022_v1_15s_bed_elev
-49.8,25.2,-4784.6,ETOPO_2022_v1_15s_bed_elev
-49.7,25.2,-4580.04,ETOPO_2022_v1_15s_bed_elev
-49.6,25.2,-4612.75,ETOPO_2022_v1_15s_bed_elev
-49.5,25.2,-4720.92,ETOPO_2022_v1_15s_bed_elev
-49.4,25.2,-4761.86,ETOPO_2022_v1_15s_bed_elev
-49.3,25.2,-4720.19,ETOPO_2022_v1_15s_bed_elev
-49.2,25.2,-4342.81,ETOPO_2022_v1_15s_bed_elev
-49.1,25.2,-4279.76,ETOPO_2022_v1_15s_bed_elev
-49.0,25.2,-4323.55,ETOPO_2022_v1_15s_bed_elev
-48.9,25.2,-4586.69,ETOPO_2022_v1_15s_bed_elev
-48.8,25.2,-4576.55,ETOPO_2022_v1_15s_bed_elev
-48.7,25.2,-4342.79,ETOPO_2022_v1_15s_bed_elev
-48.6,25.2,-4499.09,ETOPO_2022_v1_15s_bed_elev
-48.5,25.2,-4231.8,ETOPO_2022_v1_15s_bed_elev
-48.4,25.2,-4060.02,ETOPO_2022_v1_15s_bed_elev
-48.3,25.2,-3913.39,ETOPO_2022_v1_15s_bed_elev
-48.2,25.2,-4205.13,ETOPO_2022_v1_15s_bed_elev
-48.1,25.2,-4058.84,ETOPO_2022_v1_15s_bed_elev
-48.0,25.2,-3948.47,ETOPO_2022_v1_15s_bed_elev
-47.9,25.2,-3856.64,ETOPO_2022_v1_15s_bed_elev
-47.8,25.2,-3904.1,ETOPO_2022_v1_15s_bed_elev
-47.7,25.2,-4004.74,ETOPO_2022_v1_15s_bed_elev
-47.6,25.2,-4017.51,ETOPO_2022_v1_15s_bed_elev
-47.5,25.2,-3846.21,ETOPO_2022_v1_15s_bed_elev
-47.4,25.2,-3920.3,ETOPO_2022_v1_15s_bed_elev
-47.3,25.2,-3940.11,ETOPO_2022_v1_15s_bed_elev
-47.2,25.2,-3714.56,ETOPO_2022_v1_15s_bed_elev
-47.1,25.2,-3873.54,ETOPO_2022_v1_15s_bed_elev
-47.0,25.2,-3657.41,ETOPO_2022_v1_15s_bed_elev
-46.9,25.2,-3840.61,ETOPO_2022_v1_15s_bed_elev
-46.8,25.2,-3666.74,ETOPO_2022_v1_15s_bed_elev
-46.7,25.2,-3642.85,ETOPO_2022_v1_15s_bed_elev
-46.6,25.2,-3664.51,ETOPO_2022_v1_15s_bed_elev
-46.5,25.2,-3316.05,ETOPO_2022_v1_15s_bed_elev
-46.4,25.2,-3583.15,ETOPO_2022_v1_15s_bed_elev
-46.3,25.2,-3325.8,ETOPO_2022_v1_15s_bed_elev
-46.2,25.2,-3285.01,ETOPO_2022_v1_15s_bed_elev
-46.1,25.2,-3614.57,ETOPO_2022_v1_15s_bed_elev
-46.0,25.2,-2997.23,ETOPO_2022_v1_15s_bed_elev
-45.9,25.2,-2855.36,ETOPO_2022_v1_15s_bed_elev
-45.8,25.2,-2323.67,ETOPO_2022_v1_15s_bed_elev
-45.7,25.2,-1874.95,ETOPO_2022_v1_15s_bed_elev
-45.6,25.2,-2484.87,ETOPO_2022_v1_15s_bed_elev
-45.5,25.2,-3116.56,ETOPO_2022_v1_15s_bed_elev
-45.4,25.2,-3212.65,ETOPO_2022_v1_15s_bed_elev
-45.3,25.2,-2566.58,ETOPO_2022_v1_15s_bed_elev
-45.2,25.2,-2524.86,ETOPO_2022_v1_15s_bed_elev
-45.1,25.2,-2438.75,ETOPO_2022_v1_15s_bed_elev
-45.0,25.2,-2661.98,ETOPO_2022_v1_15s_bed_elev
-44.9,25.2,-2575.25,ETOPO_2022_v1_15s_bed_elev
-44.8,25.2,-3230.94,ETOPO_2022_v1_15s_bed_elev
-44.7,25.2,-2956.28,ETOPO_2022_v1_15s_bed_elev
-44.6,25.2,-3480.05,ETOPO_2022_v1_15s_bed_elev
-44.5,25.2,-3570.77,ETOPO_2022_v1_15s_bed_elev
-44.4,25.2,-3756.87,ETOPO_2022_v1_15s_bed_elev
-44.3,25.2,-3886.24,ETOPO_2022_v1_15s_bed_elev
-44.2,25.2,-4245.52,ETOPO_2022_v1_15s_bed_elev
-44.1,25.2,-4327.94,ETOPO_2022_v1_15s_bed_elev
-44.0,25.2,-4393.37,ETOPO_2022_v1_15s_bed_elev
-43.9,25.2,-4257.33,ETOPO_2022_v1_15s_bed_elev
-43.8,25.2,-4213.35,ETOPO_2022_v1_15s_bed_elev
-43.7,25.2,-4083.87,ETOPO_2022_v1_15s_bed_elev
-43.6,25.2,-3715.71,ETOPO_2022_v1_15s_bed_elev
-43.5,25.2,-3822.62,ETOPO_2022_v1_15s_bed_elev
-43.4,25.2,-3874.74,ETOPO_2022_v1_15s_bed_elev
-43.3,25.2,-3833.98,ETOPO_2022_v1_15s_bed_elev
-43.2,25.2,-3527.43,ETOPO_2022_v1_15s_bed_elev
-43.1,25.2,-3610.76,ETOPO_2022_v1_15s_bed_elev
-43.0,25.2,-3593.32,ETOPO_2022_v1_15s_bed_elev
-42.9,25.2,-3988.4,ETOPO_2022_v1_15s_bed_elev
-42.8,25.2,-3967.24,ETOPO_2022_v1_15s_bed_elev
-42.7,25.2,-3688.72,ETOPO_2022_v1_15s_bed_elev
-42.6,25.2,-3866.75,ETOPO_2022_v1_15s_bed_elev
-42.5,25.2,-3749.75,ETOPO_2022_v1_15s_bed_elev
-42.4,25.2,-3974.95,ETOPO_2022_v1_15s_bed_elev
-42.3,25.2,-3988.27,ETOPO_2022_v1_15s_bed_elev
-42.2,25.2,-4324.51,ETOPO_2022_v1_15s_bed_elev
-42.1,25.2,-4290.05,ETOPO_2022_v1_15s_bed_elev
-42.0,25.2,-4136.46,ETOPO_2022_v1_15s_bed_elev
-41.9,25.2,-4307.68,ETOPO_2022_v1_15s_bed_elev
-41.8,25.2,-4357.16,ETOPO_2022_v1_15s_bed_elev
-41.7,25.2,-4265.7,ETOPO_2022_v1_15s_bed_elev
-41.6,25.2,-4526.81,ETOPO_2022_v1_15s_bed_elev
-41.5,25.2,-4580.62,ETOPO_2022_v1_15s_bed_elev
-41.4,25.2,-4224.3,ETOPO_2022_v1_15s_bed_elev
-41.3,25.2,-4564.02,ETOPO_2022_v1_15s_bed_elev
-41.2,25.2,-4470.36,ETOPO_2022_v1_15s_bed_elev
-41.1,25.2,-4597.65,ETOPO_2022_v1_15s_bed_elev
-41.0,25.2,-4823.04,ETOPO_2022_v1_15s_bed_elev
-40.9,25.2,-4845.25,ETOPO_2022_v1_15s_bed_elev
-40.8,25.2,-4843.71,ETOPO_2022_v1_15s_bed_elev
-40.7,25.2,-4603.49,ETOPO_2022_v1_15s_bed_elev
-40.6,25.2,-4520.75,ETOPO_2022_v1_15s_bed_elev
-40.5,25.2,-4492.45,ETOPO_2022_v1_15s_bed_elev
-40.4,25.2,-4596.52,ETOPO_2022_v1_15s_bed_elev
-40.3,25.2,-4735.61,ETOPO_2022_v1_15s_bed_elev
-40.2,25.2,-4726.35,ETOPO_2022_v1_15s_bed_elev
-40.1,25.2,-4927.33,ETOPO_2022_v1_15s_bed_elev
-40.0,25.2,-4757.1,ETOPO_2022_v1_15s_bed_elev
-39.9,25.2,-4342.96,ETOPO_2022_v1_15s_bed_elev
-39.8,25.2,-4427.36,ETOPO_2022_v1_15s_bed_elev
-39.7,25.2,-4693.67,ETOPO_2022_v1_15s_bed_elev
-39.6,25.2,-4731.56,ETOPO_2022_v1_15s_bed_elev
-39.5,25.2,-4842.77,ETOPO_2022_v1_15s_bed_elev
-39.4,25.2,-4706.65,ETOPO_2022_v1_15s_bed_elev
-39.3,25.2,-4983.67,ETOPO_2022_v1_15s_bed_elev
-39.2,25.2,-5034.19,ETOPO_2022_v1_15s_bed_elev
-39.1,25.2,-5210.64,ETOPO_2022_v1_15s_bed_elev
-39.0,25.2,-4927.44,ETOPO_2022_v1_15s_bed_elev
-38.9,25.2,-4587.08,ETOPO_2022_v1_15s_bed_elev
-38.8,25.2,-4942.38,ETOPO_2022_v1_15s_bed_elev
-38.7,25.2,-5110.06,ETOPO_2022_v1_15s_bed_elev
-38.6,25.2,-5048.02,ETOPO_2022_v1_15s_bed_elev
-38.5,25.2,-5101.18,ETOPO_2022_v1_15s_bed_elev
-38.4,25.2,-4959.92,ETOPO_2022_v1_15s_bed_elev
-38.3,25.2,-5294.97,ETOPO_2022_v1_15s_bed_elev
-38.2,25.2,-5041.26,ETOPO_2022_v1_15s_bed_elev
-38.1,25.2,-4993.46,ETOPO_2022_v1_15s_bed_elev
-38.0,25.2,-5201.35,ETOPO_2022_v1_15s_bed_elev
-37.9,25.2,-5333.7,ETOPO_2022_v1_15s_bed_elev
-37.8,25.2,-5016.78,ETOPO_2022_v1_15s_bed_elev
-37.7,25.2,-5267.86,ETOPO_2022_v1_15s_bed_elev
-37.6,25.2,-4917.0,ETOPO_2022_v1_15s_bed_elev
-37.5,25.2,-4916.55,ETOPO_2022_v1_15s_bed_elev
-37.4,25.2,-5290.61,ETOPO_2022_v1_15s_bed_elev
-37.3,25.2,-5253.95,ETOPO_2022_v1_15s_bed_elev
-37.2,25.2,-5343.71,ETOPO_2022_v1_15s_bed_elev
-37.1,25.2,-5407.02,ETOPO_2022_v1_15s_bed_elev
-37.0,25.2,-5507.77,ETOPO_2022_v1_15s_bed_elev
-36.9,25.2,-5059.35,ETOPO_2022_v1_15s_bed_elev
-36.8,25.2,-5578.96,ETOPO_2022_v1_15s_bed_elev
-36.7,25.2,-5220.56,ETOPO_2022_v1_15s_bed_elev
-36.6,25.2,-5664.94,ETOPO_2022_v1_15s_bed_elev
-36.5,25.2,-5981.42,ETOPO_2022_v1_15s_bed_elev
-36.4,25.2,-5862.29,ETOPO_2022_v1_15s_bed_elev
-36.3,25.2,-5992.81,ETOPO_2022_v1_15s_bed_elev
-36.2,25.2,-5458.0,ETOPO_2022_v1_15s_bed_elev
-36.1,25.2,-5619.76,ETOPO_2022_v1_15s_bed_elev
-36.0,25.2,-5351.98,ETOPO_2022_v1_15s_bed_elev
-35.9,25.2,-5275.7,ETOPO_2022_v1_15s_bed_elev
-35.8,25.2,-5268.52,ETOPO_2022_v1_15s_bed_elev
-35.7,25.2,-5265.28,ETOPO_2022_v1_15s_bed_elev
-35.6,25.2,-5436.96,ETOPO_2022_v1_15s_bed_elev
-35.5,25.2,-5337.38,ETOPO_2022_v1_15s_bed_elev
-35.4,25.2,-5704.74,ETOPO_2022_v1_15s_bed_elev
-35.3,25.2,-6009.99,ETOPO_2022_v1_15s_bed_elev
-35.2,25.2,-5981.52,ETOPO_2022_v1_15s_bed_elev
-35.1,25.2,-5701.7,ETOPO_2022_v1_15s_bed_elev
-35.0,25.2,-5881.95,ETOPO_2022_v1_15s_bed_elev
-51.0,25.3,-5234.51,ETOPO_2022_v1_15s_bed_elev
-50.9,25.3,-5120.96,ETOPO_2022_v1_15s_bed_elev
-50.8,25.3,-5025.41,ETOPO_2022_v1_15s_bed_elev
-50.7,25.3,-5018.5,ETOPO_2022_v1_15s_bed_elev
-50.6,25.3,-5008.93,ETOPO_2022_v1_15s_bed_elev
-50.5,25.3,-4714.74,ETOPO_2022_v1_15s_bed_elev
-50.4,25.3,-4908.85,ETOPO_2022_v1_15s_bed_elev
-50.3,25.3,-5190.97,ETOPO_2022_v1_15s_bed_elev
-50.2,25.3,-5074.62,ETOPO_2022_v1_15s_bed_elev
-50.1,25.3,-4598.37,ETOPO_2022_v1_15s_bed_elev
-50.0,25.3,-4869.15,ETOPO_2022_v1_15s_bed_elev
-49.9,25.3,-4714.97,ETOPO_2022_v1_15s_bed_elev
-49.8,25.3,-4800.91,ETOPO_2022_v1_15s_bed_elev
-49.7,25.3,-5106.35,ETOPO_2022_v1_15s_bed_elev
-49.6,25.3,-4901.97,ETOPO_2022_v1_15s_bed_elev
-49.5,25.3,-4589.45,ETOPO_2022_v1_15s_bed_elev
-49.4,25.3,-4718.79,ETOPO_2022_v1_15s_bed_elev
-49.3,25.3,-4733.84,ETOPO_2022_v1_15s_bed_elev
-49.2,25.3,-4179.83,ETOPO_2022_v1_15s_bed_elev
-49.1,25.3,-4155.78,ETOPO_2022_v1_15s_bed_elev
-49.0,25.3,-4678.32,ETOPO_2022_v1_15s_bed_elev
-48.9,25.3,-4710.63,ETOPO_2022_v1_15s_bed_elev
