lon,lat,depth_m,source
-51.0,20.0,-4819.5,ETOPO_2022_v1_15s_bed_elev
-50.9,20.0,-5223.32,ETOPO_2022_v1_15s_bed_elev
-50.8,20.0,-4926.82,ETOPO_2022_v1_15s_bed_elev
-50.7,20.0,-4747.13,ETOPO_2022_v1_15s_bed_elev
-50.6,20.0,-4589.82,ETOPO_2022_v1_15s_bed_elev
-50.5,20.0,-4272.0,ETOPO_2022_v1_15s_bed_elev
-50.4,20.0,-4304.49,ETOPO_2022_v1_15s_bed_elev
-50.3,20.0,-4412.95,ETOPO_2022_v1_15s_bed_elev
-50.2,20.0,-4378.54,ETOPO_2022_v1_15s_bed_elev
-50.1,20.0,-4603.99,ETOPO_2022_v1_15s_bed_elev
-50.0,20.0,-4364.86,ETOPO_2022_v1_15s_bed_elev
-49.9,20.0,-4312.42,ETOPO_2022_v1_15s_bed_elev
-49.8,20.0,-4513.99,ETOPO_2022_v1_15s_bed_elev
-49.7,20.0,-4570.24,ETOPO_2022_v1_15s_bed_elev
-49.6,20.0,-4386.76,ETOPO_2022_v1_15s_bed_elev
-49.5,20.0,-4467.84,ETOPO_2022_v1_15s_bed_elev
-49.4,20.0,-4455.7,ETOPO_2022_v1_15s_bed_elev
-49.3,20.0,-4500.77,ETOPO_2022_v1_15s_bed_elev
-49.2,20.0,-4586.25,ETOPO_2022_v1_15s_bed_elev
-49.1,20.0,-4257.31,ETOPO_2022_v1_15s_bed_elev
-49.0,20.0,-4322.86,ETOPO_2022_v1_15s_bed_elev
-48.9,20.0,-4308.07,ETOPO_2022_v1_15s_bed_elev
-48.8,20.0,-4275.69,ETOPO_2022_v1_15s_bed_elev
-48.7,20.0,-4328.07,ETOPO_2022_v1_15s_bed_elev
-48.6,20.0,-4169.62,ETOPO_2022_v1_15s_bed_elev
-48.5,20.0,-4211.01,ETOPO_2022_v1_15s_bed_elev
-48.4,20.0,-4158.23,ETOPO_2022_v1_15s_bed_elev
-48.3,20.0,-4180.29,ETOPO_2022_v1_15s_bed_elev
-48.2,20.0,-4202.58,ETOPO_2022_v1_15s_bed_elev
-48.1,20.0,-4164.47,ETOPO_2022_v1_15s_bed_elev
-48.0,20.0,-4113.32,ETOPO_2022_v1_15s_bed_elev
-47.9,20.0,-4091.46,ETOPO_2022_v1_15s_bed_elev
-47.8,20.0,-4106.28,ETOPO_2022_v1_15s_bed_elev
-47.7,20.0,-4017.14,ETOPO_2022_v1_15s_bed_elev
-47.6,20.0,-3900.54,ETOPO_2022_v1_15s_bed_elev
-47.5,20.0,-3981.14,ETOPO_2022_v1_15s_bed_elev
-47.4,20.0,-3935.91,ETOPO_2022_v1_15s_bed_elev
-47.3,20.0,-4027.16,ETOPO_2022_v1_15s_bed_elev
-47.2,20.0,-4094.37,ETOPO_2022_v1_15s_bed_elev
-47.1,20.0,-3616.49,ETOPO_2022_v1_15s_bed_elev
-47.0,20.0,-3578.8,ETOPO_2022_v1_15s_bed_elev
-46.9,20.0,-3547.02,ETOPO_2022_v1_15s_bed_elev
-46.8,20.0,-3513.61,ETOPO_2022_v1_15s_bed_elev
-46.7,20.0,-3351.78,ETOPO_2022_v1_15s_bed_elev
-46.6,20.0,-3430.13,ETOPO_2022_v1_15s_bed_elev
-46.5,20.0,-3527.52,ETOPO_2022_v1_15s_bed_elev
-46.4,20.0,-3624.81,ETOPO_2022_v1_15s_bed_elev
-46.3,20.0,-3709.74,ETOPO_2022_v1_15s_bed_elev
-46.2,20.0,-3531.96,ETOPO_2022_v1_15s_bed_elev
-46.1,20.0,-2730.06,ETOPO_2022_v1_15s_bed_elev
-46.0,20.0,-2877.92,ETOPO_2022_v1_15s_bed_elev
-45.9,20.0,-2893.11,ETOPO_2022_v1_15s_bed_elev
-45.8,20.0,-2963.85,ETOPO_2022_v1_15s_bed_elev
-45.7,20.0,-4100.34,ETOPO_2022_v1_15s_bed_elev
-45.6,20.0,-2894.4,ETOPO_2022_v1_15s_bed_elev
-45.5,20.0,-2966.44,ETOPO_2022_v1_15s_bed_elev
-45.4,20.0,-3210.64,ETOPO_2022_v1_15s_bed_elev
-45.3,20.0,-3377.25,ETOPO_2022_v1_15s_bed_elev
-45.2,20.0,-3507.58,ETOPO_2022_v1_15s_bed_elev
-45.1,20.0,-3439.52,ETOPO_2022_v1_15s_bed_elev
-45.0,20.0,-2984.89,ETOPO_2022_v1_15s_bed_elev
-44.9,20.0,-3097.06,ETOPO_2022_v1_15s_bed_elev
-44.8,20.0,-3344.18,ETOPO_2022_v1_15s_bed_elev
-44.7,20.0,-3596.21,ETOPO_2022_v1_15s_bed_elev
-44.6,20.0,-3445.56,ETOPO_2022_v1_15s_bed_elev
-44.5,20.0,-3343.27,ETOPO_2022_v1_15s_bed_elev
-44.4,20.0,-3414.23,ETOPO_2022_v1_15s_bed_elev
-44.3,20.0,-3482.02,ETOPO_2022_v1_15s_bed_elev
-44.2,20.0,-3547.56,ETOPO_2022_v1_15s_bed_elev
-44.1,20.0,-3851.22,ETOPO_2022_v1_15s_bed_elev
-44.0,20.0,-3863.01,ETOPO_2022_v1_15s_bed_elev
-43.9,20.0,-3729.43,ETOPO_2022_v1_15s_bed_elev
-43.8,20.0,-3916.24,ETOPO_2022_v1_15s_bed_elev
-43.7,20.0,-4083.38,ETOPO_2022_v1_15s_bed_elev
-43.6,20.0,-4023.83,ETOPO_2022_v1_15s_bed_elev
-43.5,20.0,-4038.48,ETOPO_2022_v1_15s_bed_elev
-43.4,20.0,-3978.35,ETOPO_2022_v1_15s_bed_elev
-43.3,20.0,-3945.47,ETOPO_2022_v1_15s_bed_elev
-43.2,20.0,-3955.55,ETOPO_2022_v1_15s_bed_elev
-43.1,20.0,-4080.67,ETOPO_2022_v1_15s_bed_elev
-43.0,20.0,-4069.28,ETOPO_2022_v1_15s_bed_elev
-42.9,20.0,-4406.67,ETOPO_2022_v1_15s_bed_elev
-42.8,20.0,-4589.21,ETOPO_2022_v1_15s_bed_elev
-42.7,20.0,-4574.79,ETOPO_2022_v1_15s_bed_elev
-42.6,20.0,-4839.48,ETOPO_2022_v1_15s_bed_elev
-42.5,20.0,-5137.38,ETOPO_2022_v1_15s_bed_elev
-42.4,20.0,-5310.75,ETOPO_2022_v1_15s_bed_elev
-42.3,20.0,-5421.68,ETOPO_2022_v1_15s_bed_elev
-42.2,20.0,-5260.26,ETOPO_2022_v1_15s_bed_elev
-42.1,20.0,-5096.24,ETOPO_2022_v1_15s_bed_elev
-42.0,20.0,-5112.33,ETOPO_2022_v1_15s_bed_elev
-41.9,20.0,-4618.54,ETOPO_2022_v1_15s_bed_elev
-41.8,20.0,-4694.67,ETOPO_2022_v1_15s_bed_elev
-41.7,20.0,-4641.5,ETOPO_2022_v1_15s_bed_elev
-41.6,20.0,-4489.68,ETOPO_2022_v1_15s_bed_elev
-41.5,20.0,-4857.0,ETOPO_2022_v1_15s_bed_elev
-41.4,20.0,-4844.27,ETOPO_2022_v1_15s_bed_elev
-41.3,20.0,-5008.54,ETOPO_2022_v1_15s_bed_elev
-41.2,20.0,-4959.46,ETOPO_2022_v1_15s_bed_elev
-41.1,20.0,-4628.56,ETOPO_2022_v1_15s_bed_elev
-41.0,20.0,-4754.02,ETOPO_2022_v1_15s_bed_elev
-40.9,20.0,-4642.64,ETOPO_2022_v1_15s_bed_elev
-40.8,20.0,-4789.35,ETOPO_2022_v1_15s_bed_elev
-40.7,20.0,-4833.01,ETOPO_2022_v1_15s_bed_elev
-40.6,20.0,-4956.05,ETOPO_2022_v1_15s_bed_elev
-40.5,20.0,-5068.1,ETOPO_2022_v1_15s_bed_elev
-40.4,20.0,-5167.87,ETOPO_2022_v1_15s_bed_elev
-40.3,20.0,-5299.06,ETOPO_2022_v1_15s_bed_elev
-40.2,20.0,-5160.32,ETOPO_2022_v1_15s_bed_elev
-40.1,20.0,-4810.38,ETOPO_2022_v1_15s_bed_elev
-40.0,20.0,-5001.21,ETOPO_2022_v1_15s_bed_elev
-39.9,20.0,-5455.66,ETOPO_2022_v1_15s_bed_elev
-39.8,20.0,-5334.43,ETOPO_2022_v1_15s_bed_elev
-39.7,20.0,-5051.68,ETOPO_2022_v1_15s_bed_elev
-39.6,20.0,-5058.39,ETOPO_2022_v1_15s_bed_elev
-39.5,20.0,-5161.86,ETOPO_2022_v1_15s_bed_elev
-39.4,20.0,-4927.76,ETOPO_2022_v1_15s_bed_elev
-39.3,20.0,-4867.46,ETOPO_2022_v1_15s_bed_elev
-39.2,20.0,-5612.46,ETOPO_2022_v1_15s_bed_elev
-39.1,20.0,-5141.91,ETOPO_2022_v1_15s_bed_elev
-39.0,20.0,-5104.35,ETOPO_2022_v1_15s_bed_elev
-38.9,20.0,-5675.21,ETOPO_2022_v1_15s_bed_elev
-38.8,20.0,-5708.2,ETOPO_2022_v1_15s_bed_elev
-38.7,20.0,-5678.89,ETOPO_2022_v1_15s_bed_elev
-38.6,20.0,-5444.97,ETOPO_2022_v1_15s_bed_elev
-38.5,20.0,-5285.58,ETOPO_2022_v1_15s_bed_elev
-38.4,20.0,-5270.06,ETOPO_2022_v1_15s_bed_elev
-38.3,20.0,-5105.06,ETOPO_2022_v1_15s_bed_elev
-38.2,20.0,-5338.59,ETOPO_2022_v1_15s_bed_elev
-38.1,20.0,-5506.0,ETOPO_2022_v1_15s_bed_elev
-38.0,20.0,-5565.27,ETOPO_2022_v1_15s_bed_elev
-37.9,20.0,-5311.28,ETOPO_2022_v1_15s_bed_elev
-37.8,20.0,-5563.45,ETOPO_2022_v1_15s_bed_elev
-37.7,20.0,-5814.48,ETOPO_2022_v1_15s_bed_elev
-37.6,20.0,-5734.2,ETOPO_2022_v1_15s_bed_elev
-37.5,20.0,-5711.6,ETOPO_2022_v1_15s_bed_elev
-37.4,20.0,-5791.63,ETOPO_2022_v1_15s_bed_elev
-37.3,20.0,-5660.18,ETOPO_2022_v1_15s_bed_elev
-37.2,20.0,-5533.16,ETOPO_2022_v1_15s_bed_elev
-37.1,20.0,-5298.54,ETOPO_2022_v1_15s_bed_elev
-37.0,20.0,-5415.32,ETOPO_2022_v1_15s_bed_elev
-36.9,20.0,-5502.09,ETOPO_2022_v1_15s_bed_elev
-36.8,20.0,-5663.92,ETOPO_2022_v1_15s_bed_elev
-36.7,20.0,-5412.68,ETOPO_2022_v1_15s_bed_elev
-36.6,20.0,-5450.1,ETOPO_2022_v1_15s_bed_elev
-36.5,20.0,-5475.49,ETOPO_2022_v1_15s_bed_elev
-36.4,20.0,-5632.94,ETOPO_2022_v1_15s_bed_elev
-36.3,20.0,-5820.46,ETOPO_2022_v1_15s_bed_elev
-36.2,20.0,-5761.45,ETOPO_2022_v1_15s_bed_elev
-36.1,20.0,-5541.22,ETOPO_2022_v1_15s_bed_elev
-36.0,20.0,-5829.29,ETOPO_2022_v1_15s_bed_elev
-35.9,20.0,-5540.86,ETOPO_2022_v1_15s_bed_elev
-35.8,20.0,-5401.04,ETOPO_2022_v1_15s_bed_elev
-35.7,20.0,-5444.5,ETOPO_2022_v1_15s_bed_elev
-35.6,20.0,-5533.33,ETOPO_2022_v1_15s_bed_elev
-35.5,20.0,-5722.47,ETOPO_2022_v1_15s_bed_elev
-35.4,20.0,-5525.19,ETOPO_2022_v1_15s_bed_elev
-35.3,20.0,-5585.55,ETOPO_2022_v1_15s_bed_elev
-35.2,20.0,-5567.42,ETOPO_2022_v1_15s_bed_elev
-35.1,20.0,-5809.22,ETOPO_2022_v1_15s_bed_elev
-35.0,20.0,-5646.02,ETOPO_2022_v1_15s_bed_elev
-51.0,20.1,-5268.27,ETOPO_2022_v1_15s_bed_elev
-50.9,20.1,-4751.55,ETOPO_2022_v1_15s_bed_elev
-50.8,20.1,-4584.45,ETOPO_2022_v1_15s_bed_elev
-50.7,20.1,-4696.05,ETOPO_2022_v1_15s_bed_elev
-50.6,20.1,-4451.83,ETOPO_2022_v1_15s_bed_elev
-50.5,20.1,-4132.25,ETOPO_2022_v1_15s_bed_elev
-50.4,20.1,-4447.05,ETOPO_2022_v1_15s_bed_elev
-50.3,20.1,-4532.64,ETOPO_2022_v1_15s_bed_elev
-50.2,20.1,-4608.06,ETOPO_2022_v1_15s_bed_elev
-50.1,20.1,-4604.48,ETOPO_2022_v1_15s_bed_elev
-50.0,20.1,-4590.19,ETOPO_2022_v1_15s_bed_elev
-49.9,20.1,-4549.72,ETOPO_2022_v1_15s_bed_elev
-49.8,20.1,-4503.73,ETOPO_2022_v1_15s_bed_elev
-49.7,20.1,-4448.03,ETOPO_2022_v1_15s_bed_elev
-49.6,20.1,-4368.44,ETOPO_2022_v1_15s_bed_elev
-49.5,20.1,-4491.09,ETOPO_2022_v1_15s_bed_elev
-49.4,20.1,-4367.79,ETOPO_2022_v1_15s_bed_elev
-49.3,20.1,-4216.44,ETOPO_2022_v1_15s_bed_elev
-49.2,20.1,-4273.4,ETOPO_2022_v1_15s_bed_elev
-49.1,20.1,-4406.71,ETOPO_2022_v1_15s_bed_elev
-49.0,20.1,-4432.97,ETOPO_2022_v1_15s_bed_elev
-48.9,20.1,-4278.99,ETOPO_2022_v1_15s_bed_elev
-48.8,20.1,-4286.15,ETOPO_2022_v1_15s_bed_elev
-48.7,20.1,-3971.36,ETOPO_2022_v1_15s_bed_elev
-48.6,20.1,-4045.36,ETOPO_2022_v1_15s_bed_elev
-48.5,20.1,-4230.81,ETOPO_2022_v1_15s_bed_elev
-48.4,20.1,-4244.47,ETOPO_2022_v1_15s_bed_elev
-48.3,20.1,-4339.48,ETOPO_2022_v1_15s_bed_elev
-48.2,20.1,-4127.43,ETOPO_2022_v1_15s_bed_elev
-48.1,20.1,-4068.91,ETOPO_2022_v1_15s_bed_elev
-48.0,20.1,-4259.47,ETOPO_2022_v1_15s_bed_elev
-47.9,20.1,-4132.05,ETOPO_2022_v1_15s_bed_elev
-47.8,20.1,-4052.88,ETOPO_2022_v1_15s_bed_elev
-47.7,20.1,-4134.63,ETOPO_2022_v1_15s_bed_elev
-47.6,20.1,-3904.52,ETOPO_2022_v1_15s_bed_elev
-47.5,20.1,-3953.48,ETOPO_2022_v1_15s_bed_elev
-47.4,20.1,-4162.49,ETOPO_2022_v1_15s_bed_elev
-47.3,20.1,-4166.96,ETOPO_2022_v1_15s_bed_elev
-47.2,20.1,-4044.91,ETOPO_2022_v1_15s_bed_elev
-47.1,20.1,-3742.16,ETOPO_2022_v1_15s_bed_elev
-47.0,20.1,-3580.18,ETOPO_2022_v1_15s_bed_elev
-46.9,20.1,-3418.43,ETOPO_2022_v1_15s_bed_elev
-46.8,20.1,-3327.95,ETOPO_2022_v1_15s_bed_elev
-46.7,20.1,-3368.47,ETOPO_2022_v1_15s_bed_elev
-46.6,20.1,-3614.17,ETOPO_2022_v1_15s_bed_elev
-46.5,20.1,-3704.49,ETOPO_2022_v1_15s_bed_elev
-46.4,20.1,-3682.52,ETOPO_2022_v1_15s_bed_elev
-46.3,20.1,-3649.78,ETOPO_2022_v1_15s_bed_elev
-46.2,20.1,-3246.87,ETOPO_2022_v1_15s_bed_elev
-46.1,20.1,-3130.82,ETOPO_2022_v1_15s_bed_elev
-46.0,20.1,-3331.69,ETOPO_2022_v1_15s_bed_elev
-45.9,20.1,-2738.09,ETOPO_2022_v1_15s_bed_elev
-45.8,20.1,-2587.24,ETOPO_2022_v1_15s_bed_elev
-45.7,20.1,-3788.0,ETOPO_2022_v1_15s_bed_elev
-45.6,20.1,-2812.6,ETOPO_2022_v1_15s_bed_elev
-45.5,20.1,-2644.45,ETOPO_2022_v1_15s_bed_elev
-45.4,20.1,-3031.4,ETOPO_2022_v1_15s_bed_elev
-45.3,20.1,-2947.51,ETOPO_2022_v1_15s_bed_elev
-45.2,20.1,-3275.49,ETOPO_2022_v1_15s_bed_elev
-45.1,20.1,-3603.92,ETOPO_2022_v1_15s_bed_elev
-45.0,20.1,-3655.41,ETOPO_2022_v1_15s_bed_elev
-44.9,20.1,-3837.74,ETOPO_2022_v1_15s_bed_elev
-44.8,20.1,-3986.71,ETOPO_2022_v1_15s_bed_elev
-44.7,20.1,-3788.2,ETOPO_2022_v1_15s_bed_elev
-44.6,20.1,-3935.44,ETOPO_2022_v1_15s_bed_elev
-44.5,20.1,-3904.0,ETOPO_2022_v1_15s_bed_elev
-44.4,20.1,-3620.51,ETOPO_2022_v1_15s_bed_elev
-44.3,20.1,-3789.64,ETOPO_2022_v1_15s_bed_elev
-44.2,20.1,-3769.3,ETOPO_2022_v1_15s_bed_elev
-44.1,20.1,-3826.98,ETOPO_2022_v1_15s_bed_elev
-44.0,20.1,-3836.74,ETOPO_2022_v1_15s_bed_elev
-43.9,20.1,-3754.04,ETOPO_2022_v1_15s_bed_elev
-43.8,20.1,-3773.29,ETOPO_2022_v1_15s_bed_elev
-43.7,20.1,-3985.24,ETOPO_2022_v1_15s_bed_elev
-43.6,20.1,-3978.75,ETOPO_2022_v1_15s_bed_elev
-43.5,20.1,-4110.6,ETOPO_2022_v1_15s_bed_elev
-43.4,20.1,-4044.78,ETOPO_2022_v1_15s_bed_elev
-43.3,20.1,-4038.75,ETOPO_2022_v1_15s_bed_elev
-43.2,20.1,-4177.61,ETOPO_2022_v1_15s_bed_elev
-43.1,20.1,-4443.97,ETOPO_2022_v1_15s_bed_elev
-43.0,20.1,-4646.33,ETOPO_2022_v1_15s_bed_elev
-42.9,20.1,-4734.46,ETOPO_2022_v1_15s_bed_elev
-42.8,20.1,-4916.33,ETOPO_2022_v1_15s_bed_elev
-42.7,20.1,-5076.31,ETOPO_2022_v1_15s_bed_elev
-42.6,20.1,-4970.38,ETOPO_2022_v1_15s_bed_elev
-42.5,20.1,-5114.83,ETOPO_2022_v1_15s_bed_elev
-42.4,20.1,-5035.81,ETOPO_2022_v1_15s_bed_elev
-42.3,20.1,-4782.64,ETOPO_2022_v1_15s_bed_elev
-42.2,20.1,-4400.42,ETOPO_2022_v1_15s_bed_elev
-42.1,20.1,-4489.64,ETOPO_2022_v1_15s_bed_elev
-42.0,20.1,-4528.14,ETOPO_2022_v1_15s_bed_elev
-41.9,20.1,-4562.91,ETOPO_2022_v1_15s_bed_elev
-41.8,20.1,-4398.34,ETOPO_2022_v1_15s_bed_elev
-41.7,20.1,-4486.97,ETOPO_2022_v1_15s_bed_elev
-41.6,20.1,-4618.32,ETOPO_2022_v1_15s_bed_elev
-41.5,20.1,-4811.7,ETOPO_2022_v1_15s_bed_elev
-41.4,20.1,-4936.21,ETOPO_2022_v1_15s_bed_elev
-41.3,20.1,-4855.45,ETOPO_2022_v1_15s_bed_elev
-41.2,20.1,-4910.81,ETOPO_2022_v1_15s_bed_elev
-41.1,20.1,-4642.59,ETOPO_2022_v1_15s_bed_elev
-41.0,20.1,-4834.02,ETOPO_2022_v1_15s_bed_elev
-40.9,20.1,-4720.22,ETOPO_2022_v1_15s_bed_elev
-40.8,20.1,-4996.14,ETOPO_2022_v1_15s_bed_elev
-40.7,20.1,-5041.57,ETOPO_2022_v1_15s_bed_elev
-40.6,20.1,-5050.32,ETOPO_2022_v1_15s_bed_elev
-40.5,20.1,-4947.26,ETOPO_2022_v1_15s_bed_elev
-40.4,20.1,-5113.77,ETOPO_2022_v1_15s_bed_elev
-40.3,20.1,-5105.55,ETOPO_2022_v1_15s_bed_elev
-40.2,20.1,-4901.85,ETOPO_2022_v1_15s_bed_elev
-40.1,20.1,-4733.56,ETOPO_2022_v1_15s_bed_elev
-40.0,20.1,-5251.41,ETOPO_2022_v1_15s_bed_elev
-39.9,20.1,-5790.99,ETOPO_2022_v1_15s_bed_elev
-39.8,20.1,-5461.82,ETOPO_2022_v1_15s_bed_elev
-39.7,20.1,-5641.27,ETOPO_2022_v1_15s_bed_elev
-39.6,20.1,-5548.81,ETOPO_2022_v1_15s_bed_elev
-39.5,20.1,-5747.46,ETOPO_2022_v1_15s_bed_elev
-39.4,20.1,-5612.52,ETOPO_2022_v1_15s_bed_elev
-39.3,20.1,-5298.35,ETOPO_2022_v1_15s_bed_elev
-39.2,20.1,-5915.0,ETOPO_2022_v1_15s_bed_elev
-39.1,20.1,-5330.88,ETOPO_2022_v1_15s_bed_elev
-39.0,20.1,-4598.19,ETOPO_2022_v1_15s_bed_elev
-38.9,20.1,-4529.18,ETOPO_2022_v1_15s_bed_elev
-38.8,20.1,-4976.39,ETOPO_2022_v1_15s_bed_elev
-38.7,20.1,-5196.17,ETOPO_2022_v1_15s_bed_elev
-38.6,20.1,-5465.89,ETOPO_2022_v1_15s_bed_elev
-38.5,20.1,-5937.8,ETOPO_2022_v1_15s_bed_elev
-38.4,20.1,-5910.58,ETOPO_2022_v1_15s_bed_elev
-38.3,20.1,-5905.9,ETOPO_2022_v1_15s_bed_elev
-38.2,20.1,-5474.93,ETOPO_2022_v1_15s_bed_elev
-38.1,20.1,-5730.5,ETOPO_2022_v1_15s_bed_elev
-38.0,20.1,-5611.65,ETOPO_2022_v1_15s_bed_elev
-37.9,20.1,-5203.36,ETOPO_2022_v1_15s_bed_elev
-37.8,20.1,-5287.09,ETOPO_2022_v1_15s_bed_elev
-37.7,20.1,-5745.85,ETOPO_2022_v1_15s_bed_elev
-37.6,20.1,-5546.85,ETOPO_2022_v1_15s_bed_elev
-37.5,20.1,-5563.78,ETOPO_2022_v1_15s_bed_elev
-37.4,20.1,-5680.38,ETOPO_2022_v1_15s_bed_elev
-37.3,20.1,-5724.22,ETOPO_2022_v1_15s_bed_elev
-37.2,20.1,-5665.74,ETOPO_2022_v1_15s_bed_elev
-37.1,20.1,-5392.96,ETOPO_2022_v1_15s_bed_elev
-37.0,20.1,-5514.4,ETOPO_2022_v1_15s_bed_elev
-36.9,20.1,-5452.54,ETOPO_2022_v1_15s_bed_elev
-36.8,20.1,-5526.84,ETOPO_2022_v1_15s_bed_elev
-36.7,20.1,-5594.82,ETOPO_2022_v1_15s_bed_elev
-36.6,20.1,-5494.99,ETOPO_2022_v1_15s_bed_elev
-36.5,20.1,-5562.3,ETOPO_2022_v1_15s_bed_elev
-36.4,20.1,-5702.01,ETOPO_2022_v1_15s_bed_elev
-36.3,20.1,-5603.85,ETOPO_2022_v1_15s_bed_elev
-36.2,20.1,-5654.36,ETOPO_2022_v1_15s_bed_elev
-36.1,20.1,-4995.54,ETOPO_2022_v1_15s_bed_elev
-36.0,20.1,-5226.92,ETOPO_2022_v1_15s_bed_elev
-35.9,20.1,-5402.95,ETOPO_2022_v1_15s_bed_elev
-35.8,20.1,-5394.44,ETOPO_2022_v1_15s_bed_elev
-35.7,20.1,-5585.21,ETOPO_2022_v1_15s_bed_elev
-35.6,20.1,-5415.52,ETOPO_2022_v1_15s_bed_elev
-35.5,20.1,-5503.28,ETOPO_2022_v1_15s_bed_elev
-35.4,20.1,-5561.92,ETOPO_2022_v1_15s_bed_elev
-35.3,20.1,-5673.35,ETOPO_2022_v1_15s_bed_elev
-35.2,20.1,-5578.42,ETOPO_2022_v1_15s_bed_elev
-35.1,20.1,-5519.65,ETOPO_2022_v1_15s_bed_elev
-35.0,20.1,-5491.96,ETOPO_2022_v1_15s_bed_elev
-51.0,20.2,-4717.09,ETOPO_2022_v1_15s_bed_elev
-50.9,20.2,-4147.57,ETOPO_2022_v1_15s_bed_elev
-50.8,20.2,-4392.78,ETOPO_2022_v1_15s_bed_elev
-50.7,20.2,-4439.54,ETOPO_2022_v1_15s_bed_elev
-50.6,20.2,-4572.54,ETOPO_2022_v1_15s_bed_elev
-50.5,20.2,-4508.24,ETOPO_2022_v1_15s_bed_elev
-50.4,20.2,-4674.31,ETOPO_2022_v1_15s_bed_elev
-50.3,20.2,-4625.29,ETOPO_2022_v1_15s_bed_elev
-50.2,20.2,-4661.72,ETOPO_2022_v1_15s_bed_elev
-50.1,20.2,-4470.38,ETOPO_2022_v1_15s_bed_elev
-50.0,20.2,-4661.55,ETOPO_2022_v1_15s_bed_elev
-49.9,20.2,-4568.68,ETOPO_2022_v1_15s_bed_elev
-49.8,20.2,-4544.37,ETOPO_2022_v1_15s_bed_elev
-49.7,20.2,-4417.65,ETOPO_2022_v1_15s_bed_elev
-49.6,20.2,-4319.32,ETOPO_2022_v1_15s_bed_elev
-49.5,20.2,-4480.22,ETOPO_2022_v1_15s_bed_elev
-49.4,20.2,-4389.94,ETOPO_2022_v1_15s_bed_elev
-49.3,20.2,-4115.46,ETOPO_2022_v1_15s_bed_elev
-49.2,20.2,-4207.2,ETOPO_2022_v1_15s_bed_elev
-49.1,20.2,-4264.36,ETOPO_2022_v1_15s_bed_elev
-49.0,20.2,-4306.64,ETOPO_2022_v1_15s_bed_elev
-48.9,20.2,-4222.75,ETOPO_2022_v1_15s_bed_elev
-48.8,20.2,-4323.51,ETOPO_2022_v1_15s_bed_elev
-48.7,20.2,-4044.04,ETOPO_2022_v1_15s_bed_elev
-48.6,20.2,-3987.72,ETOPO_2022_v1_15s_bed_elev
-48.5,20.2,-4168.38,ETOPO_2022_v1_15s_bed_elev
-48.4,20.2,-4141.58,ETOPO_2022_v1_15s_bed_elev
-48.3,20.2,-4121.32,ETOPO_2022_v1_15s_bed_elev
-48.2,20.2,-3916.94,ETOPO_2022_v1_15s_bed_elev
-48.1,20.2,-3894.97,ETOPO_2022_v1_15s_bed_elev
-48.0,20.2,-4041.07,ETOPO_2022_v1_15s_bed_elev
-47.9,20.2,-3922.55,ETOPO_2022_v1_15s_bed_elev
-47.8,20.2,-3859.19,ETOPO_2022_v1_15s_bed_elev
-47.7,20.2,-3965.91,ETOPO_2022_v1_15s_bed_elev
-47.6,20.2,-3795.12,ETOPO_2022_v1_15s_bed_elev
-47.5,20.2,-3675.52,ETOPO_2022_v1_15s_bed_elev
-47.4,20.2,-3588.7,ETOPO_2022_v1_15s_bed_elev
-47.3,20.2,-3657.77,ETOPO_2022_v1_15s_bed_elev
-47.2,20.2,-3544.86,ETOPO_2022_v1_15s_bed_elev
-47.1,20.2,-3644.7,ETOPO_2022_v1_15s_bed_elev
-47.0,20.2,-3506.39,ETOPO_2022_v1_15s_bed_elev
-46.9,20.2,-3261.58,ETOPO_2022_v1_15s_bed_elev
-46.8,20.2,-3351.08,ETOPO_2022_v1_15s_bed_elev
-46.7,20.2,-3544.19,ETOPO_2022_v1_15s_bed_elev
-46.6,20.2,-3638.17,ETOPO_2022_v1_15s_bed_elev
-46.5,20.2,-3860.56,ETOPO_2022_v1_15s_bed_elev
-46.4,20.2,-3736.34,ETOPO_2022_v1_15s_bed_elev
-46.3,20.2,-3458.7,ETOPO_2022_v1_15s_bed_elev
-46.2,20.2,-3253.31,ETOPO_2022_v1_15s_bed_elev
-46.1,20.2,-3011.68,ETOPO_2022_v1_15s_bed_elev
-46.0,20.2,-3019.56,ETOPO_2022_v1_15s_bed_elev
-45.9,20.2,-2604.75,ETOPO_2022_v1_15s_bed_elev
-45.8,20.2,-2516.67,ETOPO_2022_v1_15s_bed_elev
-45.7,20.2,-3484.73,ETOPO_2022_v1_15s_bed_elev
-45.6,20.2,-3104.02,ETOPO_2022_v1_15s_bed_elev
-45.5,20.2,-2620.16,ETOPO_2022_v1_15s_bed_elev
-45.4,20.2,-2830.06,ETOPO_2022_v1_15s_bed_elev
-45.3,20.2,-2749.09,ETOPO_2022_v1_15s_bed_elev
-45.2,20.2,-2904.85,ETOPO_2022_v1_15s_bed_elev
-45.1,20.2,-3182.24,ETOPO_2022_v1_15s_bed_elev
-45.0,20.2,-3395.42,ETOPO_2022_v1_15s_bed_elev
-44.9,20.2,-3735.72,ETOPO_2022_v1_15s_bed_elev
-44.8,20.2,-3756.74,ETOPO_2022_v1_15s_bed_elev
-44.7,20.2,-3947.39,ETOPO_2022_v1_15s_bed_elev
-44.6,20.2,-3907.97,ETOPO_2022_v1_15s_bed_elev
-44.5,20.2,-3851.35,ETOPO_2022_v1_15s_bed_elev
