lon,lat,seafloor_age_Ma,source
-33.8,10.0,47.7465705871582,EarthByte_Seton_2020_GeeK2007
-33.7,10.0,47.7051887512207,EarthByte_Seton_2020_GeeK2007
-33.6,10.0,47.773399353027344,EarthByte_Seton_2020_GeeK2007
-33.5,10.0,47.809471130371094,EarthByte_Seton_2020_GeeK2007
-33.4,10.0,47.84561538696289,EarthByte_Seton_2020_GeeK2007
-33.3,10.0,48.13237762451172,EarthByte_Seton_2020_GeeK2007
-33.2,10.0,48.8293571472168,EarthByte_Seton_2020_GeeK2007
-33.1,10.0,49.52802276611328,EarthByte_Seton_2020_GeeK2007
-33.0,10.0,50.22617721557617,EarthByte_Seton_2020_GeeK2007
-32.9,10.0,50.924072265625,EarthByte_Seton_2020_GeeK2007
-32.8,10.0,51.621490478515625,EarthByte_Seton_2020_GeeK2007
-32.7,10.0,52.31847381591797,EarthByte_Seton_2020_GeeK2007
-32.6,10.0,53.01503372192383,EarthByte_Seton_2020_GeeK2007
-32.5,10.0,53.711116790771484,EarthByte_Seton_2020_GeeK2007
-32.4,10.0,54.40677261352539,EarthByte_Seton_2020_GeeK2007
-32.3,10.0,55.10220718383789,EarthByte_Seton_2020_GeeK2007
-32.2,10.0,55.795257568359375,EarthByte_Seton_2020_GeeK2007
-32.1,10.0,56.48624801635742,EarthByte_Seton_2020_GeeK2007
-32.0,10.0,57.17677307128906,EarthByte_Seton_2020_GeeK2007
-31.9,10.0,57.86727523803711,EarthByte_Seton_2020_GeeK2007
-31.8,10.0,58.557559967041016,EarthByte_Seton_2020_GeeK2007
-31.7,10.0,59.247806549072266,EarthByte_Seton_2020_GeeK2007
-31.6,10.0,59.937965393066406,EarthByte_Seton_2020_GeeK2007
-31.5,10.0,60.628021240234375,EarthByte_Seton_2020_GeeK2007
-31.4,10.0,61.31797790527344,EarthByte_Seton_2020_GeeK2007
-31.3,10.0,62.007896423339844,EarthByte_Seton_2020_GeeK2007
-31.2,10.0,62.6976318359375,EarthByte_Seton_2020_GeeK2007
-31.1,10.0,63.387290954589844,EarthByte_Seton_2020_GeeK2007
-31.0,10.0,64.07684326171875,EarthByte_Seton_2020_GeeK2007
-30.9,10.0,64.76629638671875,EarthByte_Seton_2020_GeeK2007
-30.8,10.0,65.45556640625,EarthByte_Seton_2020_GeeK2007
-30.7,10.0,66.14490509033203,EarthByte_Seton_2020_GeeK2007
-30.6,10.0,66.78662109375,EarthByte_Seton_2020_GeeK2007
-30.5,10.0,67.33528137207031,EarthByte_Seton_2020_GeeK2007
-30.4,10.0,67.85768127441406,EarthByte_Seton_2020_GeeK2007
-30.3,10.0,68.41178131103516,EarthByte_Seton_2020_GeeK2007
-30.2,10.0,68.88623809814453,EarthByte_Seton_2020_GeeK2007
-30.1,10.0,69.47023010253906,EarthByte_Seton_2020_GeeK2007
-30.0,10.0,70.04151916503906,EarthByte_Seton_2020_GeeK2007
-29.9,10.0,70.52782440185547,EarthByte_Seton_2020_GeeK2007
-29.8,10.0,71.39139556884766,EarthByte_Seton_2020_GeeK2007
-29.7,10.0,71.55000305175781,EarthByte_Seton_2020_GeeK2007
-29.6,10.0,72.28202056884766,EarthByte_Seton_2020_GeeK2007
-29.5,10.0,72.81536865234375,EarthByte_Seton_2020_GeeK2007
-29.4,10.0,73.3721923828125,EarthByte_Seton_2020_GeeK2007
-29.3,10.0,73.92456817626953,EarthByte_Seton_2020_GeeK2007
-29.2,10.0,74.48407745361328,EarthByte_Seton_2020_GeeK2007
-29.1,10.0,75.03140258789062,EarthByte_Seton_2020_GeeK2007
-29.0,10.0,75.51056671142578,EarthByte_Seton_2020_GeeK2007
-28.9,10.0,76.14618682861328,EarthByte_Seton_2020_GeeK2007
-28.8,10.0,76.69645690917969,EarthByte_Seton_2020_GeeK2007
-28.7,10.0,77.25055694580078,EarthByte_Seton_2020_GeeK2007
-28.6,10.0,77.70011138916016,EarthByte_Seton_2020_GeeK2007
-28.5,10.0,78.17021942138672,EarthByte_Seton_2020_GeeK2007
-28.4,10.0,78.8918228149414,EarthByte_Seton_2020_GeeK2007
-28.3,10.0,79.30764770507812,EarthByte_Seton_2020_GeeK2007
-28.2,10.0,80.10025787353516,EarthByte_Seton_2020_GeeK2007
-28.1,10.0,80.36581420898438,EarthByte_Seton_2020_GeeK2007
-28.0,10.0,81.25401306152344,EarthByte_Seton_2020_GeeK2007
-27.9,10.0,81.84664916992188,EarthByte_Seton_2020_GeeK2007
-27.8,10.0,82.40333557128906,EarthByte_Seton_2020_GeeK2007
-27.7,10.0,82.44886016845703,EarthByte_Seton_2020_GeeK2007
-27.6,10.0,82.602783203125,EarthByte_Seton_2020_GeeK2007
-27.5,10.0,83.22056579589844,EarthByte_Seton_2020_GeeK2007
-27.4,10.0,83.56969451904297,EarthByte_Seton_2020_GeeK2007
-27.3,10.0,83.93267059326172,EarthByte_Seton_2020_GeeK2007
-27.2,10.0,84.79273986816406,EarthByte_Seton_2020_GeeK2007
-27.1,10.0,85.9873275756836,EarthByte_Seton_2020_GeeK2007
-27.0,10.0,86.7506332397461,EarthByte_Seton_2020_GeeK2007
-26.9,10.0,87.22000122070312,EarthByte_Seton_2020_GeeK2007
-26.8,10.0,87.67011260986328,EarthByte_Seton_2020_GeeK2007
-26.7,10.0,88.13667297363281,EarthByte_Seton_2020_GeeK2007
-26.6,10.0,88.61202239990234,EarthByte_Seton_2020_GeeK2007
-26.5,10.0,89.08987426757812,EarthByte_Seton_2020_GeeK2007
-26.4,10.0,89.55171966552734,EarthByte_Seton_2020_GeeK2007
-26.3,10.0,90.01935577392578,EarthByte_Seton_2020_GeeK2007
-26.2,10.0,90.50365447998047,EarthByte_Seton_2020_GeeK2007
-26.1,10.0,90.99066162109375,EarthByte_Seton_2020_GeeK2007
-26.0,10.0,91.46612548828125,EarthByte_Seton_2020_GeeK2007
-25.9,10.0,91.9338607788086,EarthByte_Seton_2020_GeeK2007
-25.8,10.0,92.4278335571289,EarthByte_Seton_2020_GeeK2007
-25.7,10.0,92.99803924560547,EarthByte_Seton_2020_GeeK2007
-25.6,10.0,93.45624542236328,EarthByte_Seton_2020_GeeK2007
-25.5,10.0,93.91497802734375,EarthByte_Seton_2020_GeeK2007
-25.4,10.0,94.587646484375,EarthByte_Seton_2020_GeeK2007
-25.3,10.0,95.05194854736328,EarthByte_Seton_2020_GeeK2007
-25.2,10.0,95.51673126220703,EarthByte_Seton_2020_GeeK2007
-25.1,10.0,96.06443786621094,EarthByte_Seton_2020_GeeK2007
-25.0,10.0,96.53190612792969,EarthByte_Seton_2020_GeeK2007
-55.0,10.1,149.08143615722656,EarthByte_Seton_2020_GeeK2007
-54.9,10.1,144.81100463867188,EarthByte_Seton_2020_GeeK2007
-54.8,10.1,141.9011688232422,EarthByte_Seton_2020_GeeK2007
-54.7,10.1,138.98907470703125,EarthByte_Seton_2020_GeeK2007
-54.6,10.1,133.08673095703125,EarthByte_Seton_2020_GeeK2007
-54.5,10.1,126.19618225097656,EarthByte_Seton_2020_GeeK2007
-54.4,10.1,119.30538940429688,EarthByte_Seton_2020_GeeK2007
-54.3,10.1,112.41432189941406,EarthByte_Seton_2020_GeeK2007
-54.2,10.1,105.52293395996094,EarthByte_Seton_2020_GeeK2007
-54.1,10.1,98.63118743896484,EarthByte_Seton_2020_GeeK2007
-54.0,10.1,95.54117584228516,EarthByte_Seton_2020_GeeK2007
-53.9,10.1,93.67562866210938,EarthByte_Seton_2020_GeeK2007
-53.8,10.1,91.80925750732422,EarthByte_Seton_2020_GeeK2007
-53.7,10.1,89.35517120361328,EarthByte_Seton_2020_GeeK2007
-53.6,10.1,85.54289245605469,EarthByte_Seton_2020_GeeK2007
-53.5,10.1,82.84259796142578,EarthByte_Seton_2020_GeeK2007
-53.4,10.1,82.39057922363281,EarthByte_Seton_2020_GeeK2007
-53.3,10.1,81.90650939941406,EarthByte_Seton_2020_GeeK2007
-53.2,10.1,81.42255401611328,EarthByte_Seton_2020_GeeK2007
-53.1,10.1,80.93880462646484,EarthByte_Seton_2020_GeeK2007
-53.0,10.1,80.45521545410156,EarthByte_Seton_2020_GeeK2007
-52.9,10.1,79.97176361083984,EarthByte_Seton_2020_GeeK2007
-52.8,10.1,79.48849487304688,EarthByte_Seton_2020_GeeK2007
-52.7,10.1,79.00535583496094,EarthByte_Seton_2020_GeeK2007
-52.6,10.1,78.52237701416016,EarthByte_Seton_2020_GeeK2007
-52.5,10.1,78.03955841064453,EarthByte_Seton_2020_GeeK2007
-52.4,10.1,77.55686950683594,EarthByte_Seton_2020_GeeK2007
-52.3,10.1,77.0743408203125,EarthByte_Seton_2020_GeeK2007
-52.2,10.1,76.59198760986328,EarthByte_Seton_2020_GeeK2007
-52.1,10.1,76.07269287109375,EarthByte_Seton_2020_GeeK2007
-52.0,10.1,75.5316390991211,EarthByte_Seton_2020_GeeK2007
-51.9,10.1,74.84793853759766,EarthByte_Seton_2020_GeeK2007
-51.8,10.1,74.44161987304688,EarthByte_Seton_2020_GeeK2007
-51.7,10.1,74.07401275634766,EarthByte_Seton_2020_GeeK2007
-51.6,10.1,73.24604034423828,EarthByte_Seton_2020_GeeK2007
-51.5,10.1,72.96766662597656,EarthByte_Seton_2020_GeeK2007
-51.4,10.1,72.38628387451172,EarthByte_Seton_2020_GeeK2007
-51.3,10.1,71.63765716552734,EarthByte_Seton_2020_GeeK2007
-51.2,10.1,70.98912811279297,EarthByte_Seton_2020_GeeK2007
-51.1,10.1,70.8474349975586,EarthByte_Seton_2020_GeeK2007
-51.0,10.1,70.29051971435547,EarthByte_Seton_2020_GeeK2007
-50.9,10.1,69.22309875488281,EarthByte_Seton_2020_GeeK2007
-50.8,10.1,68.98529052734375,EarthByte_Seton_2020_GeeK2007
-50.7,10.1,68.31185913085938,EarthByte_Seton_2020_GeeK2007
-50.6,10.1,67.43811798095703,EarthByte_Seton_2020_GeeK2007
-50.5,10.1,66.64674377441406,EarthByte_Seton_2020_GeeK2007
-50.4,10.1,65.59110260009766,EarthByte_Seton_2020_GeeK2007
-50.3,10.1,64.93321228027344,EarthByte_Seton_2020_GeeK2007
-50.2,10.1,63.88914489746094,EarthByte_Seton_2020_GeeK2007
-50.1,10.1,62.341590881347656,EarthByte_Seton_2020_GeeK2007
-50.0,10.1,61.09247970581055,EarthByte_Seton_2020_GeeK2007
-49.9,10.1,59.84568405151367,EarthByte_Seton_2020_GeeK2007
-49.8,10.1,59.09510803222656,EarthByte_Seton_2020_GeeK2007
-49.7,10.1,57.95960998535156,EarthByte_Seton_2020_GeeK2007
-49.6,10.1,57.0118408203125,EarthByte_Seton_2020_GeeK2007
-49.5,10.1,56.14273452758789,EarthByte_Seton_2020_GeeK2007
-49.4,10.1,56.10165786743164,EarthByte_Seton_2020_GeeK2007
-49.3,10.1,55.67713165283203,EarthByte_Seton_2020_GeeK2007
-49.2,10.1,55.071834564208984,EarthByte_Seton_2020_GeeK2007
-49.1,10.1,54.5633430480957,EarthByte_Seton_2020_GeeK2007
-49.0,10.1,54.061073303222656,EarthByte_Seton_2020_GeeK2007
-48.9,10.1,53.563629150390625,EarthByte_Seton_2020_GeeK2007
-48.8,10.1,53.02641677856445,EarthByte_Seton_2020_GeeK2007
-48.7,10.1,52.58915328979492,EarthByte_Seton_2020_GeeK2007
-48.6,10.1,52.06370544433594,EarthByte_Seton_2020_GeeK2007
-48.5,10.1,51.565338134765625,EarthByte_Seton_2020_GeeK2007
-48.4,10.1,51.048309326171875,EarthByte_Seton_2020_GeeK2007
-48.3,10.1,50.569427490234375,EarthByte_Seton_2020_GeeK2007
-48.2,10.1,50.108455657958984,EarthByte_Seton_2020_GeeK2007
-48.1,10.1,49.65374755859375,EarthByte_Seton_2020_GeeK2007
-48.0,10.1,49.19900131225586,EarthByte_Seton_2020_GeeK2007
-47.9,10.1,48.74439239501953,EarthByte_Seton_2020_GeeK2007
-47.8,10.1,48.28374481201172,EarthByte_Seton_2020_GeeK2007
-47.7,10.1,47.78197479248047,EarthByte_Seton_2020_GeeK2007
