lon,lat,anomaly_nT,source
-46,26,19.6468,EMAG2v3
-45.75,26,7.26298,EMAG2v3
-45.5,26,-8.46563,EMAG2v3
-45.25,26,-34.6758,EMAG2v3
-45,26,-32.3881,EMAG2v3
-44.75,26,65.1268,EMAG2v3
-44.5,26,-6.91682,EMAG2v3
-44.25,26,7.1796,EMAG2v3
-44,26,1.5625,EMAG2v3
-43.75,26,-0.310371,EMAG2v3
-43.5,26,1.31536,EMAG2v3
-43.25,26,19.5481,EMAG2v3
-43,26,3.31756,EMAG2v3
-42.75,26,18.6836,EMAG2v3
-42.5,26,-15.3927,EMAG2v3
-42.25,26,-15.5452,EMAG2v3
-42,26,4.93566,EMAG2v3
