"lon","lat","heat_flow_mW_m2","name","reference","id"
"-59.1617","16.3633","56","GS7304-009","Schubert_Peter_1974","R24-077970"
"-59.1617","16.3633","56","GS7304-009","Arnaiz-Rodriguez_Orihuela_2013","R24-003560"
"-58.5796","16.3732","46.5","ANTI-04-02","Lucazeau_etal._2014","R24-060497"
"-57.65","16.4","29","Zep-9","Nason_Lee_1964","R24-070589"
"-57.65","16.4","29","Zep-9","Nason_Lee_1962","R24-070569"
"-57.65","16.4","29","Zep-9","Arnaiz-Rodriguez_Orihuela_2013","R24-003676"
"-57.65","16.4","29","Zep-9","Schoonmaker_Ladd_1984","R24-077965"
"-58.5815","16.4414","81.6","ANTI-04-01","Lucazeau_etal._2014","R24-060496"
"-21.7333","16.45","53","AII-42-01","VonHerzen_Simmons_1972","R24-087192"
"-31.56666667","16.55","24","V26-10","Herman_etal._1977","R24-047378"
"-31.56666667","16.55","24","V26-10","Ludwig_Rabinowitz_1975","R24-060589"
"-31.56666667","16.55","24","V26-10","Langseth_etal._1974","R24-053369"
"-58.91894035","16.55384922","79.1","C15-37","Schoonmaker_Ladd_1984","R24-077901"
"-57.8667","16.5583","42","CH-36-07","Arnaiz-Rodriguez_Orihuela_2013","R24-003546"
"-57.8667","16.5583","42","CH-36-07","Birch_1970","R24-005260"
"-57.8667","16.5583","42","CH-36-07","Schoonmaker_Ladd_1984","R24-077909"
"-57.8667","16.5583","42","CH-36-07","Birch_1964","R24-005240"
"-57.8667","16.5583","42","CH-36-07","Birch_1964","R24-005239"
"-58.912","16.5767","79","C15-37","LDEO_2004","R24-055146"
"-58.9117","16.5767","79.1","C15-37","Abbott_2008","R24-000434"
"-57.9","16.5833","42","CH-36-08","Arnaiz-Rodriguez_Orihuela_2013","R24-003547"
"-57.9","16.5833","42","CH-36-08","Birch_1970","R24-005261"
"-57.9","16.5833","42","CH-36-08","Birch_1964","R24-005241"
"-57.9","16.5833","42","CH-36-08","Birch_1964","R24-005242"
"-57.9","16.5833","42","CH-36-08","Schoonmaker_Ladd_1984","R24-077910"
"-31.1","16.63333333","41","V26-9","Herman_etal._1977","R24-047392"
"-31.1","16.63333333","41","V26-9","Ludwig_Rabinowitz_1975","R24-060592"
"-31.1","16.63333333","41","V26-9","Langseth_etal._1974","R24-053434"
"-59.9417","16.6417","50","GS7304-008","Arnaiz-Rodriguez_Orihuela_2013","R24-003559"
"-59.9417","16.6417","50","GS7304-008","Schubert_Peter_1974","R24-077969"
"-59.9417","16.6417","50","GS7304-008","Schoonmaker_Ladd_1984","R24-077922"
"-51.6167","16.7317","35","V22-4","Abbott_2008","R24-001563"
"-51.617","16.733","35","V22-4","LDEO_2004","R24-055440"
"-59.05","16.7367","46","E72-3-4","Schubert_Peter_1974","R24-077968"
"-59.05","16.7367","46","E72-3-4","Arnaiz-Rodriguez_Orihuela_2013","R24-003558"
"-57.6333","16.75","11","CH-36-05","Schoonmaker_Ladd_1984","R24-077907"
"-57.6333","16.75","11","CH-36-05","Arnaiz-Rodriguez_Orihuela_2013","R24-003544"
"-57.6333","16.75","11","CH-36-05","Birch_1964","R24-005235"
"-57.6333","16.75","11","CH-36-05","Birch_1964","R24-005236"
"-58.89","16.7533","34","E72-3-3","Schubert_Peter_1974","R24-077967"
"-58.89","16.7533","34","E72-3-3","Arnaiz-Rodriguez_Orihuela_2013","R24-003557"
"-58.89","16.7533","34","E72-3-3","Schoonmaker_Ladd_1984","R24-077921"
"-58.6019","16.7553","68.5","ANTI-03-05","Lucazeau_etal._2014","R24-060495"
"-58.6265","16.7633","74.7","ANTI-03-04","Lucazeau_etal._2014","R24-060494"
"-57.8167","16.7833","13","CH-36-06","Schoonmaker_Ladd_1984","R24-077908"
"-57.8167","16.7833","13","CH-36-06","Birch_1964","R24-005238"
"-57.8167","16.7833","13","CH-36-06","Arnaiz-Rodriguez_Orihuela_2013","R24-003545"
"-57.8167","16.7833","13","CH-36-06","Birch_1964","R24-005237"
"-57.63","16.85","69.9229","Chain-75-45","Schoonmaker_Ladd_1984","R24-077918"
"-57.63","16.85","69.9229","Chain-75-45","Birch_1970","R24-005265"
"-57.63","16.85","69.9229","Chain-75-45","Arnaiz-Rodriguez_Orihuela_2013","R24-003554"
"-58.47","16.88","45.2196","Chain-44-2","Schoonmaker_Ladd_1984","R24-077916"
"-58.47","16.88","45.2196","Chain-44-2","Birch_1970","R24-005263"
"-58.47","16.88","45.2196","Chain-44-2","Arnaiz-Rodriguez_Orihuela_2013","R24-003552"
"-58.2933","16.9017","41","GS7304-013","Arnaiz-Rodriguez_Orihuela_2013","R24-003561"
"-58.2933","16.9017","41","GS7304-013","Schubert_Peter_1974","R24-077971"
"-58.2933","16.9017","41","GS7304-013","Schoonmaker_Ladd_1984","R24-077924"
"-57.63","16.92","61.5489","Chain-75-45A","Arnaiz-Rodriguez_Orihuela_2013","R24-003555"
"-57.63","16.92","61.5489","Chain-75-45A","Schoonmaker_Ladd_1984","R24-077919"
"-57.63","16.92","61.5489","Chain-75-45A","Birch_1970","R24-005266"
"-58.4","16.95","18","CH-36-09","Birch_1964","R24-005244"
"-58.4","16.95","18","CH-36-09","Birch_1964","R24-005243"
"-58.4","16.95","18","CH-36-09","Schoonmaker_Ladd_1984","R24-077911"
"-58.4","16.95","18","CH-36-09","Arnaiz-Rodriguez_Orihuela_2013","R24-003548"
"-35.83333333","17.2","59.079","V23-065","Herman_etal._1977","R24-047330"
"-35.83333333","17.2","59.079","V23-065","Langseth_etal._1970","R24-053125"
"-32.35","17.21666667","61.174","V23-064","Herman_etal._1977","R24-047329"
"-32.35","17.21666667","61.174","V23-064","Langseth_etal._1970","R24-053124"
"-32.35","17.2167","61","V23-064","Ludwig_Rabinowitz_1975","R24-060588"
"-47.35","17.26666667","29.749","V23-070","Herman_etal._1977","R24-047334"
"-47.35","17.26666667","29.749","V23-070","Langseth_etal._1970","R24-053129"
"-46.75","17.26666667","270.255","V23-069","Herman_etal._1977","R24-047333"
"-46.75","17.26666667","270.255","V23-069","Langseth_etal._1970","R24-053128"
"-45.06666667","17.36666667","25.978","V23-068","Langseth_etal._1970","R24-053127"
"-45.06666667","17.36666667","25.978","V23-068","Herman_etal._1977","R24-047332"
"-39.01666667","17.41666667","110.616","V23-066","Langseth_etal._1970","R24-053126"
"-39.01666667","17.41666667","110.616","V23-066","Herman_etal._1977","R24-047331"
"-57.72","17.58","50.244","Chain-75-46","Schoonmaker_Ladd_1984","R24-077920"
"-57.72","17.58","50.244","Chain-75-46","Arnaiz-Rodriguez_Orihuela_2013","R24-003556"
"-57.72","17.58","50.244","Chain-75-46","Birch_1970","R24-005267"
"-27.0333","17.6167","89","V22-038","Herman_etal._1977","R24-047318"
"-27.0333","17.6167","89","V22-038","Ludwig_Rabinowitz_1975","R24-060582"
"-29.8667","17.7","51","V23-063","Ludwig_Rabinowitz_1975","R24-060587"
"-29.86666667","17.7","50.699","V23-063","Langseth_etal._1970","R24-053123"
"-29.86666667","17.7","50.699","V23-063","Herman_etal._1977","R24-047328"
"-24.6267","17.93","51.4","CVC-1","Courtney_White_1986","R24-025571"
"-24.6233","17.9333","52.1","CVC-2","Courtney_White_1986","R24-025581"
"-24.6183","17.9383","52.6","CVC-3","Courtney_White_1986","R24-025585"
"-24.6133","17.9417","49.6","CVC-4","Courtney_White_1986","R24-025586"
"-24.5933","17.945","49.7","CVC-6","Courtney_White_1986","R24-025588"
"-24.6067","17.9467","55.6","CVC-5","Courtney_White_1986","R24-025587"
"-24.5833","17.9467","59.6","CVC-7","Courtney_White_1986","R24-025589"
"-24.59","17.9683","64.4","CVC-8","Courtney_White_1986","R24-025590"
"-24.595","17.9933","53.9","CVC-9","Courtney_White_1986","R24-025591"
"-24.56","18.0017","52.9","CVD1-13","Courtney_White_1986","R24-025596"
"-24.585","18.0033","70.3","CVC-10","Courtney_White_1986","R24-025572"
"-24.5533","18.0033","51.3","CVD1-14","Courtney_White_1986","R24-025597"
"-24.545","18.0033","51.9","CVD1-15","Courtney_White_1986","R24-025598"
"-24.58","18.01","63.5","CVRISEC","Courtney_White_1986","R24-025682"
"-24.575","18.0117","56.9","CVC-11","Courtney_White_1986","R24-025573"
"-52.5","18.0167","77.1","V25-69","Abbott_2008","R24-001580"
"-52.5","18.017","77","V25-69","LDEO_2004","R24-055447"
"-59.1167","18.05","56","VFZ-19","VonHerzen_etal._1970","R24-086490"
"-59.1167","18.05","56","VFZ-19","Schoonmaker_Ladd_1984","R24-077939"
"-59.1167","18.05","56","VFZ-19","Folinsbee_1969","R24-035395"
"-59.1167","18.05","56","VFZ-19","Arnaiz-Rodriguez_Orihuela_2013","R24-003661"
"-55.2717","18.1083","94.6","V31-30","Abbott_2008","R24-001738"
"-24.5667","18.19","58","CVC-12","Courtney_White_1986","R24-025574"
"-24.5617","18.26","56.8","CVC-13","Courtney_White_1986","R24-025575"
"-24.5533","18.31","56.4","CVC-14","Courtney_White_1986","R24-025576"
"-24.545","18.37","74.5","CVC-15","Courtney_White_1986","R24-025577"
"-21.055","18.453333","63","V30-041","Herman_etal._1977","R24-047497"
"-59.9817","18.4817","123","V20-2","Abbott_2008","R24-001383"
"-24.5333","18.5","60.5","CVC-16","Courtney_White_1986","R24-025578"
"-28.15","18.55","76","V23-062","Ludwig_Rabinowitz_1975","R24-060586"
"-28.15","18.55","75.839","V23-062","Langseth_etal._1970","R24-053122"
"-28.15","18.55","75.839","V23-062","Herman_etal._1977","R24-047327"
"-24.5283","18.71","67.9","CVC-17","Courtney_White_1986","R24-025579"
"-24.63","18.9083","54.7","CVD1-1","Courtney_White_1986","R24-025592"
"-24.6333","18.9167","51.5","CVD1-2","Courtney_White_1986","R24-025600"
"-24.61","18.9167","48.5","CVD2-1","Courtney_White_1986","R24-025608"
"-24.63","18.9267","52.8","CVD1-3","Courtney_White_1986","R24-025601"
"-24.6167","18.9267","45.6","CVD1-4","Courtney_White_1986","R24-025602"
"-24.6117","18.9267","50.3","CVD2-2","Courtney_White_1986","R24-025615"
"-24.6067","18.93","52.7","CVD1-5","Courtney_White_1986","R24-025603"
"-24.6117","18.9317","50.5","CVD2-3","Courtney_White_1986","R24-025616"
"-24.6033","18.9417","53","CVD2-4","Courtney_White_1986","R24-025617"
"-24.5917","18.9433","54.6","CVD2-5","Courtney_White_1986","R24-025618"
"-24.5983","18.945","53.6","CVD1-6","Courtney_White_1986","R24-025604"
"-24.5833","18.9483","49","CVD2-6","Courtney_White_1986","R24-025619"
"-24.5833","18.9483","48.7","CVD2-7","Courtney_White_1986","R24-025620"
"-24.58","18.95","54.3","CVRISED","Courtney_White_1986","R24-025683"
"-24.5933","18.9533","49.5","CVD1-7","Courtney_White_1986","R24-025605"
"-24.5733","18.9533","51.5","CVD2-8","Courtney_White_1986","R24-025621"
"-24.5683","18.955","49.9","CVD2-9","Courtney_White_1986","R24-025622"
"-24.5867","18.9617","50.7","CVD1-8","Courtney_White_1986","R24-025606"
"-24.5667","18.9617","54.7","CVD2-10","Courtney_White_1986","R24-025609"
"-24.5633","18.9633","49.7","CVD2-11","Courtney_White_1986","R24-025610"
"-24.5583","18.9633","52.4","CVD2-12","Courtney_White_1986","R24-025611"
"-24.5467","18.9667","55","CVD2-13","Courtney_White_1986","R24-025612"
"-24.5333","18.9717","52.2","CVD2-14","Courtney_White_1986","R24-025613"
"-24.5817","18.9733","49","CVD1-9","Courtney_White_1986","R24-025607"
"-24.4983","18.9767","54.1","CVD2-16","Courtney_White_1986","R24-025614"
"-24.5817","18.9817","51.2","CVD1-10","Courtney_White_1986","R24-025593"
"-24.575","18.9917","51","CVD1-11","Courtney_White_1986","R24-025594"
"-24.5667","18.9983","53.2","CVD1-12","Courtney_White_1986","R24-025595"
"-24.54","19","56.6","CVD1-16","Courtney_White_1986","R24-025599"
"-29.15","19.0167","67","V22-039","Herman_etal._1977","R24-047319"
"-29.15","19.0167","67","V22-039","Ludwig_Rabinowitz_1975","R24-060583"
"-24.5083","19.03","61.7","CVC-19","Courtney_White_1986","R24-025580"
"-38.1667","19.0667","42","V20-219","Langseth_etal._1966","R24-053098"
"-47.4367","19.15","42","AII-42-30","VonHerzen_Simmons_1972","R24-087214"
"-47.44","19.1533","42","AII-42-31-1","VonHerzen_Simmons_1972","R24-087215"
"-52.05","19.1667","59","Zep-11","Nason_Lee_1964","R24-070570"
"-52.05","19.1667","59","Zep-11","Nason_Lee_1962","R24-070556"
"-24.48","19.19","80.3","CVC-21","Courtney_White_1986","R24-025582"
"-47.4183","19.2","20","AII-42-23","VonHerzen_Simmons_1972","R24-087207"
"-47.4283","19.23","33","AII-42-26A","VonHerzen_Simmons_1972","R24-087208"
"-24.4683","19.25","62.8","CVC-22","Courtney_White_1986","R24-025583"
"-26.1317","19.2517","38","Kur-434","Popova_1974","R24-073163"
"-26.1317","19.2517","38","Kur-434","Ludwig_Rabinowitz_1975","R24-060554"
"-26.1317","19.2517","38","K-434","Hobart_etal._1974","R24-047517"
"-47.4167","19.2667","57","AII-42-22","VonHerzen_Simmons_1972","R24-087206"
"-47.35","19.2717","59","AII-42-29B-1","VonHerzen_Simmons_1972","R24-087209"
"-47.3467","19.275","32","AII-42-29B-2","VonHerzen_Simmons_1972","R24-087210"
"-47.3433","19.28","44","AII-42-29B-3","VonHerzen_Simmons_1972","R24-087211"
"-47.34","19.2833","59","AII-42-29B-4","VonHerzen_Simmons_1972","R24-087212"
"-26.11666667","19.28333333","59","V26-12","Langseth_etal._1974","R24-053377"
"-26.11666667","19.28333333","59","V26-12","Herman_etal._1977","R24-047380"
"-26.11666667","19.28333333","59","V26-12","Ludwig_Rabinowitz_1975","R24-060591"
"-47.3367","19.2883","38","AII-42-29B-5","VonHerzen_Simmons_1972","R24-087213"
"-24.455","19.35","75.6","CVC-23","Courtney_White_1986","R24-025584"
"-36.5333","19.5167","34","AII-42-08","VonHerzen_Simmons_1972","R24-087196"
"-38.8","19.5333","75","AII-42-09","VonHerzen_Simmons_1972","R24-087197"
"-46.11","19.5583","72","AII-42-20","VonHerzen_Simmons_1972","R24-087205"
"-46.1333","19.5617","41","AII-42-17","VonHerzen_Simmons_1972","R24-087204"
"-44.95","19.5667","292","AII-42-15","VonHerzen_Simmons_1972","R24-087202"
"-43.8167","19.5667","65","AII-42-14","VonHerzen_Simmons_1972","R24-087201"
"-40.5","19.5667","26","AII-42-11","VonHerzen_Simmons_1972","R24-087198"
"-41.6333","19.6167","68","AII-42-12","VonHerzen_Simmons_1972","R24-087199"
"-42.7333","19.65","8","AII-42-13","VonHerzen_Simmons_1972","R24-087200"
"-34.4167","19.65","57","AII-42-07","VonHerzen_Simmons_1972","R24-087195"
"-34.4167","19.65","57","AII-42-07","Ludwig_Rabinowitz_1975","R24-060552"
"-26.11666667","19.66666667","40","V26-11","Langseth_etal._1974","R24-053376"
"-26.11666667","19.66666667","40","V26-11","Ludwig_Rabinowitz_1975","R24-060590"
"-26.11666667","19.66666667","40","V26-11","Herman_etal._1977","R24-047379"
"-30.1167","19.6667","58","V22-040","Herman_etal._1977","R24-047320"
"-30.1167","19.6667","58","V22-040","Ludwig_Rabinowitz_1975","R24-060584"
"-48.65","19.6833","247","AII-42-32","VonHerzen_Simmons_1972","R24-087216"
"-44.55","19.6833","96","AII-42-16","VonHerzen_Simmons_1972","R24-087203"
"-29.0167","19.75","52","AII-42-04","Ludwig_Rabinowitz_1975","R24-060550"
"-29.0167","19.75","52","AII-42-04","VonHerzen_Simmons_1972","R24-087193"
"-31.9","19.8667","54","AII-42-06","Ludwig_Rabinowitz_1975","R24-060551"
"-31.9","19.8667","54","AII-42-06","VonHerzen_Simmons_1972","R24-087194"
"-24.525","19.8683","52.3","CVE1-2","Courtney_White_1986","R24-025624"
"-24.5233","19.8683","53.8","CVE1-3","Courtney_White_1986","R24-025625"
"-24.5267","19.8767","51.8","CVE1-4","Courtney_White_1986","R24-025626"
"-24.5267","19.8817","57.6","CVE1-5","Courtney_White_1986","R24-025627"
"-24.5267","19.8833","54.6","CVE1-6","Courtney_White_1986","R24-025628"
"-24.5267","19.8867","55.4","CVE1-7","Courtney_White_1986","R24-025629"
"-24.5217","19.8883","55.7","CVE1-9","Courtney_White_1986","R24-025630"
"-24.52","19.89","56.7","CVE1-10","Courtney_White_1986","R24-025623"
"-55.7817","19.8933","62.8","C17-10","Abbott_2008","R24-000522"
"-24.4967","19.9083","54.9","CVE2-1","Courtney_White_1986","R24-025631"
"-24.48","19.91","56.6","CVRISEE","Courtney_White_1986","R24-025684"
"-24.4917","19.9117","58","CVE2-2","Courtney_White_1986","R24-025639"
"-24.4817","19.9117","55.4","CVE2-4","Courtney_White_1986","R24-025641"
"-24.4783","19.9117","54.8","CVE2-5","Courtney_White_1986","R24-025642"
"-24.4733","19.9117","55.7","CVE2-6","Courtney_White_1986","R24-025643"
"-24.485","19.9133","58.5","CVE2-3","Courtney_White_1986","R24-025640"
"-24.4683","19.9133","53.7","CVE2-8","Courtney_White_1986","R24-025644"
"-24.4683","19.9167","54.7","CVE2-9","Courtney_White_1986","R24-025645"
"-24.4667","19.9183","54.6","CVE2-10","Courtney_White_1986","R24-025632"
"-24.465","19.9183","53.6","CVE2-11","Courtney_White_1986","R24-025633"
"-24.4617","19.9183","53.1","CVE2-12","Courtney_White_1986","R24-025634"
"-24.455","19.92","48.9","CVE2-13","Courtney_White_1986","R24-025635"
"-24.4483","19.9217","50.5","CVE2-14","Courtney_White_1986","R24-025636"
"-24.4417","19.9283","48.3","CVE2-15","Courtney_White_1986","R24-025637"
"-24.4367","19.93","46.6","CVE2-16","Courtney_White_1986","R24-025638"
"-49.7667","20.0167","24","AII-42-33","VonHerzen_Simmons_1972","R24-087217"
"-49.0167","20.2","21","Zep-12","Nason_Lee_1964","R24-070571"
"-49.0167","20.2","21","Zep-12","Nason_Lee_1962","R24-070557"
"-50.8667","20.35","21","AII-42-34","VonHerzen_Simmons_1972","R24-087218"
"-53.6","20.38333333","78.772","V25-032","Langseth_etal._1972","R24-053349"
"-34.1167","20.4667","58","V19-178","Langseth_etal._1966","R24-053066"
"-34.1167","20.4667","58","V19-178","Ludwig_Rabinowitz_1975","R24-060581"
"-34.1167","20.4667","58","V19-178","Rabinowitz_Ludwig_1980","R24-073736"
"-51.018","20.4917","83","V31-31","LDEO_2004","R24-055541"
"-51.9333","20.65","52","AII-42-36-1","VonHerzen_Simmons_1972","R24-087219"
"-51.9333","20.65","46","AII-42-36-2","VonHerzen_Simmons_1972","R24-087220"
"-24.5283","20.66","49.8","CVF1-2","Courtney_White_1986","R24-025652"
"-24.5367","20.6617","52.2","CVF1-1","Courtney_White_1986","R24-025646"
"-32.2167","20.6667","43.1","V32-2","Abbott_2008","R24-001779"
"-24.5233","20.6667","47.3","CVF1-3","Courtney_White_1986","R24-025653"
"-32.2183","20.67","49","V32-002","Ludwig_Rabinowitz_1975","R24-060595"
"-32.2183","20.67","49","V32-02","Rabinowitz_Ludwig_1980","R24-073742"
"-24.5183","20.68","47.7","CVF1-4","Courtney_White_1986","R24-025654"
"-24.585","20.6883","46.7","CVF2-1","Courtney_White_1986","R24-025659"
"-24.5867","20.6933","48.7","CVF2-2","Courtney_White_1986","R24-025666"
"-24.5917","20.6983","49","CVF2-4","Courtney_White_1986","R24-025667"
"-24.5117","20.6983","47.6","CVF1-5","Courtney_White_1986","R24-025655"
"-24.5067","20.6983","50.9","CVF1-6","Courtney_White_1986","R24-025656"
"-24.5033","20.6983","47.2","CVF1-7","Courtney_White_1986","R24-025657"
"-31.45","20.7","57","V22-041","Ludwig_Rabinowitz_1975","R24-060585"
"-31.45","20.7","57","V22-041","Herman_etal._1977","R24-047321"
"-24.56","20.7","50.5","CVRISF2","Courtney_White_1986","R24-025687"
"-24.5783","20.7017","50.1","CVF2-5","Courtney_White_1986","R24-025668"
"-24.5717","20.7017","43.7","CVF2-6","Courtney_White_1986","R24-025669"
"-24.5667","20.7033","43.8","CVF2-7","Courtney_White_1986","R24-025670"
"-24.5533","20.7033","43.2","CVF2-10","Courtney_White_1986","R24-025660"
"-24.5617","20.705","46.2","CVF2-8","Courtney_White_1986","R24-025671"
"-24.5517","20.705","49.6","CVF2-11","Courtney_White_1986","R24-025661"
"-24.5583","20.7067","48.4","CVF2-9","Courtney_White_1986","R24-025672"
"-24.5483","20.7067","51.1","CVF2-12","Courtney_White_1986","R24-025662"
"-24.5467","20.7117","48.8","CVF2-13","Courtney_White_1986","R24-025663"
"-24.4933","20.7117","46.8","CVF1-8","Courtney_White_1986","R24-025658"
"-24.5417","20.7167","52.9","CVF2-14","Courtney_White_1986","R24-025664"
"-24.49","20.72","51.8","CVRISF1","Courtney_White_1986","R24-025686"
"-24.5317","20.7233","50.8","CVF2-16","Courtney_White_1986","R24-025665"
"-24.485","20.7233","55.2","CVF1-11","Courtney_White_1986","R24-025647"
"-24.485","20.7383","44.9","CVF1-13","Courtney_White_1986","R24-025648"
"-24.4717","20.7417","50","CVF1-15","Courtney_White_1986","R24-025650"
"-24.455","20.7417","43.3","CVF1-17","Courtney_White_1986","R24-025651"
"-24.4817","20.7467","58.5","CVF1-14","Courtney_White_1986","R24-025649"
"-32.3233","20.8","80","V32-003","Ludwig_Rabinowitz_1975","R24-060596"
"-32.3233","20.8","80","V32-03","Rabinowitz_Ludwig_1980","R24-073743"
"-32.3167","20.8","69.9","V32-3","Abbott_2008","R24-001780"
"-52.9333","21","21","AII-42-37","VonHerzen_Simmons_1972","R24-087221"
"-44.95","21.0667","75","Zep-14","Nason_Lee_1964","R24-070573"
"-44.95","21.0667","75","Zep-14","Nason_Lee_1962","R24-070559"
"-39.85","21.0667","35","V20-220","Langseth_etal._1966","R24-053099"
"-46.5","21.1","13","Zep-13","Nason_Lee_1962","R24-070558"
"-46.5","21.1","13","Zep-13","Nason_Lee_1964","R24-070572"
"-32.445","21.165","73","V32-01","Rabinowitz_Ludwig_1980","R24-073741"
"-32.445","21.165","73","V32-001","Ludwig_Rabinowitz_1975","R24-060594"
"-32.45","21.1667","64.1","V32-1","Abbott_2008","R24-001771"
"-21.295","21.216667","39","V30-043","Herman_etal._1977","R24-047498"
"-22.68333333","21.3","38.548","V23-061","Langseth_etal._1970","R24-053121"
"-22.68333333","21.3","38.548","V23-061","Herman_etal._1977","R24-047326"
"-53.9667","21.3167","88","AII-42-38","VonHerzen_Simmons_1972","R24-087222"
"-57.602","21.405","115","C11-4","LDEO_2004","R24-055080"
"-57.6017","21.405","115","C11-4","Abbott_2008","R24-000305"
"-53.4","21.5","24.9180976","V25-031","Langseth_etal._1972","R24-053348"
"-55","21.7333","63","AII-42-39","VonHerzen_Simmons_1972","R24-087223"
"-29.2433","21.855","57.6","PK-435","Hobart_etal._1974","R24-047526"
"-29.2433","21.855","59","Kur-435","Popova_1974","R24-073164"
"-29.2433","21.855","58","K-435","Hobart_etal._1974","R24-047518"
"-29.2433","21.855","59","Kur-435","Ludwig_Rabinowitz_1975","R24-060555"
"-45.7667","21.9333","272","Zep-15","Nason_Lee_1964","R24-070574"
"-45.7667","21.9333","272","Zep-15","Nason_Lee_1962","R24-070560"
"-46.5618","22.0088","13","POND1204","Langseth_etal._1992","R24-053950"
"-46.5828","22.0092","14","POND1101","Langseth_etal._1992","R24-053912"
"-46.5528","22.0093","10","POND1205","Langseth_etal._1992","R24-053951"
"-46.5762","22.0095","55","POND1201","Langseth_etal._1992","R24-053947"
"-46.57","22.0097","26","POND1202","Langseth_etal._1992","R24-053948"
"-46.5665","22.0097","22","POND1203","Langseth_etal._1992","R24-053949"
"-46.6484","22.01","57","POND1301","Langseth_etal._1992","R24-053969"
"-46.5828","22.0128","34","POND1102","Langseth_etal._1992","R24-053913"
"-46.6487","22.0145","100","POND1302","Langseth_etal._1992","R24-053970"
"-46.5462","22.015","16","POND1206","Langseth_etal._1992","R24-053952"
"-46.5297","22.0152","26","POND1208","Langseth_etal._1992","R24-053954"
"-46.536","22.0153","17","POND1207","Langseth_etal._1992","R24-053953"
"-46.5255","22.0172","8","POND1209","Langseth_etal._1992","R24-053955"
"-46.584","22.0173","90","POND1103","Langseth_etal._1992","R24-053914"
"-46.646","22.0185","97","POND1303","Langseth_etal._1992","R24-053971"
"-46.525","22.0213","21","POND1210","Langseth_etal._1992","R24-053956"
"-46.6415","22.0225","84","POND1304","Langseth_etal._1992","R24-053972"
"-46.5837","22.0233","88","POND1104","Langseth_etal._1992","R24-053915"
"-46.5245","22.0263","38","POND1211","Langseth_etal._1992","R24-053957"
"-46.641","22.0273","72","POND1305","Langseth_etal._1992","R24-053973"
"-46.5819","22.0282","81","POND1105","Langseth_etal._1992","R24-053916"
"-46.5247","22.0308","45","POND1212","Langseth_etal._1992","R24-053958"
"-46.576","22.032","58","POND1106","Langseth_etal._1992","R24-053917"
"-46.6405","22.0325","75","POND1306","Langseth_etal._1992","R24-053974"
"-46.573","22.0332","57","POND1108","Langseth_etal._1992","R24-053919"
"-46.5747","22.0338","72","POND1107","Langseth_etal._1992","R24-053918"
"-46.525","22.0355","35","POND1213","Langseth_etal._1992","R24-053959"
"-46.6395","22.037","58","POND1307","Langseth_etal._1992","R24-053975"
"-46.5248","22.04","28","POND1214","Langseth_etal._1992","R24-053960"
"-46.6388","22.0415","71","POND1308","Langseth_etal._1992","R24-053976"
"-46.581","22.0427","74","POND1109","Langseth_etal._1992","R24-053920"
"-46.5949","22.0438","63","POND1322","Langseth_etal._1992","R24-053990"
"-46.5257","22.044","36","POND1215","Langseth_etal._1992","R24-053961"
"-46.638","22.045","59","POND1309","Langseth_etal._1992","R24-053977"
"-46.5953","22.0475","80","POND1323","Langseth_etal._1992","R24-053991"
"-46.5822","22.0485","66","POND1110","Langseth_etal._1992","R24-053922"
"-46.5267","22.0493","35","POND1216","Langseth_etal._1992","R24-053962"
"-46.6339","22.0495","118","POND1310","Langseth_etal._1992","R24-053978"
"-46.6292","22.0502","209","POND1311","Langseth_etal._1992","R24-053979"
"-46.6253","22.0507","135","POND1312","Langseth_etal._1992","R24-053980"
"-46.5949","22.0515","109","POND1324","Langseth_etal._1992","R24-053992"
"-46.5747","22.0517","80","POND1339","Langseth_etal._1992","R24-054007"
"-46.6235","22.0522","87","POND1313","Langseth_etal._1992","R24-053981"
"-46.5827","22.0522","113","POND1111","Langseth_etal._1992","R24-053923"
"-46.62","22.0532","81","POND1314","Langseth_etal._1992","R24-053982"
"-46.5947","22.0533","100","POND1325","Langseth_etal._1992","R24-053993"
"-46.5252","22.0533","32","POND1217","Langseth_etal._1992","R24-053963"
"-46.577","22.0542","158","POND1338","Langseth_etal._1992","R24-054006"
"-46.6163","22.055","63","POND1315","Langseth_etal._1992","R24-053983"
"-46.61","22.0552","52","POND1113","Langseth_etal._1992","R24-053925"
"-46.5949","22.0557","149","POND1326","Langseth_etal._1992","R24-053994"
"-46.5785","22.0558","274","POND1120","Langseth_etal._1992","R24-053933"
"-46.5837","22.0565","454","POND1119","Langseth_etal._1992","R24-053931"
"-46.5758","22.0572","849","POND1335","Langseth_etal._1992","R24-054003"
"-46.5757","22.0572","1044","POND1336","Langseth_etal._1992","R24-054004"
"-46.615","22.0573","54","POND1316","Langseth_etal._1992","R24-053984"
"-46.597","22.0575","742","POND1116","Langseth_etal._1992","R24-053928"
"-46.587","22.0575","299","POND1118","Langseth_etal._1992","R24-053930"
"-46.579","22.0575","468","POND1112","Langseth_etal._1992","R24-053924"
"-46.6003","22.0577","81","POND1115","Langseth_etal._1992","R24-053927"
"-46.525","22.0577","18","POND1218","Langseth_etal._1992","R24-053964"
"-46.5755","22.0578","890","POND1337","Langseth_etal._1992","R24-054005"
"-46.593","22.058","781","POND1117","Langseth_etal._1992","R24-053929"
"-46.5742","22.058","791","POND1121","Langseth_etal._1992","R24-053934"
"-46.596","22.0583","286","POND1327","Langseth_etal._1992","R24-053995"
