"lon","lat","heat_flow_mW_m2","name","reference","id"
"-46.6047","22.0588","61","POND1114","Langseth_etal._1992","R24-053926"
"-46.5695","22.0595","1019","POND1122","Langseth_etal._1992","R24-053935"
"-46.576","22.0597","371","POND1334","Langseth_etal._1992","R24-054002"
"-46.5625","22.0597","156","POND1124","Langseth_etal._1992","R24-053937"
"-46.5667","22.0598","408","POND1123","Langseth_etal._1992","R24-053936"
"-46.6125","22.06","242","POND1317","Langseth_etal._1992","R24-053985"
"-46.5955","22.0603","635","POND1328","Langseth_etal._1992","R24-053996"
"-46.5917","22.0607","491","POND1329","Langseth_etal._1992","R24-053997"
"-46.6092","22.0615","102","POND1318","Langseth_etal._1992","R24-053986"
"-46.5887","22.0615","302","POND1330","Langseth_etal._1992","R24-053998"
"-46.5852","22.0622","455","POND1331","Langseth_etal._1992","R24-053999"
"-46.6057","22.0623","105","POND1319","Langseth_etal._1992","R24-053987"
"-46.582","22.0623","85","POND1332","Langseth_etal._1992","R24-054000"
"-46.5592","22.0625","279","POND1125","Langseth_etal._1992","R24-053938"
"-46.5782","22.0632","178","POND1333","Langseth_etal._1992","R24-054001"
"-46.5247","22.0633","19","POND1219","Langseth_etal._1992","R24-053965"
"-46.602","22.0642","304","POND1320","Langseth_etal._1992","R24-053988"
"-46.6017","22.0645","245","POND1321","Langseth_etal._1992","R24-053989"
"-46.5252","22.068","29","POND1220","Langseth_etal._1992","R24-053966"
"-46.5502","22.0685","451","POND1127","Langseth_etal._1992","R24-053940"
"-46.554","22.0687","389","POND1126","Langseth_etal._1992","R24-053939"
"-46.5478","22.0688","109","POND1128","Langseth_etal._1992","R24-053941"
"-46.5338","22.0713","8","POND1129","Langseth_etal._1992","R24-053942"
"-46.5253","22.0717","24","POND1221","Langseth_etal._1992","R24-053967"
"-46.5302","22.0747","31","POND1130","Langseth_etal._1992","R24-053944"
"-46.523","22.0767","56","POND1222","Langseth_etal._1992","R24-053968"
"-41.5","22.1317","132","V20-220","Abbott_2008","R24-001386"
"-41.5","22.133","132","V20-220","LDEO_2004","R24-055360"
"-56.65","22.2333","54","AII-42-41","VonHerzen_Simmons_1972","R24-087224"
"-24.7533","22.3867","40.5","CVG1-1","Courtney_White_1986","R24-025673"
"-24.705","22.3883","43.6","CVG2-1","Courtney_White_1986","R24-025678"
"-23.7433","22.3917","45.7","CVRISEG","Courtney_White_1986","R24-025685"
"-24.745","22.3933","45.5","CVG1-2","Courtney_White_1986","R24-025675"
"-24.6767","22.4133","41.3","CVG2-4","Courtney_White_1986","R24-025680"
"-24.7233","22.42","45.2","CVG1-6","Courtney_White_1986","R24-025676"
"-24.7217","22.4333","50","CVG1-8","Courtney_White_1986","R24-025677"
"-24.7117","22.4467","43.7","CVG1-10","Courtney_White_1986","R24-025674"
"-24.6867","22.4967","38","CVG2-3","Courtney_White_1986","R24-025679"
"-28","22.6","44","V27-095","Herman_etal._1977","R24-047444"
"-28","22.6","44","V27-095","Ludwig_Rabinowitz_1975","R24-060593"
"-46.1257","22.7237","60","POND801","Langseth_etal._1992","R24-054110"
"-46.121","22.7268","36","POND802","Langseth_etal._1992","R24-054111"
"-46.1145","22.7297","28","POND804","Langseth_etal._1992","R24-054113"
"-46.1182","22.7302","26","POND803","Langseth_etal._1992","R24-054112"
"-54.2167","22.7317","26.4","C17-9","Abbott_2008","R24-000558"
"-54.217","22.733","26","C17-9","LDEO_2004","R24-055206"
"-46.095","22.7333","61.9","H0904P01","Schmidt-Schierhorn_etal._2012","R24-077857"
"-46.1117","22.7368","18","POND805","Langseth_etal._1992","R24-054114"
"-46.1017","22.7383","48.8","H0904P02","Schmidt-Schierhorn_etal._2012","R24-077858"
"-46.108","22.7395","32","POND806","Langseth_etal._1992","R24-054115"
"-46.135","22.7408","39","POND602","Langseth_etal._1992","R24-054069"
"-46.1083","22.7433","16.3","H0904P03","Schmidt-Schierhorn_etal._2012","R24-077859"
"-46.1307","22.7437","36","POND603","Langseth_etal._1992","R24-054070"
"-46.1022","22.7443","46","POND807","Langseth_etal._1992","R24-054116"
"-46.1289","22.7473","33","POND604","Langseth_etal._1992","R24-054071"
"-46.0972","22.7485","35","POND808","Langseth_etal._1992","R24-054117"
"-46.115","22.75","14","H0904P04","Schmidt-Schierhorn_etal._2012","R24-077860"
"-46.126","22.7512","42","POND605","Langseth_etal._1992","R24-054072"
"-46.1218","22.7532","32","POND606","Langseth_etal._1992","R24-054073"
"-46.1217","22.7533","32.4","H0904P05","Schmidt-Schierhorn_etal._2012","R24-077861"
"-46.0924","22.7533","41","POND809","Langseth_etal._1992","R24-054118"
"-46.0817","22.755","180","DSDP395A","Hyndman_etal._1984","R24-048853"
"-46.077","22.7557","15","POND813","Langseth_etal._1992","R24-054122"
"-46.0729","22.7562","19","POND814","Langseth_etal._1992","R24-054123"
"-46.0845","22.7563","24","POND811","Langseth_etal._1992","R24-054120"
"-46.0805","22.7565","6","POND812","Langseth_etal._1992","R24-054121"
"-46.1175","22.7567","53","POND607","Langseth_etal._1992","R24-054074"
"-46.0893","22.7567","29","POND810","Langseth_etal._1992","R24-054119"
"-46.125","22.7583","19.1","H0904P06","Schmidt-Schierhorn_etal._2012","R24-077862"
"-46.1335","22.76","47","POND902","Langseth_etal._1992","R24-054136"
"-46.085","22.76","5.3","H0902P03","Schmidt-Schierhorn_etal._2012","R24-077837"
"-46.1145","22.7605","31","POND608","Langseth_etal._1992","R24-054075"
"-46.0722","22.7608","17","POND815","Langseth_etal._1992","R24-054124"
"-46.1317","22.7617","24.3","H0904P07","Schmidt-Schierhorn_etal._2012","R24-077863"
"-46.0883","22.7617","34.5","H0902P04","Schmidt-Schierhorn_etal._2012","R24-077838"
"-46.114","22.7628","24","POND609","Langseth_etal._1992","R24-054076"
"-46.1289","22.7632","46","POND903","Langseth_etal._1992","R24-054137"
"-46.0805","22.7632","19","POND1001","Langseth_etal._1992","R24-053891"
"-46.135","22.765","25.4","H0904P08","Schmidt-Schierhorn_etal._2012","R24-077864"
"-46.0917","22.765","20.8","H0902P05","Schmidt-Schierhorn_etal._2012","R24-077839"
"-46.0735","22.765","19","POND816","Langseth_etal._1992","R24-054125"
"-46.108","22.7658","28","POND610","Langseth_etal._1992","R24-054077"
"-46.1255","22.7668","75","POND905","Langseth_etal._1992","R24-054138"
"-46.0832","22.7668","18","POND1002","Langseth_etal._1992","R24-053892"
"-46.0967","22.7683","34.6","H0902P06","Schmidt-Schierhorn_etal._2012","R24-077840"
"-46.1052","22.7692","113","POND611","Langseth_etal._1992","R24-054078"
"-46.0882","22.7698","33","POND1003","Langseth_etal._1992","R24-053893"
"-46.1417","22.77","87.5","H0904P09","Schmidt-Schierhorn_etal._2012","R24-077865"
"-46.1222","22.7703","49","POND906","Langseth_etal._1992","R24-054139"
"-46.073","22.7708","36","POND817","Langseth_etal._1992","R24-054126"
"-46.1","22.7717","40.3","H0902P07","Schmidt-Schierhorn_etal._2012","R24-077841"
"-46.1015","22.7727","60","POND612","Langseth_etal._1992","R24-054079"
"-46.1467","22.7733","61.3","H0904P10","Schmidt-Schierhorn_etal._2012","R24-077866"
"-46.0633","22.7733","37.8","H0903P02","Schmidt-Schierhorn_etal._2012","R24-077846"
"-46.1167","22.7738","55","POND907","Langseth_etal._1992","R24-054140"
"-46.0918","22.774","25","POND1004","Langseth_etal._1992","R24-053894"
"-46.0714","22.7743","50","POND818","Langseth_etal._1992","R24-054127"
"-46.1383","22.775","118.7","H0904P11","Schmidt-Schierhorn_etal._2012","R24-077867"
"-46.105","22.775","43","H0902P08","Schmidt-Schierhorn_etal._2012","R24-077842"
"-46.098","22.7755","100","POND613","Langseth_etal._1992","R24-054080"
"-46.0958","22.777","53","POND1005","Langseth_etal._1992","R24-053895"
"-46.0668","22.7777","55","POND819","Langseth_etal._1992","R24-054128"
"-46.1123","22.7782","142","POND908","Langseth_etal._1992","R24-054141"
"-46.1083","22.7783","35.6","H0902P09","Schmidt-Schierhorn_etal._2012","R24-077843"
"-46.0953","22.779","64","POND614","Langseth_etal._1992","R24-054081"
"-46.137","22.78","50","POND701","Langseth_etal._1992","R24-054085"
"-46.1328","22.78","105","POND702","Langseth_etal._1992","R24-054086"
"-46.1278","22.78","17","POND703","Langseth_etal._1992","R24-054087"
"-46.1117","22.78","98","ODP1074A","Pribnow_etal._2000a","R24-073239"
"-46.1117","22.78","69.5","H0902P10","Schmidt-Schierhorn_etal._2012","R24-077844"
"-46.0817","22.78","14.8","H0905P02","Schmidt-Schierhorn_etal._2012","R24-077869"
"-46.0817","22.78","15.5","H0905P01","Schmidt-Schierhorn_etal._2012","R24-077868"
"-46.0667","22.78","41.5","H0903P03","Schmidt-Schierhorn_etal._2012","R24-077847"
"-46.1184","22.7802","44","POND705","Langseth_etal._1992","R24-054089"
"-46.099","22.7802","188","POND1006","Langseth_etal._1992","R24-053896"
"-46.0945","22.7802","58","POND615","Langseth_etal._1992","R24-054082"
"-46.0635","22.7807","91","POND820","Langseth_etal._1992","R24-054129"
"-46.1125","22.7808","329","POND706","Langseth_etal._1992","R24-054090"
"-46.1022","22.781","148","POND1007","Langseth_etal._1992","R24-053897"
"-46.11","22.7812","278","POND909","Langseth_etal._1992","R24-054142"
"-46.123","22.7815","23","POND704","Langseth_etal._1992","R24-054088"
"-46.0903","22.7815","39","POND616","Langseth_etal._1992","R24-054083"
"-46.1088","22.7817","230","POND707","Langseth_etal._1992","R24-054091"
"-46.0733","22.7817","35.6","H0903P04","Schmidt-Schierhorn_etal._2012","R24-077848"
"-46.0595","22.783","33","POND821","Langseth_etal._1992","R24-054130"
"-46.113","22.7832","147","POND910","Langseth_etal._1992","R24-054143"
"-46.101","22.7833","160","POND708","Langseth_etal._1992","R24-054092"
"-46.0767","22.785","22.1","H0903P05","Schmidt-Schierhorn_etal._2012","R24-077849"
"-46.0877","22.7852","44","POND617","Langseth_etal._1992","R24-054084"
"-46.097","22.7853","62","POND709","Langseth_etal._1992","R24-054093"
"-46.104","22.7855","144","POND1008","Langseth_etal._1992","R24-053898"
"-46.119","22.7867","49","POND1011","Langseth_etal._1992","R24-053901"
"-46.0917","22.787","23","POND710","Langseth_etal._1992","R24-054094"
"-46.1138","22.7872","48","POND1012","Langseth_etal._1992","R24-053902"
"-46.0565","22.7872","32","POND822","Langseth_etal._1992","R24-054131"
"-46.1023","22.7882","168","POND911","Langseth_etal._1992","R24-054144"
"-46.0817","22.7883","5.7","H0903P06","Schmidt-Schierhorn_etal._2012","R24-077850"
"-46.0733","22.7883","13.2","H0905P03","Schmidt-Schierhorn_etal._2012","R24-077870"
"-46.0733","22.7883","13.3","H0905P04","Schmidt-Schierhorn_etal._2012","R24-077871"
"-46.1075","22.7888","226","POND1009","Langseth_etal._1992","R24-053899"
"-46.0875","22.7888","29","POND711","Langseth_etal._1992","R24-054095"
"-46.083","22.789","23","POND712","Langseth_etal._1992","R24-054096"
"-46.1106","22.7895","174.01","J2-773P33","Villinger_etal._2019","R24-086126"
"-46.0532","22.7897","29","POND823","Langseth_etal._1992","R24-054132"
"-46.11","22.7899","113.18","J2-773P34","Villinger_etal._2019","R24-086127"
"-46.0989","22.7903","54","POND912","Langseth_etal._1992","R24-054145"
"-46.1088","22.7905","727.94","J2-773P35","Villinger_etal._2019","R24-086128"
"-46.1085","22.7909","132.81","J2-773P36","Villinger_etal._2019","R24-086129"
"-46.108","22.7909","538.62","J2-773P37","Villinger_etal._2019","R24-086130"
"-46.1075","22.7909","354.76","J2-773P38","Villinger_etal._2019","R24-086131"
"-46.1072","22.7913","495.5","J2-773P39","Villinger_etal._2019","R24-086132"
"-46.1267","22.7917","70","H0902P14","Schmidt-Schierhorn_etal._2012","R24-077845"
"-46.1066","22.792","166.95","J2-773P40","Villinger_etal._2019","R24-086133"
"-46.1074","22.7925","319.2","J2-773P41","Villinger_etal._2019","R24-086134"
"-46.1096","22.7929","60.9","J2-773P32","Villinger_etal._2019","R24-086125"
"-46.1078","22.7931","445.88","J2-773P42","Villinger_etal._2019","R24-086135"
"-46.109","22.7933","156.49","J2-773P31","Villinger_etal._2019","R24-086124"
"-46.1078","22.7933","134.25","J2-773P43","Villinger_etal._2019","R24-086136"
"-46.0883","22.7933","26.3","H0903P07","Schmidt-Schierhorn_etal._2012","R24-077851"
"-46.0798","22.7933","30","POND713","Langseth_etal._1992","R24-054097"
"-46.0683","22.7933","53.8","H0905P05","Schmidt-Schierhorn_etal._2012","R24-077872"
"-46.049","22.7935","25","POND824","Langseth_etal._1992","R24-054133"
"-46.1081","22.7937","131.24","J2-773P30","Villinger_etal._2019","R24-086123"
"-46.1067","22.7938","182.08","J2-773P44","Villinger_etal._2019","R24-086137"
"-46.0953","22.7938","59","POND913","Langseth_etal._1992","R24-054146"
"-46.108","22.7944","348.12","J2-773P29","Villinger_etal._2019","R24-086122"
"-46.0767","22.7948","29","POND714","Langseth_etal._1992","R24-054098"
"-46.1067","22.7967","327","H0903P12","Schmidt-Schierhorn_etal._2012","R24-077856"
"-46.0917","22.7967","24.3","H0903P08","Schmidt-Schierhorn_etal._2012","R24-077852"
"-46.065","22.7967","44.7","H0905P06","Schmidt-Schierhorn_etal._2012","R24-077873"
"-46.0925","22.7977","34","POND914","Langseth_etal._1992","R24-054147"
"-46.1079","22.7981","64.16","J2-773P28","Villinger_etal._2019","R24-086121"
"-46.0817","22.7983","27.1","H0901P01","Schmidt-Schierhorn_etal._2012","R24-077827"
"-46.051","22.7998","47","POND825","Langseth_etal._1992","R24-054134"
"-46.0672","22.8","166","POND716","Langseth_etal._1992","R24-054100"
"-46.06","22.8","90.3","H0905P07","Schmidt-Schierhorn_etal._2012","R24-077874"
"-46.0895","22.8015","53","POND915","Langseth_etal._1992","R24-054148"
"-46.105","22.8017","77.6","H0903P11","Schmidt-Schierhorn_etal._2012","R24-077855"
"-46.0967","22.8017","31","H0903P09","Schmidt-Schierhorn_etal._2012","R24-077853"
"-46.0725","22.8017","39","POND715","Langseth_etal._1992","R24-054099"
"-46.0607","22.802","69","POND826","Langseth_etal._1992","R24-054135"
"-46.1085","22.8025","99.31","J2-773P27","Villinger_etal._2019","R24-086120"
"-46.0767","22.8033","33.8","H0901P02","Schmidt-Schierhorn_etal._2012","R24-077828"
"-46.0567","22.805","23.6","H0905P08","Schmidt-Schierhorn_etal._2012","R24-077875"
"-46.0893","22.806","61","POND916","Langseth_etal._1992","R24-054149"
"-46.0733","22.8067","43.9","H0901P03","Schmidt-Schierhorn_etal._2012","R24-077829"
"-46.0653","22.8067","157","POND717","Langseth_etal._1992","R24-054101"
"-46.0533","22.8067","33","H0905P10","Schmidt-Schierhorn_etal._2012","R24-077877"
"-46.0533","22.8067","32.7","H0905P09","Schmidt-Schierhorn_etal._2012","R24-077876"
"-46.1103","22.8069","254.26","J2-767P01","Villinger_etal._2019","R24-086056"
"-46.1067","22.8083","54.7","H0903P10","Schmidt-Schierhorn_etal._2012","R24-077854"
"-46.07","22.8083","47.1","H0901P04","Schmidt-Schierhorn_etal._2012","R24-077830"
"-46.05","22.81","30.2","H0905P11","Schmidt-Schierhorn_etal._2012","R24-077878"
"-46.089","22.8108","50","POND917","Langseth_etal._1992","R24-054150"
"-46.0632","22.8115","88","POND718","Langseth_etal._1992","R24-054102"
"-46.1097","22.8116","154.75","J2-767P02","Villinger_etal._2019","R24-086057"
"-46.0667","22.8117","39.3","H0901P05","Schmidt-Schierhorn_etal._2012","R24-077831"
"-46.0588","22.8117","47","POND719","Langseth_etal._1992","R24-054103"
"-46.0803","22.8122","29","POND726","Langseth_etal._1992","R24-054109"
"-46.0752","22.8123","35","POND724","Langseth_etal._1992","R24-054108"
"-46.0723","22.8137","117","POND723","Langseth_etal._1992","R24-054107"
"-46.067","22.8145","44","POND722","Langseth_etal._1992","R24-054106"
"-46.0623","22.8148","172","POND721","Langseth_etal._1992","R24-054105"
"-46.0595","22.8148","56","POND720","Langseth_etal._1992","R24-054104"
"-46.065","22.815","52.4","H0901P06","Schmidt-Schierhorn_etal._2012","R24-077832"
"-46.0897","22.8152","38","POND918","Langseth_etal._1992","R24-054151"
"-46.135","22.8155","92.44","J2-767P15","Villinger_etal._2019","R24-086066"
"-46.1101","22.816","147.18","J2-767P03","Villinger_etal._2019","R24-086058"
"-46.0617","22.8167","89.5","H0901P07","Schmidt-Schierhorn_etal._2012","R24-077833"
"-46.1369","22.8168","65.4","J2-767P16","Villinger_etal._2019","R24-086067"
"-46.1103","22.8183","353.95","J2-767P04","Villinger_etal._2019","R24-086059"
"-46.1347","22.8186","108.27","J2-767P12","Villinger_etal._2019","R24-086065"
"-46.0963","22.8189","66.55","J2-772P21","Villinger_etal._2019","R24-086092"
"-46.1103","22.8194","12.59","J2-767P05","Villinger_etal._2019","R24-086060"
"-46.1634","22.8195","48.64","J2-772P07","Villinger_etal._2019","R24-086078"
"-46.168","22.8197","60.13","J2-772P08","Villinger_etal._2019","R24-086079"
"-46.1616","22.82","82.63","J2-772P06","Villinger_etal._2019","R24-086077"
"-46.1611","22.82","186.2","J2-772P05","Villinger_etal._2019","R24-086076"
"-46.0583","22.82","250.1","H0901P08","Schmidt-Schierhorn_etal._2012","R24-077834"
"-46.1601","22.8201","50.84","J2-772P04","Villinger_etal._2019","R24-086075"
"-46.1106","22.8202","84.97","J2-773P01","Villinger_etal._2019","R24-086094"
"-46.1102","22.8203","73.4","J2-773P11","Villinger_etal._2019","R24-086104"
"-46.1098","22.8203","108.55","J2-773P10","Villinger_etal._2019","R24-086103"
"-46.1581","22.8204","69.17","J2-772P03","Villinger_etal._2019","R24-086074"
"-46.1108","22.8204","1334.31","J2-773P13","Villinger_etal._2019","R24-086106"
"-46.1108","22.8204","1149.73","J2-773P12","Villinger_etal._2019","R24-086105"
"-46.1089","22.8204","293.09","J2-773P09","Villinger_etal._2019","R24-086102"
"-46.111","22.8205","812.56","J2-767P06","Villinger_etal._2019","R24-086061"
"-46.1106","22.8205","85.45","J2-773P26","Villinger_etal._2019","R24-086119"
"-46.1105","22.8205","65.67","J2-773P02","Villinger_etal._2019","R24-086095"
"-46.1565","22.8206","119.71","J2-772P02","Villinger_etal._2019","R24-086073"
"-46.1108","22.8206","1118.19","J2-773P14","Villinger_etal._2019","R24-086107"
"-46.1108","22.8206","386.94","J2-773P03","Villinger_etal._2019","R24-086096"
"-46.1105","22.8206","64.52","J2-773P25","Villinger_etal._2019","R24-086118"
"-46.1109","22.8207","359.3","J2-773P16","Villinger_etal._2019","R24-086109"
"-46.1108","22.8207","887.98","J2-773P15","Villinger_etal._2019","R24-086108"
"-46.1106","22.8207","51.56","J2-773P04","Villinger_etal._2019","R24-086097"
"-46.1103","22.8207","52.2","J2-773P24","Villinger_etal._2019","R24-086117"
"-46.1109","22.8208","228.85","J2-773P17","Villinger_etal._2019","R24-086110"
"-46.1108","22.8208","923.88","J2-773P18","Villinger_etal._2019","R24-086111"
"-46.1108","22.8208","887.28","J2-773P19","Villinger_etal._2019","R24-086112"
"-46.1101","22.8208","62.66","J2-773P23","Villinger_etal._2019","R24-086116"
"-46.1545","22.8209","22.23","J2-772P01","Villinger_etal._2019","R24-086072"
"-46.1089","22.8209","299.02","J2-773P08","Villinger_etal._2019","R24-086101"
"-46.1106","22.821","678.32","J2-773P20","Villinger_etal._2019","R24-086113"
"-46.1437","22.8211","78.57","J2-767P17","Villinger_etal._2019","R24-086068"
"-46.1105","22.8211","741.71","J2-773P21","Villinger_etal._2019","R24-086114"
"-46.1103","22.8211","220.77","J2-773P05","Villinger_etal._2019","R24-086098"
"-46.1701","22.8212","82.63","J2-772P09","Villinger_etal._2019","R24-086080"
"-46.1103","22.8212","196.94","J2-773P22","Villinger_etal._2019","R24-086115"
"-46.11","22.8214","82.11","J2-773P06","Villinger_etal._2019","R24-086099"
"-46.1087","22.8215","114.63","J2-773P07","Villinger_etal._2019","R24-086100"
"-46.1437","22.8223","201.37","J2-767P18","Villinger_etal._2019","R24-086069"
"-46.1014","22.8228","76.23","J2-772P22","Villinger_etal._2019","R24-086093"
"-46.146","22.823","68.35","J2-767P20","Villinger_etal._2019","R24-086071"
"-46.055","22.8233","58.6","H0901P09","Schmidt-Schierhorn_etal._2012","R24-077835"
"-46.1429","22.824","40.28","J2-767P19","Villinger_etal._2019","R24-086070"
"-46.055","22.8267","130","H0901P10","Schmidt-Schierhorn_etal._2012","R24-077836"
"-46.0964","22.8269","23.23","J2-772P20","Villinger_etal._2019","R24-086091"
"-46.119","22.827","125.71","J2-767P11","Villinger_etal._2019","R24-086064"
"-46.1209","22.8278","43.1","J2-767P10","Villinger_etal._2019","R24-086063"
"-46.1199","22.8278","112.63","J2-767P09","Villinger_etal._2019","R24-086062"
"-46.0925","22.831","26.49","J2-772P19","Villinger_etal._2019","R24-086090"
"-46.0949","22.8312","194.15","J2-772P18","Villinger_etal._2019","R24-086089"
"-46.0969","22.8315","45.15","J2-772P17","Villinger_etal._2019","R24-086088"
"-46.1028","22.8358","237.66","J2-772P16","Villinger_etal._2019","R24-086087"
"-46.1014","22.8359","192.83","J2-772P15","Villinger_etal._2019","R24-086086"
"-46.0999","22.8363","166.26","J2-772P14","Villinger_etal._2019","R24-086085"
"-46.0985","22.8368","160.44","J2-772P13","Villinger_etal._2019","R24-086084"
"-46.0986","22.8403","127.71","J2-772P12","Villinger_etal._2019","R24-086083"
"-46.0978","22.8404","194.17","J2-772P11","Villinger_etal._2019","R24-086082"
"-46.0962","22.8404","25.35","J2-772P10","Villinger_etal._2019","R24-086081"
"-50.55","22.85","127","V32-11","LDEO_2004","R24-055559"
"-50.5483","22.85","127","V32-11","Abbott_2008","R24-001772"
"-43.5485","22.9172","47","POND401","Langseth_etal._1992","R24-054029"
"-43.5457","22.9208","44","POND402","Langseth_etal._1992","R24-054030"
"-43.5297","22.921","55","POND501","Langseth_etal._1992","R24-054046"
"-43.5308","22.9233","47","POND502","Langseth_etal._1992","R24-054047"
"-43.544","22.9252","98","POND403","Langseth_etal._1992","R24-054031"
"-43.5312","22.926","57","POND503","Langseth_etal._1992","R24-054048"
"-43.5408","22.9285","150","POND404","Langseth_etal._1992","R24-054032"
"-43.5324","22.9287","107","POND504","Langseth_etal._1992","R24-054049"
"-43.5364","22.9288","109","POND406","Langseth_etal._1992","R24-054034"
"-43.5382","22.9292","89","POND405","Langseth_etal._1992","R24-054033"
"-43.5342","22.9293","102","POND407","Langseth_etal._1992","R24-054035"
"-43.5312","22.9298","332","POND408","Langseth_etal._1992","R24-054036"
"-43.5267","22.9298","121","POND410","Langseth_etal._1992","R24-054038"
"-43.5295","22.93","97","POND409","Langseth_etal._1992","R24-054037"
"-43.5337","22.9313","69","POND505","Langseth_etal._1992","R24-054050"
"-43.5218","22.9323","45","POND411","Langseth_etal._1992","R24-054039"
"-43.5188","22.934","27","POND412","Langseth_etal._1992","R24-054040"
"-43.5162","22.934","27","POND413","Langseth_etal._1992","R24-054041"
"-43.5337","22.9343","140","POND506","Langseth_etal._1992","R24-054051"
"-43.5097","22.9347","22","POND415","Langseth_etal._1992","R24-054043"
"-43.5128","22.935","49","POND414","Langseth_etal._1992","R24-054042"
"-43.5073","22.9352","39","POND416","Langseth_etal._1992","R24-054044"
"-43.5047","22.9355","32","POND417","Langseth_etal._1992","R24-054045"
"-43.533","22.9373","78","POND507","Langseth_etal._1992","R24-054052"
"-43.532","22.9393","66","POND508","Langseth_etal._1992","R24-054053"
"-43.5299","22.9422","76","POND509","Langseth_etal._1992","R24-054054"
"-43.527","22.945","96","POND510","Langseth_etal._1992","R24-054055"
"-43.5303","22.948","65","POND511","Langseth_etal._1992","R24-054056"
"-43.5328","22.9507","58","POND512","Langseth_etal._1992","R24-054057"
"-43.5258","22.9522","47","POND206","Langseth_etal._1992","R24-054011"
"-43.5237","22.9522","56","POND207","Langseth_etal._1992","R24-054012"
"-43.5347","22.9528","28","POND202","Langseth_etal._1992","R24-054009"
"-43.532","22.9528","68","POND203","Langseth_etal._1992","R24-054010"
"-43.5373","22.953","24","POND201","Langseth_etal._1992","R24-054008"
"-43.5148","22.953","52","POND210","Langseth_etal._1992","R24-054015"
"-43.5087","22.953","30","POND302","Langseth_etal._1992","R24-054017"
"-43.4695","22.9532","31","POND308","Langseth_etal._1992","R24-054023"
"-43.5148","22.9533","47","POND301","Langseth_etal._1992","R24-054016"
"-43.5057","22.954","33","POND303","Langseth_etal._1992","R24-054018"
"-43.5187","22.9542","56","POND209","Langseth_etal._1992","R24-054014"
"-43.5027","22.9542","38","POND304","Langseth_etal._1992","R24-054019"
"-43.5002","22.9542","24","POND305","Langseth_etal._1992","R24-054020"
"-43.4645","22.9542","39","POND310","Langseth_etal._1992","R24-054025"
"-43.4993","22.9543","40","POND306","Langseth_etal._1992","R24-054021"
"-43.5213","22.9547","51","POND208","Langseth_etal._1992","R24-054013"
"-43.4967","22.9547","55","POND307","Langseth_etal._1992","R24-054022"
"-43.5347","22.9553","30","POND513","Langseth_etal._1992","R24-054058"
"-43.4668","22.956","32","POND309","Langseth_etal._1992","R24-054024"
"-43.463","22.9565","34","POND311","Langseth_etal._1992","R24-054026"
"-43.5342","22.958","75","POND514","Langseth_etal._1992","R24-054059"
"-43.4628","22.959","33","POND312","Langseth_etal._1992","R24-054027"
"-43.533","22.9602","73","POND515","Langseth_etal._1992","R24-054060"
"-43.4645","22.9625","31","POND313","Langseth_etal._1992","R24-054028"
"-43.5322","22.9638","93","POND516","Langseth_etal._1992","R24-054061"
"-43.5327","22.9672","183","POND517","Langseth_etal._1992","R24-054062"
"-43.5318","22.9702","113","POND518","Langseth_etal._1992","R24-054063"
"-43.534","22.9737","305","POND519","Langseth_etal._1992","R24-054064"
"-43.5342","22.9738","208","POND520","Langseth_etal._1992","R24-054065"
"-43.4625","22.974","50","POND114","Langseth_etal._1992","R24-053945"
"-43.4977","22.9742","41","POND112","Langseth_etal._1992","R24-053932"
"-43.4672","22.9752","67","POND113","Langseth_etal._1992","R24-053943"
"-43.5002","22.9755","118","POND111","Langseth_etal._1992","R24-053921"
"-43.4597","22.9765","49","POND115","Langseth_etal._1992","R24-053946"
"-43.5332","22.9777","155","POND521","Langseth_etal._1992","R24-054066"
"-43.5017","22.9783","60","POND110","Langseth_etal._1992","R24-053911"
"-43.5337","22.979","81","POND522","Langseth_etal._1992","R24-054067"
"-43.5277","22.9797","70","POND523","Langseth_etal._1992","R24-054068"
"-43.5112","22.9802","43","POND107","Langseth_etal._1992","R24-053908"
"-43.5237","22.9815","78","POND102","Langseth_etal._1992","R24-053903"
"-43.5228","22.9815","57","POND103","Langseth_etal._1992","R24-053904"
"-43.5202","22.9815","94","POND104","Langseth_etal._1992","R24-053905"
"-43.5275","22.9817","68","POND101","Langseth_etal._1992","R24-053900"
"-43.5052","22.9817","50","POND109","Langseth_etal._1992","R24-053910"
"-43.5148","22.9818","61","POND106","Langseth_etal._1992","R24-053907"
"-43.5077","22.9818","47","POND108","Langseth_etal._1992","R24-053909"
"-43.5163","22.9842","79","POND105","Langseth_etal._1992","R24-053906"
"-43.515","22.98567","23","DSDP_46_396A","Erickson_Hyndman_1979","R24-033811"
"-43.515","22.98567","23","DSDP_46_396A","Erickson_Hyndman_1979","R24-033810"
"-43.515","22.98567","23","DSDP_46_396B","Erickson_Hyndman_1979","R24-033812"
"-45.65","23.1","126","Zep-16","Nason_Lee_1964","R24-070575"
"-45.65","23.1","126","Zep-16","Nason_Lee_1962","R24-070561"
"-31.8","23.1583","58","Kur-436","Ludwig_Rabinowitz_1975","R24-060556"
"-31.8","23.1583","58","Kur-436","Popova_1974","R24-073165"
"-31.8","23.1583","59.6","K-436","Hobart_etal._1974","R24-047519"
"-43.65","23.3667","96","V20-221","Langseth_etal._1966","R24-053100"
"-50.2317","23.45","61.9","V32-13","Abbott_2008","R24-001774"
